Source Descriptor Code Lang ID,Descriptor,Code,Language,Title,Description,Created Date,Created By,Modified Date,Modified By,Owned Date,Owned By
164,HABITAT CATEGORY,Subtropical/Tropical Moist Montane Forest,English,Subtropical/Tropical Moist Montane Forest,Subtropical/Tropical Moist Montane Forest,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
165,HABITAT CATEGORY,Dry Savanna,English,Dry Savanna,Dry Savanna,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
166,HABITAT CATEGORY,Moist Savana,English,Moist Savana,Moist Savana,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
167,HABITAT CATEGORY,Shrubland,English,Shrubland,Shrubland,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
168,HABITAT CATEGORY,Subarctic Shrubland,English,Subarctic Shrubland,Subarctic Shrubland,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
169,HABITAT CATEGORY,Subantarctic Shrubland,English,Subantarctic Shrubland,Subantarctic Shrubland,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
170,HABITAT CATEGORY,Boreal Shrubland,English,Boreal Shrubland,Boreal Shrubland,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
171,HABITAT CATEGORY,Temperate Shrubland,English,Temperate Shrubland,Temperate Shrubland,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
172,HABITAT CATEGORY,Subtropical/Tropical Dry Shrubland,English,Subtropical/Tropical Dry Shrubland,Subtropical/Tropical Dry Shrubland,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
173,HABITAT CATEGORY,Subtropical/Tropical Moist Shrubland,English,Subtropical/Tropical Moist Shrubland,Subtropical/Tropical Moist Shrubland,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
174,HABITAT CATEGORY,Subtropical/Tropical High Altitude Shrubland,English,Subtropical/Tropical High Altitude Shrubland,Subtropical/Tropical High Altitude Shrubland,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
175,HABITAT CATEGORY,Mediterranean-type Shrubby Vegetation,English,Mediterranean-type Shrubby Vegetation,Mediterranean-type Shrubby Vegetation,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
176,HABITAT CATEGORY,Tundra,English,Tundra,Tundra,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
177,HABITAT CATEGORY,Subarctic Grassland,English,Subarctic Grassland,Subarctic Grassland,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
178,HABITAT CATEGORY,Subantarctic Grassland,English,Subantarctic Grassland,Subantarctic Grassland,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
179,HABITAT CATEGORY,Temperate Grassland,English,Temperate Grassland,Temperate Grassland,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
180,HABITAT CATEGORY,Subtropical/Tropical Dry Lowland Grassland,English,Subtropical/Tropical Dry Lowland Grassland,Subtropical/Tropical Dry Lowland Grassland,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
181,HABITAT CATEGORY,Subtropical/Tropical Seasonally Wet/Flooded Lowland Grassland,English,Subtropical/Tropical Seasonally Wet/Flooded Lowland Grassland,Subtropical/Tropical Seasonally Wet/Flooded Lowland Grassland,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
182,HABITAT CATEGORY,Subtropical/Tropical High Altitude Grassland,English,Subtropical/Tropical High Altitude Grassland,Subtropical/Tropical High Altitude Grassland,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
183,HABITAT CATEGORY,Shrub Dominated Wetlands,English,Shrub Dominated Wetlands,Shrub Dominated Wetlands,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
184,HABITAT CATEGORY,Bogs,English,Bogs,Bogs,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
185,HABITAT CATEGORY,Marshes,English,Marshes,Marshes,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
186,HABITAT CATEGORY,Swamps,English,Swamps,Swamps,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
187,HABITAT CATEGORY,Fens,English,Fens,Fens,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
188,HABITAT CATEGORY,Peatlands [generally over 8 ha],English,Peatlands [generally over 8 ha],Peatlands [generally over 8 ha],6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
189,HABITAT CATEGORY,Tundra Wetlands [includes pools and temporary waters from snowmelt],English,Tundra Wetlands [includes pools and temporary waters from snowmelt],Tundra Wetlands [includes pools and temporary waters from snowmelt],6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
190,HABITAT CATEGORY,Alpine Wetlands [includes temporary waters from snowmelt],English,Alpine Wetlands [includes temporary waters from snowmelt],Alpine Wetlands [includes temporary waters from snowmelt],6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
191,HABITAT CATEGORY,Geothermal Wetlands,English,Geothermal Wetlands,Geothermal Wetlands,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
192,HABITAT CATEGORY,Permanent Inland Deltas,English,Permanent Inland Deltas,Permanent Inland Deltas,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
193,HABITAT CATEGORY,Permanent Saline,English,Permanent Saline,Permanent Saline,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
194,HABITAT CATEGORY,Brackish or Alkaline Lakes,English,Brackish or Alkaline Lakes,Brackish or Alkaline Lakes,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
195,HABITAT CATEGORY,Seasonal/Intermittent Saline,English,Seasonal/Intermittent Saline,Seasonal/Intermittent Saline,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
196,HABITAT CATEGORY,Brackish or Alkaline Lakes and Flats,English,Brackish or Alkaline Lakes and Flats,Brackish or Alkaline Lakes and Flats,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
197,HABITAT CATEGORY,Permanent Saline,English,Permanent Saline,Permanent Saline,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
198,HABITAT CATEGORY,Brackish or Alkaline Marshes/Pools,English,Brackish or Alkaline Marshes/Pools,Brackish or Alkaline Marshes/Pools,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
199,HABITAT CATEGORY,Seasonal/Intermittent Saline,English,Seasonal/Intermittent Saline,Seasonal/Intermittent Saline,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
200,HABITAT CATEGORY,Brackish or Alkaline Marshes/Pools,English,Brackish or Alkaline Marshes/Pools,Brackish or Alkaline Marshes/Pools,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
201,HABITAT CATEGORY,Rocky Areas,English,Rocky Areas,Rocky Areas,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
202,HABITAT CATEGORY,Hot Desert,English,Hot Desert,Hot Desert,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
203,HABITAT CATEGORY,Temperate Desert,English,Temperate Desert,Temperate Desert,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
204,HABITAT CATEGORY,Cold Desert,English,Cold Desert,Cold Desert,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
205,HABITAT CATEGORY,Estuaries,English,Estuaries,Estuaries,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
206,HABITAT CATEGORY,Rocky Sea Shoreline,English,Rocky Sea Shoreline,Rocky Sea Shoreline,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
207,HABITAT CATEGORY,Sandy Sea Shoreline and/or Beaches,English,Sandy Sea Shoreline and/or Beaches,Sandy Sea Shoreline and/or Beaches,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
208,HABITAT CATEGORY,Sand Bars,English,Sand Bars,Sand Bars,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
209,HABITAT CATEGORY,"Spits, etc.",English,"Spits, etc.","Spits, etc.",6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
210,HABITAT CATEGORY,Shingle and/or Pebble Shoreline and/or Beaches,English,Shingle and/or Pebble Shoreline and/or Beaches,Shingle and/or Pebble Shoreline and/or Beaches,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
211,HABITAT CATEGORY,Shoreline and Intertidal Mud Flats,English,Shoreline and Intertidal Mud Flats,Shoreline and Intertidal Mud Flats,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
212,HABITAT CATEGORY,Salt Marshes (Emergent Grasses),English,Salt Marshes (Emergent Grasses),Salt Marshes (Emergent Grasses),6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
213,HABITAT CATEGORY,Mangrove Submerged Roots,English,Mangrove Submerged Roots,Mangrove Submerged Roots,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
214,HABITAT CATEGORY,Coastal Sand Dunes,English,Coastal Sand Dunes,Coastal Sand Dunes,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
215,HABITAT CATEGORY,Arable Land,English,Arable Land,Arable Land,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
216,HABITAT CATEGORY,Pastureland,English,Pastureland,Pastureland,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
217,HABITAT CATEGORY,Plantations,English,Plantations,Plantations,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
218,HABITAT CATEGORY,Rural Gardens,English,Rural Gardens,Rural Gardens,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
219,HABITAT CATEGORY,Urban Areas,English,Urban Areas,Urban Areas,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
220,HABITAT CATEGORY,Subtropical/Tropical Heavily Degraded Former Forest,English,Subtropical/Tropical Heavily Degraded Former Forest,Subtropical/Tropical Heavily Degraded Former Forest,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
221,HABITAT CATEGORY,Salt Exploitation Sites,English,Salt Exploitation Sites,Salt Exploitation Sites,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
222,HABITAT CATEGORY,Excavations (open),English,Excavations (open),Excavations (open),6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
223,HABITAT CATEGORY,Wastewater Treatment Areas,English,Wastewater Treatment Areas,Wastewater Treatment Areas,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
224,HABITAT CATEGORY,Irrigated Land [includes irrigation channels],English,Irrigated Land [includes irrigation channels],Irrigated Land [includes irrigation channels],6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
225,HABITAT CATEGORY,Seasonally Flooded Agricultural Land,English,Seasonally Flooded Agricultural Land,Seasonally Flooded Agricultural Land,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
226,HABITAT CATEGORY,Canals and Drainage Channels,English,Canals and Drainage Channels,Canals and Drainage Channels,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
227,HABITAT CATEGORY,Ditches,English,Ditches,Ditches,6/6/2016 13:07,"Reisinger, Martin A., Reisinger Resource Group, Inc.",,,10/14/2016 8:54,"Reisinger, Martin, USDA, ARS"
228,THREAT CATEGORY,Housing & urban area development,English,Housing & urban area development,Housing & urban area development,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
229,THREAT CATEGORY,Commercial & industrial area development,English,Commercial & industrial area development,Commercial & industrial area development,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
230,THREAT CATEGORY,Tourism & recreation area development,English,Tourism & recreation area development,Tourism & recreation area development,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
231,THREAT CATEGORY,Annual & perennial non-timber crops,English,Annual & perennial non-timber crops,Annual & perennial non-timber crops,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
232,THREAT CATEGORY,Shifting agriculture,English,Shifting agriculture,Shifting agriculture,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
233,THREAT CATEGORY,Small-holder farming,English,Small-holder farming,Small-holder farming,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
234,THREAT CATEGORY,Agro-industry farming,English,Agro-industry farming,Agro-industry farming,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
235,THREAT CATEGORY,Agriculture-general,English,Agriculture-general,Agriculture-general,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
236,THREAT CATEGORY,Wood & pulp plantations,English,Wood & pulp plantations,Wood & pulp plantations,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
237,THREAT CATEGORY,Small-holder plantations,English,Small-holder plantations,Small-holder plantations,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
238,THREAT CATEGORY,Agro-industry plantations,English,Agro-industry plantations,Agro-industry plantations,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
239,THREAT CATEGORY,Livestock farming & ranching,English,Livestock farming & ranching,Livestock farming & ranching,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
240,THREAT CATEGORY,Nomadic grazing,English,Nomadic grazing,Nomadic grazing,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
241,THREAT CATEGORY,"Small-holder grazing, ranching or farming",English,"Small-holder grazing, ranching or farming","Small-holder grazing, ranching or farming",6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
242,THREAT CATEGORY,"Agro-industry grazing, ranching or farming",English,"Agro-industry grazing, ranching or farming","Agro-industry grazing, ranching or farming",6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
243,THREAT CATEGORY,Energy production & mining,English,Energy production & mining,Energy production & mining,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
244,THREAT CATEGORY,Oil & gas drilling,English,Oil & gas drilling,Oil & gas drilling,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
245,THREAT CATEGORY,Mining & quarrying,English,Mining & quarrying,Mining & quarrying,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
246,THREAT CATEGORY,Renewable energy,English,Renewable energy,Renewable energy,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
247,THREAT CATEGORY,Roads & railroads,English,Roads & railroads,Roads & railroads,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
248,THREAT CATEGORY,Utility & service lines,English,Utility & service lines,Utility & service lines,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
249,THREAT CATEGORY,Intentional use (species being assessed is the target),English,Intentional use (species being assessed is the target),Intentional use (species being assessed is the target),6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
250,THREAT CATEGORY,Unintentional effects (species being assessed is not the target),English,Unintentional effects (species being assessed is not the target),Unintentional effects (species being assessed is not the target),6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
251,THREAT CATEGORY,Persecution/control,English,Persecution/control,Persecution/control,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
252,THREAT CATEGORY,Plant gathering-Motivation Unknown/Unrecorded,English,Plant gathering-Motivation Unknown/Unrecorded,Plant gathering-Motivation Unknown/Unrecorded,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
253,THREAT CATEGORY,Logging & wood harvesting,English,Logging & wood harvesting,Logging & wood harvesting,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
254,THREAT CATEGORY,Intentional use: subsistence/small scale (species being assessed is the target) [harvest],English,Intentional use: subsistence/small scale (species being assessed is the target) [harvest],Intentional use: subsistence/small scale (species being assessed is the target) [harvest],6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
255,THREAT CATEGORY,Intentional use: large scale (species being assessed is the target) [harvest],English,Intentional use: large scale (species being assessed is the target) [harvest],Intentional use: large scale (species being assessed is the target) [harvest],6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
256,THREAT CATEGORY,Unintentional effects: subsistence/small scale (species being assessed is not the target) [harvest],English,Unintentional effects: subsistence/small scale (species being assessed is not the target) [harvest],Unintentional effects: subsistence/small scale (species being assessed is not the target) [harvest],6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
257,THREAT CATEGORY,Unintentional effects: large scale (species being assessed is not the target) [harvest],English,Unintentional effects: large scale (species being assessed is not the target) [harvest],Unintentional effects: large scale (species being assessed is not the target) [harvest],6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
258,THREAT CATEGORY,Human intrusions & disturbance-Recreational activities,English,Human intrusions & disturbance-Recreational activities,Human intrusions & disturbance-Recreational activities,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
259,THREAT CATEGORY,"Human intrusions & disturbance- War, civil unrest & military exercises",English,"Human intrusions & disturbance- War, civil unrest & military exercises","Human intrusions & disturbance- War, civil unrest & military exercises",6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
260,THREAT CATEGORY,Human intrusions & disturbance-Work & other activities,English,Human intrusions & disturbance-Work & other activities,Human intrusions & disturbance-Work & other activities,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
261,THREAT CATEGORY,Fire & fire suppression,English,Fire & fire suppression,Fire & fire suppression,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
262,THREAT CATEGORY,Increase in fire frequency/intensity,English,Increase in fire frequency/intensity,Increase in fire frequency/intensity,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
263,THREAT CATEGORY,Suppression in fire frequency/intensity,English,Suppression in fire frequency/intensity,Suppression in fire frequency/intensity,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
264,THREAT CATEGORY,Invasive non-native/alien species/diseases,English,Invasive non-native/alien species/diseases,Invasive non-native/alien species/diseases,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
265,THREAT CATEGORY,Introduced genetic material,English,Introduced genetic material,Introduced genetic material,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
266,THREAT CATEGORY,Pollution-Domestic & urban waste water,English,Pollution-Domestic & urban waste water,Pollution-Domestic & urban waste water,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
267,THREAT CATEGORY,Pollution-Sewage,English,Pollution-Sewage,Pollution-Sewage,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
268,THREAT CATEGORY,Pollution-Run-off,English,Pollution-Run-off,Pollution-Run-off,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
269,THREAT CATEGORY,Pollution-Type Unknown/Unrecorded,English,Pollution-Type Unknown/Unrecorded,Pollution-Type Unknown/Unrecorded,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
270,THREAT CATEGORY,Industrial & military effluents,English,Industrial & military effluents,Industrial & military effluents,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
271,THREAT CATEGORY,Oil spills,English,Oil spills,Oil spills,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
272,THREAT CATEGORY,Seepage from mining,English,Seepage from mining,Seepage from mining,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
273,THREAT CATEGORY,Agricultural & forestry effluents,English,Agricultural & forestry effluents,Agricultural & forestry effluents,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
274,THREAT CATEGORY,Soil erosion,English,Soil erosion,Soil erosion,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
275,THREAT CATEGORY,Sedimentation,English,Sedimentation,Sedimentation,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
276,THREAT CATEGORY,Herbicides and pesticides,English,Herbicides and pesticides,Herbicides and pesticides,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
