Source Lot,Source Code,Lbs Shipped,Seeds/Lb,100-Seed Wt (G),Species Code,Common Name,Genus,Species,,,,,NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR,MISC
'SOS-UT080-324,SPAI-SOS-UT080-324-UINTAH-20,0.0038,2191304,0.0206,SPAI,alkali sacaton,Sporobolus,airoides,,,,,Sporobolus airoides,POACEAE,SPAI,6/29/2020,UT080-324,324,UT080,,"Clark, M., Beale, A.",US,20E,Colorado Plateau (Omernik),Utah,Unitah,Brough Reservoir,Road 008PO6H,"From Vernal, ~12.5 miles E on highway 40, 3.8 miles S on highway 88, take the turn off W to Brough Reservoir, slight lefty at the fork, plants on either side of the road N of the reservoir","40°15' 43"" N","109°42' 11"" W",40.26194,-109.70305,GPS,WGS84,5120,FT,BLM,Bromus tectorum:Artemisia nova:Atriplex confertifolia:Achnatherum hymenoides:Lepidium latifolium:Tamarix chinensis:Gutierrezia sarothrae:Elaeagnus angustifolia,Grazed,roadside/drainage area,10,NW,Semi desert shallow loam (Black sagebrush),Grazing allotment,Begay sandy loam,Sand : loamy sand,500,2000,3,P,,,::,3:30 JUN 2020:,,,,,0,,AEL,3-Feb,!0YR 6/4,44133,SPOROBOLUS,airoides,2020,
'SOS-UT080-325,ASMO7-SOS-UT080-325-UNITAH-20,0.0904,132121,0.3433,ASMO7,woolly locoweed,Astragalus,mollissimus,,,,,Astragalus mollissimus,FABACEAE,ASMO7,6/29/2020,UT080-325,325,UT080,,"Clark, M., Beale, A.",US,20E,Colorado Plateau (Omernik),Utah,Unitah,12 mile wash,12 mile wash road,"From Vernal, take hwy 40 W for 10.5 mi., then turn south onto 12 Mile Washington Rd. Roadside plants on bare alkaline hill, W of rd 0.3 m south. UT State Trust Land parcel.","40°20' 6"" N","109°37' 42"" W",40.335,-109.62833,GPS,WGS84,5030,FT,Utah State,Eriogonum ovalifolium:Eriogonum gordonii:Bromus tectorum:Pediomelum megalanthum:Malcolmia africana:Pleuraphis jamesii:Ephedra torreyana:Cryptantha flava:Achnatherum hymenoides:Gutierrezia sarothrae:Hymenopappus filifolius:Machaeranthera grindelioides,Grazed,Hillside,30,NW,Semi-desert shallow loam (black sagebrush),grazing allotment,hideout-badland-rockoutcrop,"Clay, Silt : silty clay loam",100,200,5,B,,,::,3:30 JUN 2020:,,,,,1,,AEL,1,10YR 6/4,44133,ASTRAGALUS,mollissimus,2020,
'SOS-UT080-326,ARPU9-SOS-UT080-326-UINTAH-20,0.048,169684,0.2673,ARPU9,purple threeawn,Aristida,purpurea,,,,,Aristida purpurea,POACEAE,ARPU9,7/7/2020,UT080-326,326,UT080,,"Clark, M., Beale, A.",US,20E,Colorado Plateau (Omernik),Utah,Unitah,Green River,highway 45,"From Naples, turn south onto hwy 45. Cont. for 7.5 mi. past the Green River. Plants growing on sandy riparian hills just W of river crossing.","40°18' 41"" N","109°28' 57"" W",40.31138,-109.4825,GPS,WGS84,4730,FT,BLM,Asclepias labriformis:Atriplex canescens:Bromus tectorum:Grayia spinosa:Halogeton glomeratus:Sphaeralcea parvifolia:Achnatherum hymenoides:Grindelia squarrosa,Grazed,sandy riparian hills,10,E,Desert-sandy loam (indian rice grass),grazing allotment,shotnick loamy sand,Sand : loamy sand,100,200,2,P,,,::,3:07 JUL 2020:,,,,,0,,AEL,1,10YR 6/3,44133,ARISTIDA,purpurea,2020,
'SOS-UT080-327,ASLA-SOS-UT080-327-UINTAH-20,0.569,11697,3.8778,ASLA,Utah milkweed,Asclepias,labriformis,,,,,Asclepias labriformis,ASCLEPIADACEAE,ASLA,8/10/2020,UT080-327,327,UT080,,"Clark, M., Beale, A.",US,20E,Colorado Plateau (Omernik),Utah,Unitah,Pelican Lake,Oil pad road,"From Vernal, take hwy 40 W for 14 mi., then turn south onto rte 88 for 10 mi. Follow 7000 S west for 3 mi. turn south onto Pelican Lake / 2460 Rd. and follow it to the Pelican Lake Campground. Plants are scattered.","40°10' 39"" N","109°41' 36"" W",40.1775,-109.69333,GPS,WGS84,4830,FT,BLM,Salsola tragus:Bromus tectorum:Achnatherum hymenoides:Gutierrezia sarothrae:Grayia spinosa:Pleuraphis jamesii,,roadside,10,NE,Desert sand (fourwing saltbush),,Muff clay loam,Sand : loamy sand,200,1000,1,P,,,::,3:10 AUG 2020:,,,,,0,,AEL,2-Jan,7.5YR 5/4,44133,ASCLEPIAS,labriformis,2020,
'SOS-UT080-329,ACMI2-SOS-UT080-329-UINTAH-20,0.0028,4311787,0.0105,ACMI2,common yarrow,Achillea,millefolium,,,,,Achillea millefolium,ASTERACEAE,ACMI2,8/11/2020,UT080-329,329,UT080,,"Clark, M., Beale, A.",US,20E,Colorado Plateau (Omernik),Utah,Unitah,Ashley National Forest,Highway 191,"From Vernal, take Hwy 191 N for 17 miles. 1 mi. N of FR 018 to the W is a wet meadow","40°41' 5.64"" N","109°29' 41.208"" W",40.6849,-109.49478,GPS,WGS84,8200,FT,USFS,Equisetum laevigatum:Gentiana calycosa:Trifolium andinum:Orthocarpus luteus:Poa secunda:Symphyotrichum ascendens:Bromus inermis:Deschampsia cespitosa:Iris missouriensis:Galium trifidum,Grazed,meadow,0-20,SE,,grazing,,"Clay, Silt",250,1000,3,P,,,::,3:01 SEP 2020:,,,44060,,1,,AEL,1-1.5,10YR 3/1,44133,ACHILLEA,millefolium,2020,
'SOS-UT080-330,ACMI2-SOS-UT080-330-UINTAH-20,0.0026,4563380,0.0099,ACMI2,common yarrow,Achillea,millefolium,,,,,Achillea millefolium,ASTERACEAE,ACMI2,8/17/2020,UT080-330,330,UT080,,"Clark, M., Beale, A.",US,20E,Colorado Plateau (Omernik),Utah,Unitah,Reader Creek,Forest Road 48,"From Vernal, take Hwy 191 N for 21 miles. Turn E onto FR 048 / Limestone Rd towards Diamond Mtn. Follow for 1 mile; plants are beyond Aspen forest, N of rd. along a draw in a wet meadow with black sagebrush.","40°43' 6.7"" N","109°27' 10.3"" W",40.71852,-109.45286,GPS,WGS84,8020,FT,USFS,Artemisia nova:Arenaria lanuginosa:Artemisia ludoviciana:Ludwigia palustris:Linum lewisii:Poa secunda:Poa fendleriana:Orthocarpus luteus:Iris missouriensis:Bromus inermis:Antennaria microphylla:Artemisia frigida,Grazed,meadow,10,SE,,grazing,,"Clay, Silt",150,500,3,P,,,::,3:01 SEP 2020:,,,,,1,,AEL,1-1.5,10YR 2/2,44133,ACHILLEA,millefolium,2020,
'SOS-UT080-336,ARPU9-SOS-UT080-336-UINTAH-20,0.044,219448,0.2066,ARPU9,purple threeawn,Aristida,purpurea,,,,,Aristida purpurea,POACEAE,ARPU9,7/16/2020,UT080-336,336,UT080,,"Clark, M., Beale, A.",US,20E,Colorado Plateau (Omernik),Utah,Unitah,Uinta Basin,Baeser Washington Rd.,"From Vernal, take hwy 45 S for 13 mi., turn W onto Beaser Washington Rd., cont. for 4 mi., cont. onto Stirrup Rd. for 4 mi. Along sandy plateau top near oil well rd 4304731787.","40°14' 53.52"" N","109°32' 52.584"" W",40.2482,-109.54794,GPS,WGS84,5030,FT,BLM,Bromus tectorum:Halogeton glomeratus:Tephrosia spicata:Cryptantha flava:Pleuraphis jamesii:Achnatherum hymenoides:Townsendia sp.:Tetradymia nuttallii:Hesperostipa comata,Grazed,plateau,10,SW,,"grazing allotment, oil",Nakoy loamy fine sand,Sand,100,200,3,P,,,::,3:16 JUL 2020:,,,,,0,,AEL,.5-1',7.5YR 5/4,44133,ARISTIDA,purpurea,2020,
'SOS-UT080-337,SPCOC-SOS-UT080-337-UINTAH-20,0.0379,155331,0.292,SPCOC,scarlet globemallow,Sphaeralcea,coccinea,spp.,coccinea,,,Sphaeralcea coccinea ssp. coccinea,MALVACEAE,SPCOC,7/16/2020,UT080-337,337,UT080,,"Clark, M., Beale, A.",US,20E,Colorado Plateau (Omernik),Utah,Unitah,Old Bonanza highway,Roadside wash,"From Jensen, take hwy 40 E to Old Bonanza Hwy / 3150 Rd. for 11 mi. Travel S for 6.5 mi. Before Deadman Bench Divide is a wash to the E, from Pinyon-Juniper Hills. Populations occur along the newly burned wash.","40°12' 24"" N","109°7' 33"" W",40.20666,-109.12583,GPS,WGS84,5720,FT,BLM,Achnatherum hymenoides:Juniperus osteosperma:Halogeton glomeratus:Spartina patens:Sarcobatus vermiculatus:Salsola tragus:Cleome lutea:Cleome serrulata,Grazed,Sandy wash,10,N,Semi-desert shallow loam (Utah Juniper-pinyon),grazing allotment,"Hideout-Mespun association, 4-50% slopes",Sand : sandy loam,200,1000,2,B,,,::,3:20 AUG 2020:,,,,,0,,AEL,0.5,10YR 5/2,44133,SPHAERALCEA,coccinea,2020,
'SOS-UT080-338,CLLU2-SOS-UT080-338-UINTAH-20,0.0571,83419,0.5437,CLLU2,yellow spiderflower,Cleome,lutea,,,,,Cleome lutea,CAPPARACEAE,CLLU2,7/16/2020,UT080-338,338,UT080,,"Clark, M., Beale, A.",US,20E,Colorado Plateau (Omernik),Utah,Unitah,Old bonanza highway,Deadman Bench Divide,"From Jensen, take hwy 40 E to Old Bonanza Hwy / 3150 Rd. for 11 mi. Travel S for 6.5 mi. Before Deadman Bench Divide is a wash to the E, from Pinyon-Juniper Hills. Populations occur along the newly burned wash.","40°12' 24"" N","109°7' 33"" W",40.20666,-109.12583,GPS,WGS84,5720,FT,BLM,Juniperus osteosperma:Achnatherum hymenoides:Halogeton glomeratus:Sphaeralcea coccinea ssp. coccinea:Sarcobatus vermiculatus:Salsola tragus:Cleome serrulata,Burned:Grazed,Sandy wash,10,NW,Semidesert shallow loam (Utah Juniper-Pinyon),grazing allotment,Hideout-Mespun association,Sand,150,220,44198,P,,,::,3:28 JUL 2020:,,,44032,,0,,AEL,3-Feb,10YR 5/2,44133,CLEOME,lutea,2020,
'SOS-UT080-340,CLSE-SOS-UT080-340-UINTAH-20,0.1639,68474,0.6624,CLSE,Rocky Mountain beeplant,Cleome,serrulata,,,,,Cleome serrulata,CAPPARACEAE,CLSE,8/26/2020,UT080-340,340,UT080,,"Clark, M., Beale, A.",US,20E,Colorado Plateau (Omernik),Utah,Unitah,Old Bonanza Highway,Deadman Bench Divide,"From Jensen, take hwy 40 E to Old Bonanza Hwy / 3150 Rd. for 11 mi. Travel S for 6.5 mi. Before Deadman Bench Divide is a wash to the E, from Pinyon-Juniper Hills. Populations occur along the newly burned wash.","40°12' 24"" N","109°7' 33"" W",40.20666,-109.12583,GPS,WGS84,5720,FT,BLM,Juniperus osteosperma:Hesperostipa comata ssp. comata:Achnatherum hymenoides:Sphaeralcea parvifolia:Sphaeralcea coccinea ssp. coccinea:Salsola tragus:Cleome lutea,,wash,30-Oct,W,Semidesert shallow loam,grazing allotment,Hideout-Mespun association,Sand : loamy sand,75,150,3,P,,,::,3:20 AUG 2020:,,,44077,,0,,AEL,2-4',10 YR 5/2,44133,CLEOME,serrulata,2020,
'SOS-UT080-342,HEAN3-SOS-UT080-342-UINTAH-20,0.1538,73305,0.6187,HEAN3,common sunflower,Helianthus,annuus,,,,,Helianthus annuus,ASTERACEAE,HEAN3,8/20/2020,UT080-342,342,UT080,,"Clark, M., Beale, A.",US,20E,Colorado Plateau (Omernik),Utah,Unitah,Red Wash,Red Wash Road,"From Jensen at the Green River, travel 10 miles east on Hwy 40. Population is scatttered along either roadside.","40°17' 57"" N","109°24' 16"" W",40.29916,-109.40444,GPS,WGS84,4730,FT,BLM,Bassia scoparia:Grindelia squarrosa:Salsola tragus:Bromus tectorum:Pascopyrum smithii:Sarcobatus vermiculatus:Halogeton glomeratus:Ambrosia acanthicarpa,,flat valley,10,N,Alkali flat (Greasewood),Grazing allotment,Jenrid sandy loam,"Clay, Sand",100,1000,2,P,,,::,3:20 AUG 2020:,,,44069,,0,,AEL,3-5',10 YR 5/3,44133,HELIANTHUS,annuus,2020,
'SOS-UT080-343,HEAN3-SOS-UT080-343-UINTAH-20,0.106,68540,0.6617,HEAN3,common sunflower,Helianthus,annuus,,,,,Helianthus annuus,ASTERACEAE,HEAN3,8/20/2020,UT080-343,343,UT080,,"Clark, M., Beale, A.",US,20E,Colorado Plateau (Omernik),Utah,Unitah,Red Wash,Red Wash Rd,"From Jensen, take Hwy 40 east, turn south onto Red Wash Road and continue for 7 miles. Plants are along the E side of the road.","40°17' 57"" N","109°24' 16"" W",40.29916,-109.40444,GPS,WGS84,4730,FT,BLM,Bassia scoparia:Grindelia squarrosa:Salsola tragus:Bromus tectorum:Pascopyrum smithii:Sarcobatus vermiculatus:Halogeton glomeratus:Ambrosia acanthicarpa,,roadside,10,N,Alkali flat (greasewood),grazing allotment,Jenrid sandy loam,"Clay, Silt : gravel",100,1000,2,P,,,::,3:20 AUG 2020:,,,44069,,0,,AEL,3-5',10YR 5/3,44133,HELIANTHUS,annuus,2020,
'SOS-UT080-344,ATCA2-SOS-UT080-344 UINTAH-20,0.595,36693,1.2361,ATCA2,fourwing saltbush,Atriplex,canescens,,,,,Atriplex canescens,CHENOPODIACEAE,ATCA2,10/1/2020,UT080-344,344,UT080,,"Clark, M., Beale, A.",US,20E,Colorado Plateau (Omernik),Utah,Unitah,Pelican Lake,Pelican Lake Campground entrance,"From Vernal, 12.4 miles W on Highway 40/191, 7 miles S on Highway 88, right onto 5500 S for 2.2 miles, left onto 14500E for 1.5 miles continuing onto Pelican Lake road towards the campground. Plants on either side of road","40°10' 58.7"" N","109°42' 23.2"" W",40.18297,-109.70644,GPS,WGS84,4860,FT,BLM,Grayia spinosa:Ericameria nauseosa:Sporobolus cryptandrus:Tephrosia spicata:Gutierrezia sarothrae:Eriogonum microthecum,,,0,E,Desert sand (four-wing saltbush),"grazing, recreation",Tipperary loamy fine sand,Sand,50,100,1,P,,,::,3:05 OCT 2020:,,,,,0,,AEL,3-4',7.5 YR 5/4,44133,ATRIPLEX,canescens,2020,
'SOS-UT080-345,MACA2-SOS-UT080-345-UINTAH-20,0.0029,1833468,0.0247,MACA2,hoary tansyaster,Machaeranthera,canescens,,,,,Machaeranthera canescens,ASTERACEAE,MACA2,9/30/2020,UT080-345,345,UT080,,"Clark, M., Beale, A.",US,20E,Colorado Plateau (Omernik),Utah,Unitah,Snake John Reef,Highway 40,"From Vernal, ~30 miles E on highway 40 plants south of roadside near CO border","40°16' 38"" N","109°3' 25"" W",40.27722,-109.05694,GPS,WGS84,5560,FT,BLM,Ericameria nauseosa:Gutierrezia sarothrae:Grindelia squarrosa:Artemisia tridentata:Sphaeralcea parvifolia:Salsola tragus:Sarcobatus vermiculatus:Ambrosia acanthicarpa,Grazed,,0,W,Semidesert sandy loam (four wing salt bush),grazing,cliff sandy loam,"Clay, Sand : sandy clay loam",300,2000,2,P,,,::,3:11 SEP 2020:,,,,,0,,AEL,1-2',10YR 6/4,44133,MACHAERANTHERA,canescens,2020,
'SOS-UT080-348,MACA2-SOS-UT080-348-UINTAH-20,0.0048,1745958,0.0259,MACA2,hoary tansyaster,Machaeranthera,canescens,,,,,Machaeranthera canescens,ASTERACEAE,MACA2,10/1/2020,UT080-348,348,UT080,,"Clark, M., Beale,A.",US,20E,Colorado Plateau (Omernik),Utah,Unitah,Glen Bench,Glen Bench/oil Road,"From Naples, 20 mi S on hwy 45, 8 mi W on Glen Bench rd., right (N) onto oil road for .5-1 mile, plants lining roadside","40°7' 13.8"" N","109°25' 28.9"" W",40.1205,-109.42469,GPS,WGS84,5069,FT,BLM,Atriplex canescens:Bromus tectorum:Salsola tragus:Achnatherum hymenoides:Cryptantha flava:Lepidium montanum:Alyssum alyssoides:Hesperostipa comata:Aristida purpurea:Pleuraphis jamesii:Sphaeralcea parvifolia:Chrysothamnus greenei,,hills,30-Oct,SE,Desert sand (four wing saltbush),"oil, grazing",Nakoy loamy fine sand,Sand : sandy loam,50,200,2,P,,,::,3:15 SEP 2020:,,,44117,,0,,AEL,.5-1',5YR 5/4,44133,MACHAERANTHERA,canescens,2020,
'SOS-UT080-351,CLSE-SOS-UT080-351-UINTAH-20,0.1073,72844,0.6226,CLSE,Rocky Mountain beeplant,Cleome,serrulata,,,,,Cleome serrulata,CAPPARACEAE,CLSE,8/15/2020,UT080-351,351,UT080,,"Clark, M., Beale, A.",US,20E,Colorado Plateau (Omernik),Utah,Unitah,Cottonwood Wash,Seep Ridge Road,"From Vernal, 12 miles W to Highway 88, 36 miles S on Highway 88/Seep Ridge Rd, plants on either side of highway","39°50' 13.3"" N","109°35' 42.6"" W",39.83702,-109.59516,GPS,WGS84,5770,FT,BLM,Sarcobatus vermiculatus:Artemisia nova:Atriplex confertifolia:Gutierrezia sarothrae:Ericameria nauseosa:Halogeton glomeratus:Bromus tectorum:Salsola tragus,,low hills,10,E,Semidesert Gravelly sandy loam (Wyoming Big Sagebrush),,Lanver-Walknolls Association,Sand : Sandy loam,50,150,2,P,,,::,3:20 AUG 2020:,,,44063,,0,,AEL,1-3',10YR 6/3,44133,CLEOME,serrulata,2020,
'SOS-UT080-352,GRSQ-SOS-UT080-352-UINTAH-20,0.0238,528178,0.0858,GRSQ,curlycup gumweed,Grindelia,squarrosa,,,,,Grindelia squarrosa,ASTERACEAE,GRSQ,9/30/2020,UT080-352,352,UT080,,"Clark, M., Beale, A.",US,20E,Colorado Plateau (Omernik),Utah,Unitah,Musket Shot Springs,Hwy 40/overlook,"From Vernal, 20 miles E on hwy 40 to Musket Shot Springs overlook. Plants on roadside","40°18' 58"" N","109°13' 53"" W",40.31611,-109.23138,GPS,WGS84,5110,FT,BLM,Melilotus officinalis:Helianthus annuus:Poa secunda:Ericameria nauseosa:Sarcobatus vermiculatus:Bromus tectorum:Gutierrezia sarothrae:Bassia scoparia:Ambrosia acanthicarpa:Hesperostipa comata:Pascopyrum smithii:Agropyron cristatum,,roadside,0,N,Alkali flat (greasewood),grazing,Mikim silt loam,"Clay, Silt : silty clay",150,1000,0.5,P,,,::,3:30 SEP 2020:,,,,,0,,AEL,1-2',2.5 YR 5/4,44133,GRINDELIA,squarrosa,2020,
'SOS-WY050-229,BAIN-SOS-WY050-229-FREMONT-20,0.1462,79165,0.5729,BAIN,hoary balsamroot,Balsamorhiza,incana,,,,,Balsamorhiza incana,ASTERACEAE,BAIN,7/8/2020,WY050-229,229,WY050,,"Emma Freeland, Rebecca Cross, John Ference",US,17E,Middle Rockies (Omernik),Wyoming,Fremont,BLM Lander Field Office,Red Canyon ACEC,"Barrett Cree, approximately 1 air mile northwest of Pine Spring in T31N R99W sec. 31, SE 1/4.","42°36' 47.124"" N","108°42' 10.08"" W",42.61309,-108.7028,GPS,WGS84,2500,M,BLM,Amelanchier utahensis:Balsamorhiza sagittata:Cerastium arvense:Lupinus argenteus:Linum lewisii:Comandra umbellata,,Hillslope,15,S,Grassland,Grazing,Limestone and Sandstone substrates,Other : Loam,1000,10000,10,P,Yellow flowers with deeply lobed leaves.,,"Emma Freeland, BLM Natural Resources Specialist:In Field:08 JUL 2020",0::N/A - this was an opportunistic collection and plants were too far along to make good voucher specimens.,,,,,2,,AEL,,missing data,44182,BALSAMORHIZA,incana,2020,
'SOS-WY070-76,NOTR2-SOS-WY070-76-JOHNSON-20,0.0283,396572,0.1143,NOTR2,sagebrush false dandelion,Nothocalais,troximoides,,,,,Nothocalais troximoides,ASTERACEAE,NOTR2,6/15/2020,WY070-76,76,WY070,,"Miller, A; Arnold, A; Mirkes, M",US,17E,Middle Rockies (Omernik),Wyoming,Johnson,Bighorn National Forest,Circle Park,"From Buffalo BLM field office, travel West on Hwy 16 for 13.4 miles, then turn right onto Circle Park Road for .2 miles. Collection was taken on hills within 200 feet of road on both sides, and in flat area near first campsites as you continue on road for 0.5 miles.","44°17' 23.6034"" N","106°57' 13.536"" W",44.28988,-106.95376,GPS,NAD83,7939,FT,USFS,Pulsatilla patens:Geum triflorum:Lupinus wyethii:Balsamorhiza incana:Achillea millefolium:Arenaria hookeri:Antennaria umbrinella:Bromus carinatus:Cerastium beeringianum:Oxytropis parryi,,"Upland hillslope, flat",13-Mar,S,Inter-Mountain Basins Montane Sagebrush Steppe,Recreation,"Early Archaen; Oldest Gneiss Complex; Metamorphic, Gneiss, Migmatite",Other : Sandy Loam,606,3030,5,P,"Yellow ray flower, disc flowers absent. Bracts green with purple stripe. Achene not beaked, pappus less than 40 members.",,"SOS Field Crew - Buffalo, WY:In Field:15 JUN 2020","3:15 JUN 2020:Smithsonian, Rocky Mountain Herbarium, BLM Field Office Buffalo Wyomingû",,,,,2,,AEL,0.5,Dry: 10YR 3/2 Wet: 10YR 2/2,44104,NOTHOCALAIS,troximoides,2020,
'SOS-WY070-77,ERCA2-SOS-WY070-77-DOOR-20,0.0033,4138686,0.0109,ERCA2,tufted fleabane,Erigeron,caespitosus,,,,,Erigeron caespitosus,ASTERACEAE,ERCA2,6/16/2020,WY070-77,77,WY070,,"Miller, A; Arnold, A; Mirkes, M",US,43E,Northwestern Great Plains (Omernik),Wyoming,Campbell,Burnt Hollow,Cedar Draw,"From I-90, take exit 124 and turn north on WY50/Skyline Drive and continue .3 miles to the intersection with Hwy 14/16/59. Turn left onto highway 14/16/59 and travel 6.8 miles toward Gillete Regional Airport. When routes divide, turn right onto Highway 59 North. Continue along Highway 59 for 13.4 miles, and turn right into parking area for South BLM unit. Collection occurred within 1000 ft NE of parking area.","44°31' 2.424"" N","105°26' 24.4752"" W",44.51734,-105.44013,GPS,NAD83,4094,FT,BLM,Opuntia polyacantha:Artemisia tridentata:Chrysothamnus viscidiflorus:Bromus tectorum:Hesperostipa comata:Gutierrezia sarothrae:Heterotheca villosa:Pascopyrum smithii:Sphaeralcea coccinea:Achillea millefolium:Koeleria macrantha:Bouteloua gracilis:Bromus japonicus,Grazed,Hillslope,4,"SW, W",Inter-Mountain Basins Big Sagebrush Steppe,"Recreation Area, Grazing","Paleocene Fort Union Formation; Tongue River Member Sedimentary; Clastic: Coal, Mudstone, Shale, Sandstone",Clay,147,800,4,P,"Yellow disk flowers, white ray flowers. Villous leaves and stem, leaves linear, with many basal leaves and alternate leaves on stem. Growing as single flowers or tufts, with most flowers one per stem, but occasionally multiple per stem.",,"SOS Field Crew-Buffalo, WY:In Field:16 JUN 2020","3:16 JUN 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo WY BLM Field Office",,,,,2,,WEB,0.5,"Wet: 10YR 3/4, Dry: 2.5YR 6/2",44040,ERIGERON,caespitosus,2020,
'SOS-WY070-78,ERCA2-SOS-WY070-78-CAMPBELL-20,0.0004,5465060,0.0082,ERCA2,tufted fleabane,Erigeron,caespitosus,,,,,Erigeron caespitosus,ASTERACEAE,ERCA2,6/17/2020,WY070-78,78,WY070,,"Miller, A; Arnold, A; Mirkes, M",US,43E,Northwestern Great Plains (Omernik),Wyoming,Campbell,N/A,Cut Across Road,"From I-90, take exit 102 toward Barber Creek Road, and head south on Barber Creek road for about 1.8 miles. Turn right (headed southwest) onto Buffalo Cut-Across Road/Schoonover Road and continue for 5.1 miles. Plants collected within 0.2 square miles of the road on both sides.","44°7' 41.0124"" N","105°58' 9.8436"" W",44.12805,-105.9694,GPS,NAD83,4532,FT,BLM,Artemisia tridentata:Opuntia polyacantha:Arenaria hookeri:Bromus tectorum:Sphaeralcea coccinea:Astragalus purshii:Koeleria macrantha:Tragopogon dubius:Comandra umbellata:Bouteloua gracilis:Gutierrezia sarothrae,Grazed,Flat Upland,,,"Grassland systems, Lowland grassland and prairie (xeric-mesic), Western Great Plains Sand Prairie",Grazing,"Eocene; Wasatch Formation; Seimentary, Clastic, Sandstone, Mudstone",Other : Sandy Loam,58,290,1,P,"Ray flowers white, approx. 100, disc flowers yellow. Leaves mostly basal, villous leaves and stem.",,"SOS Field Crew-Buffalo, WY:In Field:09 JUN 2020","3:09 JUN 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo WY BLM Field Office",,,44004,,2,,WEB,0.5,"Dry 2.5YR 6/2, Wet: 2.5YR 4/3",44040,ERIGERON,caespitosus,2020,
'SOS-WY070-79,ERCA2-SOS-WY070-79-CAMPBELL-20,0.002,6247933,0.0072,ERCA2,tufted fleabane,Erigeron,caespitosus,,,,,Erigeron caespitosus,ASTERACEAE,ERCA2,6/23/2020,WY070-79,79,WY070,,"Miller, A; Arnold, A; Mirkes, M",US,43E,Northwestern Great Plains (Omernik),Wyoming,Campbell,Thunder Basin National Grassland,N/A,"From Wright, head south on WY-59/Douglas Hwy. Turn Left to go East onto WY-450 E for 15.5 miles. Turn Right (South) onto School Creek Road and follow road for 5.75 miles. The collection area is on the left (Northeast) side of the road, before the rock cairn on the hilltop, past the barbed wire fence approximately 100 ft.","43°36' 11.4912"" N","105°9' 18.54"" W",43.60319,-105.15515,GPS,NAD83,4976,FT,USFS,Artemisia tridentata:Tragopogon dubius:Koeleria macrantha:Astragalus purshii:Hesperostipa comata:Agropyron cristatum:Artemisia frigida:Opuntia polyacantha:Bromus tectorum:Bouteloua gracilis:Antennaria sp.:Yucca glauca:Heterotheca villosa:Sphaeralcea coccinea:Achillea millefolium:Pascopyrum smithii:Allium textile:Bromus japonicus,Grazed,Hillslope,10-May,"E, S",Inter-Mountain Basins Big Sagebrush Steppe,Grazing,"Paleocene; Fort Union Formation; Lebo Member, Sedimentary, Clastic, Mudstone, Shale",Other : Loam,122,600,2,P,"Yellow disk and white ray flowers, and occasional flowers appeared to have purple tinged ray flowers, and maroon disk flowers. Stems and leaves villous.",,"SOS Field Crew-Buffalo, WY:In Field:23 JUN 2020","3:23 JUN 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo BLM Field Office",,,,,2,,WEB,0.5-1,Dry: 15YR 5/3 Wet: 10YR 4/3,44040,ERIGERON,caespitosus,2020,
