NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CN+R1+M1:N84,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR,MISC
Agalinis maritima,SCROPHULARIACEAE,AGMA3,25-Oct-16,NEWFS-526,526,NEWFS,,Cassy Karlsson,US,59E,Northeastern Coastal Zone (Omernik),Rhode Island,Washington,"Wilson State Park, North Kingstown, RI",marsh,"From Boston, take 95S to Rt. 4 in Rhode Island. Follow 4E to exit 7B for RI-403E. Follow to Rt. 1/Post Rd. Turn left on Roosevelt. Continue onto Flat Fish Alley to boat ramp. Population to the right of boat ramp.","41°34' 35.9"" N","71°27' 10.4"" W",41.57663,-71.45288,GPS,NAD83,3,FT,Town of North Kingstown,Symphyotrichum tenuifolium:Distichlis spicata:Iva frutescens:Baccharis halimifolia,Flooded,Salt marsh,0,,Salt marsh,Conservation/recreation,Sandstone,Silt,160 plants sampled,1000+,2,P,,,Michael Piantedosi:In Field:25 OCT 2016,"2:25 OCT 2016:Smithsonian, NEWFS",,,,,1,203,WEB,<1,7.5yr 3/2 black,9-Dec-16,AGALINIS,maritima,2016,
Atriplex cristata,CHENOPODIACEAE,ATCR2,25-Oct-16,NEWFS-527,527,NEWFS,,Michael Piantedosi,US,59E,Northeastern Coastal Zone (Omernik),Rhode Island,Washington,"Wilson State Park, North Kingstown, RI",Salt marsh,"From Boston, take 95S to Rt. 4 in Rhode Island. Follow 4E to exit 7B for RI-403E. Follow to Rt. 1/Post Rd. Turn left on Roosevelt. Continue onto Flat Fish Alley to boat ramp. Population on either side of ramp.","41°34' 35.9"" N","71°27' 10.4"" W",41.57663,-71.45288,GPS,NAD83,3,FT,Town of North Kingstown,Iva frutescens:Panicum virgatum:Salicornia depressa:Baccharis halimifolia:Solidago sempervirens,Flooded,Salt marsh,0,,Salt marsh,Recreation,Sandstone,Sand,120 plants sampled,500+,2,,,,Michael Piantedosi:In Field:25 OCT 2016,"2:25 OCT 2016:Smithsonian, NEWFS",,,,,1,204,WEB,<3,,9-Dec-16,ATRIPLEX,cristata,2016,
Asclepias syriaca,ASCLEPIADACEAE,ASSY,26-Oct-16,NEWFS-531,531,NEWFS,,Julia Rogers,US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Worcester,"Cedar Hill, Northborough, MA",Field near railroad tracks,"From Boston, take 90W to 495N. Take exit 23C for Simarand Dr. Turn left on Simarand Dr. Turn right on Cedar Hill St. Turn left into the warehouse parking lot across from forest St. Follow trail to first field.","42°18' 54.4"" N","71°35' 40.9"" W",42.31511,-71.59469,GPS,NAD83,285,FT,SVT,Solidago canadensis:Solidago rugosa:Solidago altissima:Rosa multiflora:Rosa multiflora,,Field,0,,Field,Recreation,Monson Gneiss,Clay,100 plants sampled,500+,2,P,,,Michael Piantedosi::,"2:26 OCT 2016:Smithsonian, NEWFS",,,,,1,208,WEB,<6,,9-Dec-16,ASCLEPIAS,syriaca,2016,
Solidago canadensis,ASTERACEAE,SOCA6,26-Oct-16,NEWFS-532,532,NEWFS,,"Krista Heilmann, Abigail Urban",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Worcester,"Cedar Hill, Northborough, MA",Field near railroad tracks,"From Boston, take 90W to 495N. Take exit 23C for Simarand Dr. Turn left on Simarand Dr. Turn right on Cedar Hill St. Turn left into the warehouse parking lot across from forest St. Follow trail to first field. Population all over field.","42°18' 54.4"" N","71°35' 40.9"" W",42.31511,-71.59469,GPS,NAD83,285,FT,SVT,Solidago altissima:Solidago rugosa:Euthamia graminifolia:Asclepias syriaca:Rosa multiflora,,Field,0,,Field,Recreation,Monson Gneiss,Clay,200 plants sampled,1000+,3,P,,,Michael Piantedosi::,"2:26 OCT 2016:Smithsonian, NEWFS",,,,,1,209,WEB,<6,,9-Dec-16,SOLIDAGO,canadensis,2016,
Solidago rugosa,ASTERACEAE,SORU2,26-Oct-16,NEWFS-533,533,NEWFS,,"Krista Heilmann, Abigail Urban",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Worcester,"Cedar Hill, Northborough, MA",Field near railroad tracks,"From Boston, take 90W to 495N. Take exit 23C for Simarand Dr. Turn left on Simarand Dr. Turn right on Cedar Hill St. Turn left into the warehouse parking lot across from forest St. Follow trail to first field.","42°18' 54.4"" N","71°35' 40.9"" W",42.31511,-71.59469,GPS,NAD83,285,FT,SVT,Solidago altissima:Solidago canadensis:Asclepias syriaca:Rosa multiflora,,Field,0,,Field,Recreation,Monson Gneiss,Clay,230 plants sampled,1000+,3,P,,,Michael Piantedosi::,"2:26 OCT 2016:Smithsonian, NEWFS",,,,,1,210,WEB,<5,,9-Dec-16,SOLIDAGO,rugosa,2016,
Solidago altissima,ASTERACEAE,SOAL6,27-Oct-16,NEWFS-534,534,NEWFS,,Krista Heilmann,US,59E,Northeastern Coastal Zone (Omernik),Connecticut,New London,"Knox Preserve, Stonington, CT",Meadow,"From Boston, take 95S to 93S to exit 91 in Connecticut. Turn left at end of ramp. Continue onto 234W. Turn left onto N. Main St. Turn right onto Rt. 1 S. Turn left on Wilcox Rd. Preserve, ~0.1mi. down on the left. Population in field visible on the right of the trail.","41°20' 16.6"" N","71°56' 25.2"" W",41.33794,-71.94033,GPS,NAD83,3,FT,Avalonia Land Conservancy,Euthamia graminifolia:Solidago rugosa:Trifolium pratense:Baccharis halimifolia:Solidago sempervirens:Ampelopsis arborea,Mowed,Wet meadow,0,,Wet meadow,Conservation/recreation,Granite,Sand,140 plants sampled,400+,2,P,,,Michael Piantedosi::,"2:27 OCT 2016:Smithsonian, NEWFS",,,,,1,211,WEB,<4,,9-Dec-16,SOLIDAGO,altissima,2016,
Euthamia caroliniana,ASTERACEAE,EUCA26,27-Oct-16,NEWFS-536,536,NEWFS,,Julia Rogers,US,59E,Northeastern Coastal Zone (Omernik),Connecticut,,"Knox Preserve, Stonington, CT",Field,"From Boston, take 95S to 93S to exit 91 in Connecticut. Turn left at end of ramp. Continue onto 234W. Turn left onto N. Main St. Turn right onto Rt. 1 S. Turn left on Wilcox Rd. Preserve, ~0.1mi. down on the left. Population in field visible on the right of the trail.","41°20' 16.6"" N","71°56' 25.2"" W",41.33794,-71.94033,GPS,NAD83,3,FT,Avalonia Land Conservancy,Solidago altissima:Solidago rugosa:Baccharis halimifolia:Trifolium pratense:Solidago sempervirens:Solidago sempervirens:Solidago sempervirens:Ampelopsis arborea,Mowed,Wet meadow,0,,Wet meadow,Conservation/recreation,Granite,Sand,75 plants sampled,5000+,1,P,,,Michael Piantedosi::,"2:27 OCT 2016:Smithsonian, NEWFS",,,,,1,213,WEB,<6,,9-Dec-16,EUTHAMIA,caroliniana,2016,
Verbena hastata,VERBENACEAE,VEHA2,28-Oct-16,NEWFS-540,540,NEWFS,,Abbe Urban,US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Essex,"Marland Place Dam, Andover, MA",Freshwater marsh,"From Boston, take 95S to 93S to exit 42. Turn right onto Dascomb Rd. Merge left on Andover Rd. Turn right onto Essex. Turn left on Railroad St. Park at Whole Foods and walk left out of the parking lot. Make the first left on Stevens Rd. Population is in the marsh ~0.2mi down the road.","42°39' 40.0"" N","71°08' 50.3"" W",42.66111,-71.1473,GPS,NAD83,39,FT,Town of Andover,Solidago altissima:Lythrum salicaria:Triadenum fraseri:Triadenum virginicum:Juncus effusus:Triadenum fraseri:Juncus effusus:Peltandra virginica:Eutrochium dubium,Flooded,Freshwater marsh,0,,Freshwater marsh,Conservation,Tonalite,Clay,60 plants sampled,75,<1,P,,,Michael Piantedosi::,"2:28 OCT 2016:Smithsonian, NEWFS",,,,,,217,WEB,<6,7.5yr 3/2 black,9-Dec-16,VERBENA,hastata,2016,
Solidago altissima,ASTERACEAE,SOAL6,28-Oct-16,NEWFS-541,541,NEWFS,,"Krista Heilmann, Cassy Karlsson",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Essex,"Marland Place Dam, Andover, MA",Freshwater marsh,"From Boston, take 95S to 93S to exit 42. Turn right onto Dascomb Rd. Merge left on Andover Rd. Turn right onto Essex. Turn left on Railroad St. Park at Whole Foods and walk left out of the parking lot. Make the first left on Stevens Rd. Population is in the marsh ~0.2mi down the road.","42°39' 40.0"" N","71°08' 50.3"" W",42.66111,-71.1473,GPS,NAD83,39,FT,Town of Andover,Sparganium americanum:Scirpus cyperinus:Lythrum salicaria:Triadenum fraseri:Juncus effusus:Peltandra virginica:Eutrochium dubium,,Freshwater,0,,Freshwater marsh,Conservation,Tonalite,Clay,60 plants sampled,200+,<1,P,,,Michael Piantedosi::,"2:28 OCT 2016:Smithsonian, NEWFS",,,,,1,218,WEB,<6,7.5yr 3/2 black,9-Dec-16,SOLIDAGO,altissima,2016,
Kalmia angustifolia,ERICACEAE,KAAN,31-Oct-16,NEWFS-542,542,NEWFS,,"Krista Heilmann, Julia Rogers",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Norfolk,"Ponkapoag Bog, Canton, MA",Bog boardwalk,"From Boston, take 93S to exit 3. Turn left and park at the gate. Walk down the dirt road /trail until signs to left for bog boardwalk. Walk down boardwalk, population on both sides.","42°11' 44.2"" N","71°06' 08.2"" W",42.19561,-71.10227,GPS,NAD83,150,FT,DCR,Chamaedaphne calyculata:Juniperus virginiana:Eriophorum virginicum:Rhynchospora sp.:Scheuchzeria palustris:Sphagnum sp.,Flooded,Bog,0,,Bog,Conservation/recreation,Conglomerate,"Clay, Other : peat/organic matter",100 plants sampled,1000+,2,P,,,Michael Piantedosi::,"2:31 OCT 2016:Smithsonian, NEWFS",,,,,1,219,WEB,<4,7.5yr 3/2 black,9-Dec-16,KALMIA,angustifolia,2016,
Clethra alnifolia,CLETHRACEAE,CLAL3,31-Oct-16,NEWFS-544,544,NEWFS,,Abbe Urban,US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Norfolk,"Ponkapoag Bog, Canton, MA",Bog boardwalk,"From Boston, take 93S to exit 3. Turn left and park at the gate. Walk down the dirt road /trail until signs to left for bog boardwalk. Walk down boardwalk, population on either side of boardwalk.","42°11' 44.2"" N","71°06' 08.2"" W",42.19561,-71.10227,GPS,NAD83,150,FT,DCR,Decodon verticillatus:Juniperus virginiana:Kalmia angustifolia:Chamaedaphne calyculata,Flooded,Bog,0,,Bog,Conservation,Conglomerate,"Clay, Other : organic matter/sphagnum",68 plants sampled,150+,3,P,,,Michael Piantedosi::,"2:31 OCT 2016:Smithsonian, NEWFS",,,,,1,221,WEB,<10,7.5 yr 3/2 black,10-Dec-16,CLETHRA,alnifolia,2016,
Schizachyrium scoparium,POACEAE,SCSC,1-Nov-16,NEWFS-546,546,NEWFS,,"Michael Piantedosi, Abbe Urban, Krista Heilmann, Cassy Karlsson",US,59E,Northeastern Coastal Zone (Omernik),Rhode Island,Washington,"Ninigret Park, Charlestown, RI",Gravel field,"From Boston, take 93S to 95S to 4S. Follow 4S to Rte. 1S. In ~20mi, turn slightly right to U-turn to get on 1N. Follow signs for Ninigret SP. Population all throughout gravel field.","41°21' 57.9"" N","71°39' 43.0"" W",41.36608,-71.66194,GPS,NAD83,15,FT,USFWS,Morella caroliniensis:Eupatorium hyssopifolium:Betula populifolia:Solidago rugosa:Panicum virgatum:Rhus copallinum,,Dry field/barren,0,,Dry field/barren,Conservation/recreation,Granite,Sand,2000+,10000+,5,P,,,Michael Piantedosi:In Field:01 NOV 2016,"2:01 NOV 2016:Smithsonian, NEWFS",,,,,1,223,WEB,<5,,10-Dec-16,SCHIZACHYRIUM,scoparium,2016,
Eupatorium hyssopifolium,ASTERACEAE,EUHY,1-Nov-16,NEWFS-550,550,NEWFS,,Cassy Karlsson,US,59E,Northeastern Coastal Zone (Omernik),Rhode Island,Washington,"Ninigret Park, Charlestown, RI",Gravel field,"From Boston, take 93S to 95S to 4S. Follow 4S to Rte. 1S. In ~20mi, turn slightly right to U-turn to get on 1N. Follow signs for Ninigret SP. Population all throughout gravel field.","41°21' 57.9"" N","71°39' 43.0"" W",41.36608,-71.66194,GPS,NAD83,15,FT,USFWS,Euthamia graminifolia:Solidago rugosa:Schizachyrium scoparium:Panicum virgatum:Morella caroliniensis:Lechea intermedia,Mowed,Dry field/barren,0,,Dry field/barren,Conservation/recreation,Granite,Sand : gravel,200 plants sampled,1000+,2,P,,,Michael Piantedosi:In Field:01 NOV 2016,"2:01 NOV 2016:Smithsonian, NEWFS",,,,,1,227,WEB,<3,,10-Dec-16,EUPATORIUM,hyssopifolium,2016,
Cephalanthus occidentalis,RUBIACEAE,CEOC2,2-Nov-16,NEWFS-554,554,NEWFS,,"Julia Rogers, Krista Heilmann",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Middlesex,"Great Meadows, Concord, MA",off trails around wetland,"From Boston, take 93N to 95S then take exit 30B and merge onto MA-2AW. Turn slightly right onto Lexington Rd. Turn right onto Bedford Rd. Turn left onto MA-62W. Turn right onto Monsen Rd. Turn left onto Concord Unit Entrance Rd. Population off of trails in wetland.","42°38' 39.9"" N","71°19' 58.4"" W",42.64441,-71.33288,GPS,NAD83,112,FT,USFWS,Typha angustifolia:Solidago sp.:Quercus rubra:Acer saccharum:Oenothera biennis:Cornus amomum:Asclepias syriaca:Desmodium canadense:Verbena hastata,Flooded,Wetland,0,,Wetland,Conservation/recreation,Diorite,Clay,70 plants sampled,500+,3,P,"opposite branches, balls of white flowers, seeds in balls",,Michael Piantedosi::,"2:02 NOV 2016:Smithsonian, NEWFS",,,,,1,231,WEB,<8,7.5yr 3/2 black,10-Dec-16,CEPHALANTHUS,occidentalis,2016,
Mikania scandens,ASTERACEAE,MISC,2-Nov-16,NEWFS-555,555,NEWFS,,Cassy Karlsson,US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Middlesex,"Great Meadows NWR, Sudbury, MA",River edge,"From Boston, take MA-2W to MA-126S. Turn right onto Sherman's Bridge Rd. Continue onto Lincoln Rd. Turn right onto Weir Hill Rd. Turn right at park entrance and park in lot. Walk past visitor center down to river. Population along river's edge.","42°24' 07.9"" N","71°22' 09.8"" W",42.40219,-71.36938,GPS,NAD83,112,FT,USFWS,Cephalanthus occidentalis:Bidens sp.:Quercus rubra:Schizachyrium scoparium:Urtica dioica:Carex stricta:Leersia oryzoides,Flooded,Freshwater marsh/rivershore,0,,Freshwater marsh/riverside,Conservation/recreation,"Granite, Schist",Clay,100 plants sampled,500,3,P,,,Michael Piantedosi ::,"2:02 NOV 2016:Smithsonian, NEWFS",,,,,1,232,WEB,<10,7.5yr 3/2 black,10-Dec-16,MIKANIA,scandens,2016,
Scirpus cyperinus,CYPERACEAE,SCCY,2-Nov-16,NEWFS-556,556,NEWFS,,Abbe Urban,US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Middlesex,"Great Meadows NWR, Subury, MA",River edge,"From Boston, take MA-2W to MA-126S. Turn right onto Sherman's Bridge Rd. Continue onto Lincoln Rd. Turn right onto Weir Hill Rd. Turn right at park entrance and park in lot. Walk past visitor center down to river. Population along river's edge.","42°24' 07.9"" N","71°22' 09.8"" W",42.40219,-71.36938,GPS,NAD83,112,FT,USFWS,Cephalanthus occidentalis:Mikania scandens:Mikania scandens:Quercus rubra:Carex stricta:Bidens sp.:Urtica dioica:Leersia oryzoides,Mowed:Flooded,Freshwater marsh/riverside,0,,Freshwater mars/riverside,Conservation/recreation,"Granite, schist",Clay,85 plants sampled,100,2,P,,,Michael Piantedosi ::,"2:02 NOV 2016:Smithsonian, NEWFS",,,,,1,233,WEB,<6,7.5yr 3/2 black,10-Dec-16,SCIRPUS,cyperinus,2016,
Cephalanthus occidentalis,RUBIACEAE,CEOC2,2-Nov-16,NEWFS-557,557,NEWFS,,"Karlsson, Urban",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Middlesex,Great Meadows Sudbury,Riverside,Refer to newfs-555,"42°24' 7.9"" N","71°22' 9.8"" W",42.40219,-71.36938,GPS,NAD83,,FT,USFWS,Mikania scandens:Quercus rubra:Scirpus cyperinus:Carex stricta:Urtica dioica:Bidens sp.:Leersia oryzoides,Flooded,Freshwater marsh/riverside,0,,Freshwater marsh/riverside,Conservation/Recreation,"granite, schist",Clay,245 plants sampled,750+,4,P,,,Michael Piantedosi::,"2:02 NOV 2016:smithsonian, newfs",,,,,1,234,WEB,<10,7.5 yr 3/2 black,28-Nov-16,CEPHALANTHUS,occidentalis,2016,
Solidago canadensis,ASTERACEAE,SOCA6,2-Nov-16,NEWFS-558,558,NEWFS,,Urban,US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Middlesex,Great Meadows NWR Sudbury,Field adjacent to headquarters parking lot,Refer to newfs-555,"42°24' 4"" N","71°22' 22"" W",42.40111,-71.37277,GPS,NAD83,130,FT,USFWS,Frangula alnus:Rubus sp.:Pinus strobus:Solidago rugosa,Mowed,Woodland edge,0,,Mowed forest edge,Conservation and recreation,"granite, schist",Clay,135 plants sampled,500+,<1,P,"Teeth at leaf margins are extremely flared, stems pubescent from top to bottom",,Michael Piantedosi::,2:02 NOV 2016:newfs and smithsonian,,,,,1,235,WEB,<4,,28-Nov-16,SOLIDAGO,canadensis,2016,
Mimulus ringens,SCROPHULARIACEAE,MIRI,3-Nov-16,NEWFS-564,564,NEWFS,,"Rogers, Julia",US,59E,Northeastern Coastal Zone (Omernik),Connecticut,New London,Nehantic State Forest East Lyme,Marsh off of north boundary rd.,refer to newfs-559,"41°23' 52.4"" N","72°18' 32.4"" W",41.39788,-72.309,GPS,NAD83,544,FT,USFWS,Eupatorium perfoliatum:Verbena hastata:Solidago rugosa:Euthamia graminifolia:Eutrochium dubium:Scirpus cyperinus,Flooded,freshwater marsh,0,,freshwater marsh,conservation/recreation,gneiss,Clay,100 plants sampled,500+,1,P,,,Michael Piantedosi::,"2:03 NOV 2016:smithsonian, newfs",,,,,1,241,WEB,<2,7.5 yr 3/2,28-Nov-16,MIMULUS,ringens,2016,
Spiraea alba,ROSACEAE,SPAL2,3-Nov-16,NEWFS-566,566,NEWFS,,"Rogers, Julia and Karlsson, Cassandra",US,59E,Northeastern Coastal Zone (Omernik),Connecticut,New London,Nehantic state forest east lyme,marsh off of north boundary rd.,refer to newfs-559,"41°23' 52.4"" N","72°18' 32.4"" W",41.39788,-72.309,GPS,NAD83,544,FT,usfws,Spiraea tomentosa:Verbena hastata:Euthamia graminifolia:Eupatorium perfoliatum:Eutrochium dubium:Solidago rugosa:Carex lupulina,Flooded,freshwater marsh,0,,freshwater marsh,conservation/recreation,gneiss,Clay,100 plants sampled,500,1,P,,,Michael Piantedosi::,"2:03 NOV 2016:smithsonian, newfs",,,,,1,243,WEB,<4,7.5 yr 3/2,28-Nov-16,SPIRAEA,alba,2016,
Spiraea tomentosa,ROSACEAE,SPTO2,3-Nov-16,NEWFS-567,567,NEWFS,,"Rogers, Julia and Karlsson, Cassandra",US,59E,Northeastern Coastal Zone (Omernik),Connecticut,New London,Nehantic state forest east lyme,marsh off of north boundary rd.,refer to newfs-559,"41°23' 52.4"" N","72°18' 32.4"" W",41.39788,-72.309,GPS,NAD83,544,FT,usfws,Spiraea tomentosa:Carex lupulina:Eupatorium perfoliatum:Eutrochium dubium:Verbena hastata:Euthamia graminifolia,Flooded,freshwater marsh,0,,freshwater marsh,recreation/graminifolia,gneiss,Clay,120 plants sampled,500+,1,P,,,Micheal Piantedosi::,2:03 NOV 2016:refer to newfs-559,,,,,1,244,WEB,<4,7.5 yr 3/2,29-Nov-16,SPIRAEA,tomentosa,2016,
Solidago rugosa,ASTERACEAE,SORU2,3-Nov-16,NEWFS-568,568,NEWFS,,"Heilmann, Krista",US,59E,Northeastern Coastal Zone (Omernik),Connecticut,New London,Nehantic state forest East Lyme,marsh off of north boundary road,refer to newfs-559,"41°23' 52.4"" N","72°18' 32.4"" W",41.39788,-72.309,GPS,NAD83,544,FT,usfws,Verbena hastata:Eupatorium perfoliatum:Euthamia graminifolia:Scirpus cyperinus:Mimulus ringens:Eutrochium dubium,Flooded,freshwater marsh,0,,freshwater marsh,recreation/conservation,gneiss,Clay,115 plants sampled,500+,1,P,,,Michael Piantedosi::,"2:03 NOV 2016:smithsonian, newfs",,,,,1,245,WEB,<4,7.5 yr 3/2,29-Nov-16,SOLIDAGO,rugosa,2016,
Eurybia divaricata,ASTERACEAE,EUDI16,3-Nov-16,NEWFS-569,569,NEWFS,,"Karlsson, Cassandra and Urban, Abigail",US,59E,Northeastern Coastal Zone (Omernik),Connecticut,New London,nehantic state forest east lyme,forested edge along keeney road,reference newfs-559. Population along keeney road,"41°23' 15.2"" N","72°18' 19.3"" W",41.38755,-72.30536,GPS,NAD83,87,FT,usfws,Clethra alnifolia:Rubus allegheniensis:Quercus rubra:Fagus grandifolia:Plantago major,,woodland/production,0,,woodland/roadside,conservation/recreation,gneiss,Clay,165 plants sampled,350+,<1,P,,,Michael Piantedosi::,"2:03 NOV 2016:smithsonian, newfs",,,,,1,246,WEB,<1,,29-Nov-16,EURYBIA,divaricata,2016,
Clethra alnifolia,CLETHRACEAE,CLAL3,3-Nov-16,NEWFS-570,570,NEWFS,,"Heilmann, Krista and Rogers, Julia",US,59E,Northeastern Coastal Zone (Omernik),Connecticut,New London,nehantic state forest east lyme,forested edge along keeney road,refer to newfs-569,"41°23' 15.2"" N","72°18' 19.3"" W",41.38755,-72.30536,GPS,NAD83,87,FT,usfws,Eurybia divaricata:Rubus allegheniensis:Quercus rubra:Fagus grandifolia:Plantago major,Flooded,woodland/roadside,0,,woodland/roadside,conservation/recreation,gneiss,Clay,100 plants sampled,500+,<1,P,,,Michael Piantedosi::,"2:03 NOV 2016:smithsonian, newfs",,,,,1,247,WEB,<7,,29-Nov-16,CLETHRA,alnifolia,2016,
Kalmia latifolia,ERICACEAE,KALA,3-Nov-16,NEWFS-571,571,NEWFS,,"Heilmann, Krista, Rogers, Julia, and Karlsson, Cassandra",US,59E,Northeastern Coastal Zone (Omernik),Connecticut,New London,nehantic state forest east lyme,forest along keeney road,refer to newfs-569,"41°23' 15.2"" N","72°18' 19.3"" W",41.38755,-72.30536,GPS,NAD83,87,FT,usfws,Fagus grandifolia:Quercus rubra:Pinus strobus,,Oal-Beech Forest,,,Oak-Beech Forest,conservation/recreation,gneiss,Clay,120 plants sampled,500+,5,P,,,Michael Piantedosi::,"2:03 NOV 2016:smithsonian, newfs",,,,,1,248,WEB,<17,,29-Nov-16,KALMIA,latifolia,2016,
Typha latifolia,TYPHACEAE,TYLA,4-Nov-16,NEWFS-572,572,NEWFS,,"Piantedosi, Michael, Urban, Abigail, and Karlsson, Cassandra",US,59E,Northeastern Coastal Zone (Omernik),New Hampshire,Strafford,"colby marsh durham, NH",marsh off of trail,from Boston take 95 N to HN-101 W to NH I-108 N / NH33. Slight right onto Main street. Turn right onto Long marsh road.,"43°6' 50.5"" N","70°53' 37.2"" W",43.11402,-70.89366,GPS,NAD83,52,FT,town of Durham,Polygonum sagittatum:Carex stricta:Bidens sp.:Triadenum fraseri,Flooded,freshwater marsh,0,,freshwater marsh,conservation/recreation,,Clay,90 plants sampled,300+,<1,P,,,Michael Piantedosi:In Field:04 NOV 2016,"2:04 NOV 2016:smithsonian, newfs",,,,,1,249,WEB,<7,7.5 yr 3/2 black,29-Nov-16,TYPHA,latifolia,2016,
Juncus effusus,JUNCACEAE,JUEF,4-Nov-16,NEWFS-574,574,NEWFS,,"Piantedosi, Michael and Karlsson, Cassandra",US,59E,Northeastern Coastal Zone (Omernik),New Hampshire,Strafford,colby marsh durham,marsh off of trail,refer to newfs-572,"43°6' 56.4"" N","70°53' 48.3"" W",43.11566,-70.89675,GPS,NAD83,52,FT,town of Durham,Rosa multiflora:Frangula alnus:Carex comosa,Flooded,freshwater marsh,0,,freshwater marsh,conservation/recreation,,Clay,86 plants sampled,250+,<1,P,,,Michael Piantedosi:In Field:04 NOV 2016,"2:04 NOV 2016:smithsonian, newfs",,,,,1,251,WEB,<3,7.5 yr 3/2 black,29-Nov-16,JUNCUS,effusus,2016,
Solidago rugosa,ASTERACEAE,SORU2,4-Nov-16,NEWFS-576,576,NEWFS,,"Urban, Abigail",US,59E,Northeastern Coastal Zone (Omernik),New Hampshire,Strafford,Lamprey River,field,"From Boston, take 93 N to 95 N to NH 101W to NH 108 N / NH-33. Slight right onto Main street. Turn right on Parkers Falls road and drive +- 1.5 miles. Parking is on the right.","43°5' 53.0"" N","70°56' 44.8"" W",43.09805,-70.94577,GPS,NAD83,45,FT,The Nature Conservancy,Asclepias syriaca:Solidago canadensis:Cirsium arvense:Daucus carota:Vicia cracca:Fragaria virginiana:Phleum pratense,Mowed,meadow,0,,meadow,conservation/recreation,,Clay,176 plants sampled,500+,1,P,,,Michael Piantedosi:In Field:04 NOV 2016,"2:04 NOV 2016:smithsonian, newfs",,,,,1,253,WEB,<5,,29-Nov-16,SOLIDAGO,rugosa,2016,
Solidago rugosa,ASTERACEAE,SORU2,7-Nov-16,NEWFS-579,579,NEWFS,,"Heilmann, Krista and Rogers, Julia",US,59E,Northeastern Coastal Zone (Omernik),New Hampshire,Rockingham,Great Bay NWR,marsh off of Arboretum drive,Follow 95 N to exit 4 in NH for 16N/US-4W. Take exit for Gosling road. Left on Gosling. Right on arboretum drive. At traffic circle take third exit on arboretum drive. Follow to just after airport where freshwater marsh is on left,"43°5' 41.8"" N","70°50' 18.3"" W",43.09494,-70.83841,GPS,NAD83,52,FT,usfws,Euthamia graminifolia:Juncus canadensis:Mimulus ringens:Spiraea tomentosa:Scirpus cyperinus:Carex stricta:Carex comosa:Juncus effusus,Flooded,freshwater marsh,0,,freshwater marsh,conservation,"migmatite, phyllite, diorite",Clay,300 plants sampled,1000+,3,P,,,Michael Piantedosi::,"2:07 NOV 2016:smithsonian, newfs",,,,,1,256,WEB,<5,7.5 yr 3/2 black,29-Nov-16,SOLIDAGO,rugosa,2016,
Juncus canadensis,JUNCACEAE,JUCA3,7-Nov-16,NEWFS-580,580,NEWFS,,"Rogers, Julia",US,59E,Northeastern Coastal Zone (Omernik),New Hampshire,Rockingham,Great Bay NWR,marsh off of Arboretum drive,ref. newfs-579,"43°5' 41.8"" N","70°50' 18.3"" W",43.09494,-70.83841,GPS,NAD83,52,FT,usfws,Euthamia graminifolia:Solidago rugosa:Mimulus ringens:Spiraea tomentosa:Scirpus cyperinus:Carex stricta:Carex comosa:Juncus effusus,Flooded,freshwater marsh,0,,freshwater marsh,conservation,"migmatite, phyllite, diorite",Clay,50 plants sampled,100+,3,P,,,Michael Piantedosi::,"2:07 NOV 2016:smithsonian, newfs",,,,,1,257,WEB,<3,7.5 yr 3/2 black,29-Nov-16,JUNCUS,canadensis,2016,
