Source Lot,Source Code,Lbs Shipped,Seeds/Lb,100-Seed Wt (G),Species Code,Common Name,Genus,Species,label ss,SubSpecies,label var,Variety,NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR,MISC
'SOS-NV052-866,BAMU-SOS-NV052-866-CLARK-20,0.0166,717721,0.0631,BAMU,desert marigold,Baileya,multiradiata,,,,,Baileya multiradiata,ASTERACEAE,BAMU,5/13/2020,NV052-866,866,NV052,,"Calvillo, S., Champiny, R., Duval, A.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Gold Butte National Mounment,Northwest of Whitney Pocket,"From W. Mesquite Blvd. and Riverside Rd. intersection in Mesquite, NV head S on Riverside Rd. for approximately 9.05 miles. Then turn SW onto New Gold Butte Rd. Continue on New Gold Butte Rd. for 15.17 miles where you will find population continuing in wash along both sides of the road.","36°33' 50.8608"" N","114°11' 46.0752"" W",36.56412,-114.19613,GPS,WGS84,2598,FT,BLM,Dasyochloa pulchella:Sphaeralcea ambigua:Yucca schidigera:Eriogonum inflatum:Bebbia juncea:Larrea tridentata:Encelia virginensis:Hymenoclea salsola,Grazed,Wash,2,W,A4188 Hymenoclea salsola - Bebbia juncea Mojave-Sonoran Desert Wash Scrub Alliance,"Recreation, Conservation","Alluvium, undifferentiated",Other : Sandy Loam,685,3500,2,P,,,::,"3:13 MAY 2020:Smithsonian, Utah Valley University, BLM Southern Nevada District Office û",,,43977,,2,140L0619F0318-21,AEL,1.25,"Dry: 7.5YR 6/4, Wet: 7.5YR 4/4",44130,BAILEYA,multiradiata,2020,
'SOS-NV052-868,BAMU-SOS-NV052-868-CLARK-20,0.0108,639774,0.0708,BAMU,desert marigold,Baileya,multiradiata,,,,,Baileya multiradiata,ASTERACEAE,BAMU,5/21/2020,NV052-868,868,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Dry Lake,Arrow Canyon Range,"From I-15 N, turn NE onto Great Basin Hwy (US 93) and continue for 13.6 miles. Turn E (right) onto unnamed dirt road and continue for 1.6 miles into canyon. Population is on both sides of road in washes.","36°33' 24"" N","114°54' 15"" W",36.55666,-114.90416,GPS,NAD83,2760,FT,BLM,Larrea tridentata:Hilaria rigida:Sphaeralcea sp.:Eriogonum fasciculatum:Eriogonum inflatum:Ambrosia dumosa:Yucca sp.:Prosopis glandulosa,None,Wash,2,NW,A3278 CEGL005145 Creosotebush Shrubland,recreation,Limestone shelf sequence - limestone and minor dolomite,Other : Silty clay loam,50,200+,1.5,P,"Stems and leaves are woolly, leaves basal and lower cauline; flower heads solitary, with yellow disk and ray flowers.",,::,"3:21 MAY 2020:Smithsonian, Utah Valley University Herbarium, Las Vegas Bureau of Land Management Field Office",,,,,2,140L0619F0309-47,WEB,1-2,10 YR 4/3,44133,BAILEYA,multiradiata,2020,
'SOS-NV052-869,LETE3-SOS-NV052-869-CLARK-20,0.0186,449544,0.1009,LETE3,Moapa bladderpod,Lesquerella,tenella,,,,,Lesquerella tenella,BRASSICACEAE,LETE3,5/21/2020,NV052-869,869,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Coyote Springs,W of Arrow Canyon Range,"From I-15 N, turn NE onto Great Basin Hwy (US 93) and continue for 25.1 miles. Turn E (right) onto unnamed dirt road and continue for 0.67 miles. Population is on both sides of road.","36°45' 22.152"" N","114°55' 16.1976"" W",36.75615,-114.92116,GPS,NAD83,2316,FT,BLM,Ambrosia dumosa:Yucca sp.:Camissonia sp.:Hilaria rigida:Sphaeralcea ambigua,None,Valley,1,N,A3278 CEGL005145 Creosotebush Shrubland,Recreation,"Alluvium, undifferentiated",Other : Silty Clay Loam,150,500+,1,P,Flowers yellow and large with four petals. Four green sepals. Narrowly elliptic leaves that are alternate in arrangement. Plant canescent with gray-green appearance.,,::,3:25 MAR 2020:SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Officeû,,,,,2,140L0619F0309-48,WEB,1.5,10 YR 4/3,44133,LESQUERELLA,tenella,2020,
'SOS-NV052-870,ACHY-SOS-NV052-870-CLARK-20,0.0888,86119,0.5267,ACHY,Indian ricegrass,Achnatherum,hymenoides,,,,,Achnatherum hymenoides,POACEAE,ACHY,5/28/2020,NV052-870,870,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Gold Butte National Monument,Falling Man,"From I-15N, turn S onto W Riverside Road (NV 170) and continue for 3 miles. Turn SW onto Gold Butte Road and continue for 19.6 miles. Turn S (right) onto a dirt road heading towards Falling Man and continue for 2 miles to the trailhead. Continue on foot toward Falling Man Petroglyphs, population is found among sandstone boulders 0.1 miles into trail.","36°30' 34.9704"" N","114°11' 12.4722"" W",36.50971,-114.18679,GPS,NAD83,2438,FT,BLM,Achnatherum speciosum:Thamnosma montana:Mortonia utahensis:Rumex hymenosepalus:Yucca brevifolia:Oenothera sp.,None,Rocky wash,5,N,A4158 CEGL005153 Utah Mortonia Shrubland,Recreation,Cratonal Sequence - Eolian crossbedded sandstone,Other : Sandy clay loam,300,1000,3,P,"Plants growing in clumps, glabrous; inflorescence in panicles, ascending, glumes hairy, awns scabrous and deciduous.",,::,3:13 MAY 2020:SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Office,,,43985,,2,140L0619F0309-49,WEB,1-2,5 YR 6/4,44133,ACHNATHERUM,hymenoides,2020,
'SOS-NV052-871,ACSP12-SOS-NV052-871-CLARK-20,0.0734,155972,0.2908,ACSP12,desert needlegrass,Achnatherum,speciosum,,,,,Achnatherum speciosum,POACEAE,ACSP12,5/28/2020,NV052-871,871,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Gold Butte National Monument,Whitney Pass,"From I-15 N, take exit 112 toward Bunkerville/ Riverside. Continue straight onto NV-170 N/ Riverside Road for 3 miles. Turn W (right) onto Gold Butte Road. Continue on Gold Butte Road for 21 miles. Turn slightly E (left) onto Whitney Pass Road. Continue for 4.3 miles. Population present throughout hillsides, slopes above road.","36°31' 39.6012"" N","114°3' 41.5116"" W",36.52766,-114.06153,GPS,NAD83,4564,FT,BLM,Coleogyne ramosissima:Baileya multiradiata:Glandularia gooddingii:Eriodictyon angustifolium:Purshia stansburiana:Opuntia sp.:Juniperus sp.:Pinus monophylla,None,Footslope,7,S,A3573 CEGL000781 Two-needle Pinyon - Utah Juniper / Blackbrush Woodland,Recreation,Proterozoic basement rocks - Gneiss and schist,Sand,300,1000,2,P,"Plant in tufts, ascending; leaves filiform; inflorescence terminal, in panicles; lemma pubescent, awns sharply bent with lower segment twisted.",,::,3:13 MAY 2020:SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Office,,,43986,,2,140L0619F0309-50,WEB,1-2,7.5 YR 2.5/3,44133,ACHNATHERUM,speciosum,2020,
'SOS-NV052-872,GLGO-SOS-NV052-872-CLARK-20,0.0311,400423,0.1132,GLGO,southwestern mock vervain,Glandularia,gooddingii,,,,,Glandularia gooddingii,VERBENACEAE,GLGO,5/28/2020,NV052-872,872,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Gold Butte National Monument,Whitney Pass,"From I-15 N, take exit 112 toward Bunkerville/ Riverside. Continue straight onto NV-170 N/ Riverside Road for 3 miles. Turn W (right) onto Gold Butte Road. Continue on Gold Butte Road for 21 miles. Turn slightly E (left) onto Whitney Pass Road. Continue for 4.3 miles. Population present throughout hillsides; slopes above road.","36°31' 53.2014"" N","114°4' 11.1972"" W",36.53144,-114.06977,GPS,NAD83,4806,FT,BLM,Achnatherum speciosum:Coleogyne ramosissima:Baileya multiradiata:Ericameria linearifolia:Purshia stansburiana:Juniperus sp.,None,Footslope,7,S,A3573 CEGL000781 Two-needle Pinyon - Utah Juniper / Blackbrush Woodland,Recreation,Proterozoic basement rocks - Gneiss and schist,Sand,300,700,1,P,"Plant branched at base, densely hairy; leaves opposite, petioled; flowers in spikes, purple, 5-petaled; corolla purple, pink, or blue.",,::,3:16 APR 2020:SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Office,,,43986,,2,140L0619F0309-51,WEB,0.2-0.5,7.5 YR 2.5/3,44133,GLANDULARIA,gooddingii,2020,
'SOS-NV052-873,BAMU-SOS-NV052-873-CLARK-20,0.0241,483788,0.0937,BAMU,desert marigold,Baileya,multiradiata,,,,,Baileya multiradiata,ASTERACEAE,BAMU,5/14/2020,NV052-873,873,NV052,,"Depies, M., Carpenter, A.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,El Dorado Mnts,,"From exit 14, head south towards searchlight for 30 miles. Turn East, ad at intersection of 3 roads, take the North-most road east for 3.2 miles until crossing a powerline rd. Follow powerline south for 1.3 miles, population follows disturbed areas along road/ wash.","35°32' 07.0"" N","114°51' 34.2"" W",35.53527,-114.8595,GPS,NAD83,3497.83,FT,BLM,Porophyllum gracile:Larrea tridentata:Eriogonum fasciculatum:Amelanchier sanguinea:Yucca schidigera:Cylindropuntia echinocarpa:Stipa speciosa:Euphorbia sp.:Salvia dorrii:Ambrosia salsola:Cylindropuntia acanthocarpa:Cylindropuntia acanthocarpa,none,"wash, mountains",10,"N, S","Desert mountains, desert wash. creosote/ bursage scrub",none,"Aluvium, Felsic phaneritic intrusive rocls",Other : gravel and sand,506,1000,15,P,Yellow ray and disk flowers,,Erin Riggs:From pressed specimen on another date:,"3:12 MAY 2020:National Herbarium at the Smithsonian ûûRegional Herbarium:ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium:ûSouthern Nevada District Officeû4701 North Torrey PinesûLas Vegas, NV 89130",,,43972,,2,,WEB,1.5,"7.5 YR 2.5/2, wet",44180,BAILEYA,multiradiata,2020,
'SOS-NV052-874,PLOV-SOS-NV052-874-CLARK-20,0.0313,384928,0.1178,PLOV,desert Indianwheat,Plantago,ovata,,,var.,fastigiata,Plantago ovata var. fastigiata,PLANTAGINACEAE,Plantago ovata var. fastigiata,5/19/2020,NV052-874,874,NV052,,"Depies, M., Carpenter, A.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Mormon Mesa,Carp Elgin Rd,"From 215 E and the I-15 N, follow the latter N for 48 miles, exiting on Carp/ Elgin (100). Follow Carp Elgin Rd for8.2 miles, passing the powerline. population is N and S of road along small hills and gravel pavement.","36°49' 13.8"" N","114°22' 26.4"" W",36.8205,-114.374,GPS,NAD83,2598.79,FT,BLM,Eriogonum trichopes:Schismus sp.:Krameria sp.:Baileya multiradiata:Larrea tridentata:Ambrosia dumosa:Yucca brevifolia:Eriogonum inflatum:Brassica tournefortii:Bromus rubens:Psilostrophe cooperi:Cylindropuntia echinocarpa:Opuntia basilaris:Cylindropuntia acanthocarpa,none,"Upper mesa, Desert pavement",5,"E, SE","Desert pavement, creosote/ bursage scrub, hill side",none,Alluvium,Other : loam,2884,">10,000",15,P,"Annual; white, almost translucent petals; growing on gravel pavement",,Erin Riggs:From pressed specimen on another date:,"3:12 MAR 2020:National Herbarium at the Smithsonian ûûRegional Herbarium:ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium:ûSouthern Nevada District Officeû4701 North Torrey PinesûLas Vegas, NV 89130",,,43977,,2,,WEB,0.5,"10YR 4/6, wet",44180,PLANTAGO,ovata,2020,
'SOS-NV052-875,AMDU2-SOS-NV052-875-CLARK-20,0.2062,107743,0.4209,AMDU2,burrobush,Ambrosia,dumosa,,,,,Ambrosia dumosa,ASTERACEAE,AMDU2,5/19/2020,NV052-875,875,NV052,,"Depies, M., Carpenter, A.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Mormon Mesa,Carp Elgin Rd,"From exit 100, follow Carp Elgin Rd for 8 miles. Population was collected N and S of Rd, west of the powerline road","36°49' 13.8"" N","114°22' 26.3"" W",36.8205,-114.37397,GPS,NAD83,2578,FT,BLM,Krameria lanceolata:Opuntia basilaris:Krameria sp.:Larrea tridentata:Yucca brevifolia:Bromus rubens:Eriogonum inflatum:Plantago ovata:Psilostrophe cooperi:Cylindropuntia echinocarpa:Krascheninnikovia lanata:Cylindropuntia acanthocarpa,none,"Mesa, Desert Pavement",5,"E, SE","Creosote burage scrub, some desert pavement",N/A,Alluvium,Other : loam,310,">3,000",20,P,"Yellow flowers, fruit is bur-like",,Erin Riggs:From pressed specimen on another date:,"3:19 MAY 2020:National Herbarium at the Smithsonian ûûRegional Herbarium:ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium:ûSouthern Nevada District Officeû4701 North Torrey PinesûLas Vegas, NV 89130",,,43977,,2,,WEB,2,"10 YR 4/6, wet",44180,AMBROSIA,dumosa,2020,
'SOS-NV052-876,BEJUA-SOS-NV052-876-CLARK-20,0.045,725992,0.0624,BEJUA,sweetbush,Bebbia,juncea,,,var.,aspera,Bebbia juncea var. aspera,ASTERACEAE,BEJUA,5/26/2020,NV052-876,876,NV052,,"Depies, M., Carpenter, A.",US,14E,Mojave Basin and Range (Omernik),Nevada,Mineral,Mormon Mesa,Carp Elgin Rd,"From exit 100(Carp/ Elgin), follow Carp Elgin Rd for 8.2mi, passing the power line. The population is in a wash south of the road, and follows the wash E and W from GPS point.","36°48' 50.2"" N","114°22' 21.7"" W",36.81394,-114.37269,GPS,NAD83,2513.62,FT,BLM,Bromus rubens:Ambrosia dumosa:Larrea tridentata:Eriogonum inflatum:Sphaeralcea ambigua:Baileya multiradiata:Cylindropuntia echinocarpa:Krameria sp.:Cylindropuntia acanthocarpa:Encelia sp.,none,Wash,5,S,Desert wash,none,Alluvium,Other : loam,544,3000,10,P,"Yellow flowers, strong scent",,Erin Riggs:From pressed specimen on another date:,"3:19 MAY 2020:National Herbarium at the Smithsonian ûûRegional Herbarium:ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium:ûSouthern Nevada District Officeû4701 North Torrey PinesûLas Vegas, NV 89130",,,43978,,2,,WEB,3-4,"10 YR 4/6, wet",44180,BEBBIA,juncea,2020,
'SOS-NV052-877,AMDU2-SOS-NV052-877-CLARK-20,0.171,92768,0.4889,AMDU2,burrobush,Ambrosia,dumosa,,,,,Ambrosia dumosa,ASTERACEAE,AMDU2,5/27/2020,NV052-877,877,NV052,,"Depies, M., Carpenter, A.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Gold Butte National Monument,Gold Butte Rd/ Devil's Throat,"From exit 112(Bunkerville/Riverside), follow NV-170 N for 3 mi. Head South onto Gold Butte Rd and follow for 21 miles, keep right at the fork @ Whitney pockets and continue for 7 miles. Population is within Valley E and W of Rd.","36°26' 08.3"" N","114°08' 47.3"" W",36.43563,-114.14647,GPS,NAD83,2172,FT,BLM,Larrea tridentata:Yucca brevifolia:Acamptopappus sphaerocephalus:Ephedra sp.:Bromus rubens:Psorothamnus arborescens:Krameria sp.,none,Gravel valley,4,W,Creosote bursage scrub,N/A,"Gypsum, Alluvium, Tuffaceous sedimentary rocks",Other : sandy loam,315,2000,10,P,fruit is bur-like; yellow flowers; very common,,Erin Riggs:From pressed specimen on another date:,"3:27 MAY 2020:National Herbarium at the Smithsonian ûûRegional Herbarium:ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium:ûSouthern Nevada District Officeû4701 North Torrey PinesûLas Vegas, NV 89130",,,,,2,,WEB,1.5,7.5 YR 4/6 wet; 7.5 YR 5/6 dry,44180,AMBROSIA,dumosa,2020,
'SOS-NV052-878,KRLA2-SOS-NV052-878-CLARK-20,0.0691,167380,0.2709,KRLA2,winterfat,Krascheninnikovia,lanata,,,,,Krascheninnikovia lanata,CHENOPODIACEAE,KRLA2,5/28/2020,NV052-878,878,NV052,,"Depies, M., Carpenter, A.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Eastern Pahrump Valley,Sandy Valley Rd,"From the intersection of NV-159 and NV-160, head west on the latter for 15.4 miles. Turn SW onto Sandy Valley Rd. The population was collected on both sides of the road up until the intersection with the powerline rd.","35°58' 46.1"" N","115°37' 20.7"" W",35.97947,-115.62241,GPS,NAD83,4032,FT,BLM,Larrea tridentata:Yucca brevifolia:Yucca schidigera:Sphaeralcea ambigua:Encelia virginensis:Eriogonum trichopes:Thamnosma montana:Ephedra nevadensis:Bromus rubens:Cylindropuntia acanthocarpa:Acamptopappus sp.:Psilostrophe cooperi,none,Valley,5,SW,Creosote/bursage scrub,Shooting area,Alluvium,Other : Sandy clay loam,812,">3,000",150,P,"White, fluffy seeds; most plants dioecious, but some monoecious",,Erin Riggs:From pressed specimen on another date:,"3:28 MAY 2020:National Herbarium at the Smithsonian ûûRegional Herbarium:ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium:ûSouthern Nevada District Officeû4701 North Torrey PinesûLas Vegas, NV 89130",,,43983,,2,,WEB,2,"10 YR 6/3, dry; 10 YR 3/3, wet",44180,KRASCHENINNIKOVIA,lanata,2020,
'SOS-NV052-879,MOUT-SOS-NV052-879-CLARK-20,0.456,38284,1.1848,MOUT,Utah mortonia,Mortoia,utahensis,,,,,Mortonia utahensis,CELASTRACEAE,MOUT,8/3/2020,NV052-879,879,NV052,,"Depies, M., Carpenter, A.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Red Rock Canyon National Conservation Area,Little Red Rock,"From Las Vegas, follow US 215 south and take exit 29. Follow to intersection and head west (right) past the end of the paved road/barricades onto the gravel road. Follow this road west for 3 miles. Turn SW (left) and continue for 0.5 miles. The population was collected from BLM land N/NW of GPS point.","36°12' 35.7"" N","115°24' 03.5"" W",36.20991,-115.40097,GPS,NAD83,4543,FT,BLM,Coleogyne ramosissima:Yucca schidigera:Yucca baccata:Psorothamnus arborescens:Gutierrezia sp.:Ephedra viridis:Juniperus sp.:Juniperus osteosperma:Bromus rubens:Eriogonum inflatum:Baileya multiradiata:Fallugia paradoxa:Purshia mexicana,None,Toeslope/Footslope,10-20,E,Blackbrush scrub,Recreation,Undivided and Metamorphosed carbonate shelf sequence-Dolomite and Limestone,Other : Sandy loam,125,4000,25,P,"Small, white flowers; found on rocky limestone habitat",,Erin Riggs:From pressed specimen on another date:,"3:22 JUN 2020:National Herbarium at the Smithsonian ûûRegional Herbarium:ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium:ûSouthern Nevada District Officeû4701 North Torrey PinesûLas Vegas, NV 89130",,,,,2,,WEB,3,"10 YR 5/3, dry; 10 YR 3/4, wet",44180,MORTONIA,utahensis,2020,
'SOS-NV052-880,HYEM-SOS-NV052-880-CLARK-20,0.011,830161,0.0546,HYEM,desert lavender,Hyptis,emoryi,,,,,Hyptis emoryi,LAMIACEAE,HYEM,6/2/2020,NV052-880,880,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Piute/El Dorado,S of NV-163,"From I-95, turn E onto NV-163 and continue for 6.7 miles. Turn S onto an unnamed dirt road behind a gate and continue for 3.9 miles. Population is on both sides of road on rocky hillsides and in washes","35°8' 47.76"" N","114°43' 6.9744"" W",35.1466,-114.7186,GPS,NAD83,2359,FT,BLM,Salvia columbariae:Cylindropuntia sp.:Encelia farinosa:Mirabilis laevis:Hymenoclea salsola:Porophyllum gracile:Encelia virginensis,None,Backslope,6,N,A3277 CEGL005760 Creosotebush - Burrobush - Eastern Mojave Buckwheat Desert Shrubland,Recreation,Felsic phaneritic intrusive rocks,Other : Sandy loam,50,100,2,P,"Shrub aromatic, canescent; leaves oblong, crenate; flowers clustered in spikes or on cymes, purple, with white corolla.",,::,3:24 MAR 2020:SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Officeû,,,,,2,R-140L0619F0309-7,WEB,4-8,7.5 YR 3/4,44133,HYPTIS,emoryi,2020,
'SOS-NV052-881,ERFA2-SOS-NV052-881-CLARK-20,0.0405,327887,0.1383,ERFA2,Eastern Mojave buckwheat,Eriogonum,fasciculatum,,,,,Eriogonum fasciculatum,POLYGONACEAE,ERFA2,6/2/2020,NV052-881,881,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Piute/El Dorado,S of NV-163,"From I-95, turn E onto NV-163 and continue for 6.7 miles. Turn S onto an unnamed dirt road behind a gate and continue for 3.4 miles. Population is on both sides of road on rocky hillsides and in wash.","35°8' 47.76"" N","114°43' 6.9744"" W",35.1466,-114.7186,GPS,NAD83,2359,FT,BLM,Salvia columbariae:Cylindropuntia sp.:Encelia farinosa:Mirabilis laevis:Hymenoclea salsola:Porophyllum gracile:Encelia virginensis,None,Backslope,6,N,A3277 CEGL005760 Creosotebush - Burrobush - Eastern Mojave Buckwheat Desert Shrubland,Recreation,Felsic phaneritic intrusive rocks,Other : Sandy loam,100,300,1,P,"Plant spreading to erect; leaves cauline; flowers in involucre, pink to white, stamens exserted.",,::,3:24 MAR 2020:SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Officeû,,,,,2,140L0619F0309-52,WEB,1,7.5 YR 3/4,44133,ERIOGONUM,fasciculatum,2020,
'SOS-NV052-882,STPIP-SOS-NV052-882-CLARK-20,0.0229,268624,0.1688,STPIP,desert princesplume,Stanleya,pinnata,,,var.,pinnata,Stanleya pinnata var. pinnata,BRASSICACEAE,STPIP,6/3/2020,NV052-882,882,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Gold Butte National Monument,Mud Wash Road (Town Site),"From I-15 N, take exit 112 toward Bunkerville/ Riverside. Continue straight onto NV-170 N/ Riverside Road for 3 miles. Turn right (west) onto Gold Butte Road. Continue on Gold Butte Road for 21 miles. Keep right (south) at the fork to stay on Gold Butte Road. Continue for 3.8 miles, then turn SW onto Mud Wash Road. Continue along road for 0.7 miles. Population is in washes and on roadside hills.","36°28' 1.473"" N","114°10' 15.8304"" W",36.46707,-114.17106,GPS,NAD83,2756,FT,BLM,Ambrosia eriocentra:Encelia virginensis:Eriogonum inflatum:Phacelia pachyphylla:Gilia sp.:Krameria sp.:Petalonyx nitidus,None,Hills,23,S,"A4187 CEGL005737 Catclaw Acacia - (Woolly-fruit Bur-ragweed, Purple Sage) Desert Wash Shrubland",Recreation,Tuffaceous sedimentary rocks,Other : Loam,50,150,1,P,"Stem base branched, woody; inflorescence 1-3 dm, flowers in racemes, yellow, petals 10-15 mm; fruits spreading, curved downward, 3-9 cm.",,::,3:16 APR 2020:SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Office,,,,,2,140L0619F0309-53,WEB,4-5,7.5 YR 4/4,44133,STANLEYA,pinnata,2020,
'SOS-NV052-883,THMO-SOS-NV052-883-CLARK-20,0.1377,29267,1.5498,THMO,turpentinebroom,Thamnosma,montana,,,,,Thamnosma montana,RUTACEAE,THMO,6/3/2020,NV052-883,883,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Gold Butte National Monument,Falling Man,"From I-15N, turn S onto W Riverside Road (NV 170) and continue for 3 miles. Turn SW onto Gold Butte Road and continue for 19.6 miles. Turn S (right) onto a dirt road heading towards Falling Man and continue for 2 miles to the trailhead. Continue on foot toward Falling Man Petroglyphs, population is found among sandstone boulders 0.1 miles into trail.","36°30' 34.9704"" N","114°11' 12.4722"" W",36.50971,-114.18679,GPS,NAD83,2438,FT,BLM,Achnatherum speciosum:Mortonia utahensis:Rumex hymenosepalus:Yucca brevifolia:Oenothera sp.:Gutierrezia sp.:Achnatherum hymenoides,None,Rocky wash,5,N,A4158 CEGL005153,Recreation,Cratonal Sequence - Eolian crossbedded sandstone,Other : Sandy clay loam,200,500,2,P,"Stem broom-like, yellow-green, gland-dotted, generally leafless. Flowers dark purple, elliptic tips reflexed. Fruit turns dark brown/ purple when mature. Strong citrusy odor.",,::,3:15 APR 2020:SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Office,,,44000,44005,2,140L0619F0309-54,WEB,1-3,5 YR 6/4,44133,THAMNOSMA,montana,2020,
'SOS-NV052-884,PSCO2-SOS-NV052-884-CLARK-20,0.0145,260659,0.174,PSCO2,whitestem paperflower,Psilostrophe,cooperi,,,,,Psilostrophe cooperi,ASTERACEAE,PSCO2,6/4/2020,NV052-884,884,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Gold Butte National Monument,Whitney Pocket,"From I-15 N, take exit 112 toward Bunkerville/ Riverside. Continue straight onto NV-170 N/ Riverside Road for 3 miles. Turn W (right) onto Gold Butte Road. Continue on Gold Butte Road for 21 miles. Turn E (slight left) onto Nays Ranch Road and continue for 0.27 miles, then turn S (right) into the parking area at Whitney Pocket. Park here and continue on foot into arroyos S and E of lot to find population.","36°31' 19"" N","114°8' 2"" W",36.52194,-114.13388,GPS,NAD83,2530,FT,BLM,Ambrosia dumosa:Encelia virginensis:Yucca sp.:Sphaeralcea ambigua:Larrea tridentata:Baileya multiradiata:Prosopis glandulosa:Cylindropuntia sp.,None,Arroyo,2,S,A3277 CEGL005762 Creosotebush - Burrobush - Mojave Yucca Desert Shrubland,Recreation,"Alluvium, undifferentiated",Other : Loam,60,200,1,P,"Stems and leaves whitish, tomentose; leaves alternate, linear; flower heads on peduncles; ray flowers yellow; disc flowers 3-8, yellow, 3-toothed.",,::,3:13 MAY 2020:SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Office,,,,,2,140L0619F0309-55,WEB,1-1.5,2.5 YR 3/4,44133,PSILOSTROPHE,cooperi,2020,
