Source Lot,Source Code,Lbs Shipped,Seeds/Lb,100-Seed Wt (G),Species Code,Common Name,Genus,Species,label ss,SubSpecies,label var,Variety,NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR,MISC
'SOS-CA350-108,LOTR-SOS-CA350-108-LASSEN-21,0.2637," 47,253.00 ",0.9599,LOTR2,nineleaf biscuitroot,Lomatium,triternatum,,,,,Lomatium triternatum,APIACEAE,LOTR2,21-Jun-21,CA350-108,108,CA350,,"Arnold, A.; Herrarte, Y.",US,80E,Northwestern Basin and Range (Omernik),California,Lassen,Skedaddle Ranch Road,,"From Smoke Creek Road 338, head southeast for 11.9 miles, turn south onto Skedaddle Ranch Road and continue for 2.6 miles. Pull off and collect on both sides of the road (up to 200 feet off road), on hillslope and rocky flats.","40°27' 33.8724"" N","120°4' 8.4858"" W",40.4594,-120.06902,GPS,WGS84,4926,FT,BLM,Artemisia tridentata:Pseudoroegneria spicata:Perideridia bolanderi:Penstemon roezlii:Penstemon speciosus:Balsamorhiza hookeri:Purshia tridentata:Ephedra viridis:Cryptantha intermedia:Amsinckia tessellata:Amsinckia menziesii var. intermedia:Chenopodium pratericola:Astragalus andersonii:Astragalus lentiginosus:Taeniatherum caput-medusae,Grazed,Hillslope and rocky flat,0-3,,"ESD: Granitic Sand 9-12Ã¢âú¬Â, Ecosystem type: Inter-Mountain Basins Big Sagebrush Steppe",Grazing,"Tertiary volcanic flow rocks, unit 17 (Cascade Range)",Sandy Loam,723 plants sampled,"10,000",7,P,"Linear to lance-ovate leaflets, ovary and fruit densely puberulent. Leaves become dry and yellowed by time of collection, but remain distinct from other local species of Lomatium.",,Eagle Lake SOS Crew,0,,,7/7/2021,2021,,,WEB,1.5-3,"Dry 10YR 4/2, Wet 10YR 3/2",8/4/2021,LOMATIUM,triternatum,2021,
'SOS-CA350-109,BASA3-SOS-CA350-109-LASSEN-21,0.3129," 41,288.00 ",1.0986,BASA3,arrowleaf balsamroot,Balsamorhiza,sagittata,,,,,Balsamorhiza sagittata,ASTERACEAE,BASA3,28-Jun-21,CA350-109,109,CA350,,"Arnold, A.; Herrarte, Y.",US,80E,Northwestern Basin and Range (Omernik),California,Lassen,,Buckhorn Backcountry Byway,"From hwy 395 in Ravendale, turn East onto Mail Route Road (502) at the intersection near the Ravendale Christian Church. Travel for 4 miles and follow the road to the left (North), and continue for 5.9 miles. Continue straight (East) onto Marr Road (526) and continue 6.7 miles. Slight right (East) onto Buckhorn Road and continue 0.3 miles. You can pull off and collect in the BLM land that leads up to the fence area. Beyond the fence is private property. Heavy grazing on the North side, so collected mostly on South side of road, for about 600 feet.","40°52' 9.5736"" N","120°7' 26.1294"" W",40.86932,-120.12392,GPS,WGS84,5466,FT,BLM,Artemisia tridentata:Stephanomeria pauciflora:Chrysothamnus viscidiflorus:Tetradymia spinosa:Delphinium andersonii:Delphinium nuttallianum:Gayophytum diffusum:Lupinus argenteus:Eriogonum heracleoides,Grazed,Flat,0-1,S,ESD: Claypan 10-14 P.Z. Ecosystem: Inter-Mountain Basins Montane Sagebrush Steppe,Grazing,"Quaternary alluvium and marine deposits, Tertiary pyroclastic and volcanic mudflow deposits, unit 9 (Cascade Range), Tertiary volcanic flow rocks, unit 17 (Cascade Range)",Loamy Sand,469 plants sampled,7000,7,P,"Plants have large arrow shaped leaves that persist as seed develops, and yellow ray and disc flowers that appear as small sunflowers.",,Valda Lockie- Susanville BLM Ecologist,4,,,6/29/2021,7/1/2021,2,,AEL,,"10 YR 5/2 (dry), 10YR 3/2 (wet)",1/11/2022,BALSAMORHIZA,sagittata,2021,
'SOS-CA350-110,CRAC2-SOS-CA350-110-WASHOE-21,0.0558," 205,490.00 ",0.2207,CRAC2,tapertip hawksbeard,Crepis,acuminata,,,,,Crepis acuminata,ASTERACEAE,CRAC2,30-Jun-21,CA350-110,110,CA350,,"Arnold, A.; Herrarte, Y.",US,80E,Northwestern Basin and Range (Omernik),Nevada,Washoe,,Powerline Road,"From Cedarville, travel East on 299 for 9.3 miles, then continue onto SR-8A for 11 miles. Turn South and continue for 15 miles on NV-34. Turn South onto the powerline road, and drive 14.3 miles, and begin collecting just past the cattle gate. Continue collection for next mile on both sides of road up to 100 feet from road.","41°12' 40.4172"" N","119°41' 54.0384"" W",41.21122,-119.69834,GPS,WGS84,6190,FT,BLM,Artemisia tridentata:Poa secunda:Purshia tridentata:Chrysothamnus viscidiflorus:Chaenactis douglasii:Bromus tectorum:Lupinus argenteus:Erigeron sp.:Elymus elymoides:Tetradymia canescens:Eriogonum umbellatum:Achnatherum thurberianum:Chrysanthemum nauseosa:Achnatherum hymenoides,Grazed,Hillslope,10-Jan,"N, NW",ESD: Claypan 14-16 P.Z. Ecosystem: Inter-Mountain Basins Big Sagebrush Shrubland,"Right Of Way, Grazing",Younger rhyolitic flows and shallow intrusive rocks,Loam,176 plants sampled,5000,15,P,"Perennial forb with one to several stems arising from a persistent woody base with basal, pinnatifid to runcinate-pinnatifid (dandelion shaped) blades. The plants bear numerous cylindrical flower heads, each with 5 to 10 flowers.",,SOS Field Crew,4,,,,2021,,,WEB,1-1.5,Dry: 10YR 4/2 Wet: 10YR 3/3,8/4/2021,CREPIS,acuminata,2021,
'SOS-CA350-111,CRAC2-SOS-CA350-111-WASHOE-21,0.0484," 236,619.00 ",0.1916,CRAC2,tapertip hawksbeard,Crepis,acuminata,,,,,Crepis acuminata,ASTERACEAE,CRAC2,30-Jun-21,CA350-111,111,CA350,,"Arnold, A.; Herrarte, Y.",US,80E,Northwestern Basin and Range (Omernik),Nevada,Washoe,Powerline Road,,"From Cedarville, drive South on Surprise Valley Road/County Road 1 and continue as road turns into 447 (38 miles total). Turn East onto Lost Creek Road and drive 13.1 miles. Turn North onto the Powerline Road, and drive 1.9 miles. Park on road that crosses the powerline road. Collect up to 300 feet on both sides of road for next mile.","41°7' 37.1022"" N","119°40' 56.949"" W",41.12697,-119.68248,GPS,WGS84,6360,FT,BLM,Artemisia tridentata:Purshia tridentata:Elymus cinereus:Poa secunda:Agropyron spicatum:Bromus tectorum:Krascheninnikovia lanata:Agropyron sp.:Balsamorhiza sagittata:Chrysothamnus viscidiflorus:Lupinus sp.:Tetradymia canescens:Eriogonum caespitosum:Erigeron sp.:Ericameria nauseosa,Grazed,Hillslope,15-Mar,"E, SE",Chemise dominated chaparral with small conifer component,"Right Of Way, Grazing",Younger rhyolitic flows and shallow intrusive rocks,Sandy Loam,459 plants sampled,4000,10,P,"Perennial forb with one to several stems arising from a persistent woody base with basal, pinnatifid to runcinate-pinnatifid (dandelion shaped) blades. The plants bear numerous cylindrical flower heads, each with 5 to 10 flowers.",,Jennifer Mueller- Biological Science Technician- Applegate BLM,0,,,,2021,,,AEL,1-1.5,"Dry 10YR 5/3, Wet 10YR 3/3",8/11/2021,CREPIS,acuminata,2021,
'SOS-CA330-205,DOHE-SOS-CA330-205-MENDOCINO-21,0.0303," 370,044.00 ",0.1225,DOHE,mosquito bills,Dodecatheon,hendersonii,,,,,Dodecatheon hendersonii,PRIMULACEAE,DOHE,3-Jun-21,CA330-205,205,CA330,,"C. Welch, T. Thompson",US,6E,Central California Foothills and Coastal Mountains (Omernik),California,Mendocino,Yuki Wilderness,Horse Pasture Ridge,"From Arcata BLM Office follow highway 101 South ~135 miles, turn left onto highway 162, Covelo Road, follow for ~50 miles, take road to Mendocino National Forest, follow to County Road M1, follow ~10 miles, turn left onto Forest Road 1N02, follow ~14 miles, population at hill crest","39°38' 26.902"" N","123°4' 49.508"" W",39.6408,-123.08041,GPS,NAD83,2900,FT,BLM,Pinus ponderosa:Arctostaphylos manzanita:Ceanothus cuneatus:Lomatium dasycarpum:Adenostoma fasciculatum:Stipa lemmonii:Erodium cicutarium:Centaurea solstitialis:Bromus tectorum:Pedicularis densiflora,Burned,Hill crest,5,S,Chemise dominated chaparral with small conifer component,"Grazing, Recreational",Serpentine,Clay,100 plants sampled,1000,1,P,"Corolla lobes reflexed, stigma similar to style in width, anther connectives smooth, fruit circumsissile, leaf blade narrowed abruptly to petiole, blade less than 2x width, root bulblets rice like",,"Crystal Welch, BLM Ecologist",3,,,,2021,2,,WEB,0.25,10YR 6/4,8/31/2021,DODECATHEON,hendersonii,2021,
'SOS-CA330-206,LODA-SOS-CA330-206-MENDOCINO-21,0.1490," 66,713.00 ",0.6799,LODA,woollyfruit desertparsley,Lomatium,dasycarpum,,,,,Lomatium dasycarpum,APIACEAE,LODA,3-Jun-21,CA330-206,206,CA330,,"C. Welch, T. Thompson",US,6E,Central California Foothills and Coastal Mountains (Omernik),California,Mendocino,Yuki Wilderness,Horse Pasture Ridge,"From Arcata BLM Office follow highway 101 South ~135 miles, turn left onto highway 162, Covelo Road, follow for ~50 miles, take road to Mendocino National Forest, follow to County Road M1, follow ~10 miles, turn left onto Forest Road 1N02, follow ~14 miles, population at hill crest","39°38' 26.902"" N","123°4' 49.508"" W",39.6408,-123.08041,GPS,WGS84,2900,FT,BLM,Pinus ponderosa:Arctostaphylos manzanita:Ceanothus cuneatus:Dodecatheon hendersonii:Adenostoma fasciculatum:Stipa lemmonii:Erodium cicutarium:Centaurea solstitialis:Bromus tectorum:Pedicularis densiflora,Burned,Hill crest,5,S,Serpentine prairie bordering oak woodland encroached by mixed conifer forest,"Grazing, Recreation",Serpentine,Clay,500 plants sampled,2000,1,P,"Densely wooly leaves and schizocarps, all basal leaves (no cauline), leaves dissected, small segments. Fruit hairy, petals tomentose. Plant with long taproot",,"C. Welch, BLM Ecologist",3,,,,2021,2,,WEB,1,10YR 6/4,8/31/2021,LOMATIUM,dasycarpum,2021,
'SOS-CA330-207,LODA-SOS-CA330-207-MENDOCINO-21,0.3650," 50,674.00 ",0.8951,LODA,woollyfruit desertparsley,Lomatium,dasycarpum,,,,,Lomatium dasycarpum,APIACEAE,LODA,2-Jun-21,CA330-207,207,CA330,,"C. Welch, T. Thompson",US,1E,Coastal Range (Omernik),California,Mendocino,Red Mountain,Coombs,"From BLM Arcata Field Office, take highway 101 South past Garberville (~75 miles), continue past Piercy, take exit 625, turn left, drive 0.1 miles, take right gravel road to Red Mountain, follow ~10 miles to Coombs Ranch road, population in meadow bust beyond locked gate.","39°56' 2.06"" N","123°38' 30.26"" W",39.9339,-123.64173,GPS,NAD83,2805,FT,Private,Quercus kelloggii:Pseudotsuga menziesii:Pinus jeffreyi:Arbutus menziesii:Arctostaphylos sp.:Sanicula sp.:Hieracium sp.:Elymus glaucus:Elymus elymoides:Avena fatua:Rubus leucodermis,,Midslope,2,NE,Coastal bluff prairie,Recreation,Serpentine,Other : Silt Loam,500 plants sampled,2000,0.25,P,"Densely wooly leaves and schizocarps, all basal leaves, no cauline, leaves dissected, small segments, fruit hairy, petals tomentose, plant with long taproot",,C. Welch BLM Ecologist,2,,,6/13/2021,2021,1,,WEB,1,7.5 YR 5/2,8/31/2021,LOMATIUM,dasycarpum,2021,
'SOS-CA330-208,IRDO-SOS-CA330-208-HUMBOLDT-21,0.4963," 23,079.00 ",1.9653,IRDO,Douglas iris,Iris,douglasiana,,,,,Iris douglasiana,IRIDACEAE,IRDO,7-Jul-21,CA330-208,208,CA330,,T. Thompson,US,1E,Coastal Range (Omernik),California,Humboldt,King Range,Prosper Ridge Road,"From BLM Arcata Field Office take highway 101 South for 20 miles, exit 692 Fernbridge, take right for 0.5 miles, take right CA-211 highway over Fernbridge, continue 5 miles, take right on Bluff st, left on Wildcat ave, continue on Mattole road for 28 miles, turn right onto Lighthouse road for 4.5 miles, take left on Prosper Ridge road for 1 mile, population in coastal prairie","40°17' 4.69"" N","124°21' 20.58"" W",40.28463,-124.35571,GPS,NAD83,350,FT,BLM,Holodiscus discolor:Ceanothus thyrsiflorus:Baccharis pilularis:Heracleum maximum:Rubus ursinus:Rubus parviflorus:Marah fabaceus:Toxicodendron diversilobum:Diplacus aurantiacus:Mimulus guttatus:Lupinus bicolor:Athyrium filix-femina:Polystichum imbricans:Cynosurus echinatus:Festuca idahoensis,Grazed,Headland,2,NW,Grassland bordered by oak woodland with conifers and hardwoods,"Grazing, Recreation",Franciscan formation,Other : Clay Loam,250 plants sampled,3000,5,P,"Inflorescence light to dark lavender, stigmas triangular, fan-like overlapping leaves. Leaves basal and cauline",,"Thompson, T. BLM",2,,,,2021,2,,WEB,2,10YR 6/3,8/31/2021,IRIS,douglasiana,2021,
'SOS-CA330-209,TRLA16-SOS-CA330-209-MENDOCINO-21,0.0305," 355,764.00 ",0.1274,TRLA16,Ithuriel's spear,Triteleia,laxa,,,,,Triteleia laxa,ALLIACEAE,TRLA16,13-Jun-21,CA330-209,209,CA330,,"C. Welch, T. Thompson",US,1E,Coastal Range (Omernik),California,Mendocino,Red Mountain,Coombs,"From BLM Arcata Field Office, take highway 101 South past Garberville (~75 miles), continue past Piercy, take exit 625, turn left, drive 0.1 miles, take right gravel road to Red Mountain, follow ~10 miles to Coombs Ranch road, population in meadow bust beyond locked gate.","39°56' 0.7836"" N","123°38' 35.0298"" W",39.93355,-123.64306,GPS,NAD83,2820,FT,Private,Quercus kelloggii:Pseudotsuga menziesii:Pinus jeffreyi:Arbutus menziesii:Arctostaphylos manzanita:Lomatium dasycarpum,,Shoulder,10,NE,"Mixed conifer forest, ravine, minor tributary of Lacks Creek, Riparian",Recreation,Serpentine,Clay,75 plants sampled,500,1,P,1.5' tall purple/blue flowers (~10-15 per plant) on umbels with two basal leaves with small bulb at base. Stamens fused to tepals,,"C. Welch, BLM Ecologist",2,,,6/18/2021,7/4/2021,1,,WEB,1.5,7.5YR 5/3,8/31/2021,TRITELEIA,laxa,2021,
'SOS-CA330-210,RISAG-SOS-CA330-210-HUMBOLDT-21,0.0198," 375,248.00 ",0.1208,RISAG,blood currant,Ribes,sanguineum,var.,glutinosum,,,Ribes sanguineum var. glutinosum,GROSSULARIACEAE,RISAG,7-Jul-21,CA330-210,210,CA330,,T. Thompson,US,1E,Coastal Range (Omernik),California,Humboldt,Lacks Creek,Kings Crossing,"From BLM Arcata Field Office take highway 299 East, follow 17.5 miles, turn left on Bair road, follow 9 miles, turn right on gravel road follow ~4 miles, turn left on Pickle Springs road (locked gate - key at BLM Arcata Field Office) follow Beaver Ridge rd for 8 miles to Flyette Prairie , walk 1 mile to Kings Crossing","41°03' 16.6"" N","123°49' 55.3"" W",41.05461,-123.83202,GPS,NAD83,1115,FT,BLM,Pseudotsuga menziesii:Notholithocarpus densiflorus:Umbellularia californica:Acer circinatum:Toxicodendron diversilobum:Vaccinium ovatum:Rubus parviflorus:Rubus ursinus:Mahonia aquifolium:Iris purdyi:Alnus rubra,,Ravine,15,NE,Prairie bordering mixed coniferous and hardwood forest,Recreation,Franciscan complex,Other : Loam,80 plants sampled,800,1.5,P,"No nodal spines, hypanthium tube shaped ,exceeds ovary, anthers have no depression at tip, styles glabrous at base, sepals spreading and longer than wide, no spines on plants",,T. Thompson,2,,,7/14/2021,2021,2,,WEB,6,7.5YR 5/2,8/31/2021,RIBES,sanguineum,2021,
'SOS-CA330-211,ELEL5-SOS-CA330-211-MENDOCINO-21,0.0452," 100,647.00 ",0.4506,ELEL5,squirreltail (Bottlebrush),Elymus,elymoides,,,,,Elymus elymoides,POACEAE,ELEL5,13-Jun-21,CA330-211,211,CA330,,"C. Welch, T. Thompson",US,1E,Coastal Range (Omernik),California,Mendocino,Red Mountain,Coombs,"From BLM Arcata Field Office, take highway 101 South past Garberville (~75 miles), continue past Piercy, take exit 625, turn left, drive 0.1 miles, take right gravel road to Red Mountain, follow ~10 miles to Coombs Ranch road, population in meadow bust beyond locked gate.","39°56' 2.06"" N","123°38' 30.26"" W",39.9339,-123.64173,GPS,NAD83,2805,FT,Private,Quercus kelloggii:Pseudotsuga menziesii:Pinus jeffreyi:Arbutus menziesii:Arctostaphylos manzanita:Lomatium dasycarpum,,Shoulder,5,NE,Oak woodland,Recreation,Serpentine,Clay,40 plants sampled,200,1,P,"Perennial bunchgrass with long awns that become twisted with age to form a ""bottle brush"" inflorescence. No ligule and leaves on stem are smaller, sticking out laterally",,"C. Welch, BLM Ecologist",2,,,6/18/2021,2021,1,,WEB,1,7.5YR 5/3,8/31/2021,ELYMUS,elymoides,2021,
'SOS-CA330-212,BRCA5-SOS-CA330-212-HUMBOLDT-21,0.3155," 38,270.00 ",1.1852,BRCA5,California brome,Bromus,carinatus,,,,,Bromus carinatus,POACEAE,BRCA5,21-Jun-21,CA330-212,212,CA330,,"C. Welch, T. Thompson",US,1E,Coastal Range (Omernik),California,Humboldt,Lacks Creek,Pine Ridge Road,"From BLM Arcata Field Office take highway 299 East, follow 17.5 miles, turn left onto Bair road, follow 9 miles, turn right onto gravel road, follow ~9 miles, turn left at BLM Lacks Creek sign (Pine Ridge road) take to kiosk, turn right at crows foot, follow for ~3 miles, population past mountain bike trail and kiosk","41°00 26.91"" N","123°47' 07.28"" W",41.00747,-123.78535,GPS,NAD83,3640,FT,BLM,Quercus kelloggii:Triteleia sp.:Chlorogalum pomeridianum:Festuca californica:Danthonia californica:Avena barbata,,Hill,7,W,CEGL001012,Recreation,Franciscan complex,Other : Loam,70 plants sampled,300,5,P,Solitary tall grass with nodding head with panicle shaped inflorescence,,"C. Welch, BLM Ecologist",2,,,,2021,2,,AEL,2.5,7.5 YR 5/3,12/23/2021,BROMUS,carinatus,2021,
'SOS-FWS0800-32,ACTH7-SOS-FWS0800-32-HUMBOLDT-21,0.0855,147598,0.3073,ACTH7,Thurber's needlegrass,Achnatherum,thurberianum,,,,,Achnatherum thurberianum,POACEAE,ACTH7,24-Jun-21,FWS0800-32,32,FWS0800,,"Garrison, G., Siebert, H.",US,13E,Central Basin and Range (Omernik),Nevada,Humboldt,Just north of Sheldon Wildlife Refuge,,"Garrison, G., Siebert, H.","41°50' 19.7504"" N","117°116' 39.6378"" W",41.83881,-118.94434,GPS,WGS84,1756,FT,BLM,Crepis occidentalis:Artemisia tridentata:Elymus elymoides:Pseudoroegneria spicata:Achnatherum hymenoides,None,Hillslope,8,NW,CEGL001012,Wildlife_Habitat,Fan Piedmont,Loamy_Sand,2000 plants sampled,3000,6,P,"Plants about 1.5 ft high, heads dry golden, about an inch a half long, seeds twice bent",,Sarah Kulpa,0,,,6/25/2021,2021,,,AEL,1.5,7.5R 6/2,12/1/2021,ACHNATHERUM,thurberianum,2021,
'SOS-FWS0800-33,ELEL5-SOS-FWS0800-33-HUMBOLDT-21,0.081,144375,0.3141,ELEL5,squirreltail (Bottlebrush),Elymus,elymoides,,,,,Elymus elymoides,POACEAE,ELEL5,10-Jul-21,FWS0800-33,33,FWS0800,,"Garrison, G., Siebert, H.",US,13E,Central Basin and Range (Omernik),Nevada,Humboldt,Pine Forest Range,,"Garrison, G., Siebert, H.","41°43' 2.09186"" N","117°107' 10.4240"" W",41.71724,-118.78622,GPS,WGS84,1775,FT,BLM,Pseudoroegneria spicata:Ericameria nauseosa,Invasives,Hillslope,11,N,CEGL001536- Artemesia tripartita ssp. tripartita / Festuca idahoensis Shrub Grassland,Recreation,Fan Piedmont,Silty_Clay_Loam,735 plants sampled,1500,2,P,"Plants about 1.5 feet tall, mostly dry and golden, some still green. Heads are bottlebrushy.",,Sarah Kulpa,0,,,,2021,,,AEL,1.5,10YR 5/4,12/1/2021,ELYMUS,elymoides,2021,
'SOS-FWS0800-34,ERPU2-SOS-FWS0800-34-LAKE-21,0.002,5545232,0.0081,ERPU2,shaggy fleabane,Erigeron,pumilus,,,,,Erigeron pumilus,ASTERACEAE,ERPU2,12-Jul-21,FWS0800-34,34,FWS0800,,"Garrison, G., Siebert, H.",US,80E,Northwestern Basin and Range (Omernik),Oregon,Lake,Hart Mountain National Antelope Refuge,Spanish Flat,"Garrison, G., Siebert, H.","42°30' 24.6861"" N","118°101' 2.83980"" W",42.50685,-119.68412,GPS,WGS84,1806,FT,USFWS,Poa secunda:Artemisia tridentata ssp. tridentata:Elymus elymoides,Other within 30 ft of road,Hillslope,3,NE,CEGL001536- Shrub Grassland,"Wildlife_Habitat,Recreation",Fan skirt,Loamy_Sand,590 plants sampled,800,0.5,P,"Plants about half a foot tall, fuzzy stems and leaves. Light purple pteals, yellowish . Mostly dried up at this point, heads are puff balls.",,"Jerry Tiehm, UNR",5,,,,2021,,,AEL,0.5,10YR 4/2,12/1/2021,ERIGERON,pumilus,2021,
'SOS-FWS0800-35,ERPU2-SOS-FWS0800-35-LAKE-21,0.002,358690,0.1264,ERPU2,shaggy fleabane,Erigeron,pumilus,,,,,Erigeron pumilus,ASTERACEAE,ERPU2,12-Jul-21,FWS0800-35,35,FWS0800,,"Garrison, G., Siebert, H.",US,80E,Northwestern Basin and Range (Omernik),Oregon,Lake,Hart Mountain National Antelope Refuge,,"Garrison, G., Siebert, H.","42°23' 59.2413"" N","118°101' 25.0798"" W",42.39978,-119.69029,GPS,WGS84,1783,FT,USFWS,Poa secunda:Crepis acuminata:Pseudoroegneria spicata:Erigeron nauseosus:Leymus cinereus,Invasives,Hillslope,3,S,G304- Steppe and Shrubland group,"Recreation,Wildlife_Habitat",Fan skirt,Sandy_Clay_Loam,254 plants sampled,300,0.5,P,"Plants about half a foot tall, furry stems and leaves. Light purple petals, yellow center. Most are dried and seeding, puff ball heads.",,Sarah Kulpa,0,,,,2021,,,AEL,0.5,10R 6/3,12/1/2021,ERIGERON,pumilus,2021,
'SOS-FWS0800-36,CHDO-SOS-FWS0800-36-LAKE-21,0.0312,358690,0.1264,CHDO,Douglas' dustymaiden,Chaenactis,douglasii,,,,,Chaenactis douglasii,ASTERACEAE,CHDO,12-Jul-21,FWS0800-36,36,FWS0800,,"Garrison, G., Siebert, H.",US,80E,Northwestern Basin and Range (Omernik),Oregon,Lake,Hart Mountain National Antelope Refuge,,"Garrison, G., Siebert, H.","42°25' 39.9577"" N","118°99' 49.8552"" W",42.42776,-119.66384,GPS,WGS84,1861,FT,USFWS,Poa secunda:Ericameria nauseosa:Crepis acuminata:Achnatherum thurberianum:Balsamorhiza sagittata:Elymus elymoides,None,Hillslope,1,E,A3195- steppe and shrubland alliance,"Wildlife_Habitat,Recreation",Fan skirt,Clay,407 plants sampled,800,3,P,"Plant .5-1.5 feet in height, mostly dried out. White flowers in ball shape.",,Jerry Tiehm,5,,,,2021,,,AEL,1.5,7.5R 5/3,12/1/2021,CHAENACTIS,douglasii,2021,
'SOS-FWS0800-37,WYAM-SOS-FWS0800-37-HUMBOLDT-21,0.4078,27799,1.6316,WYAM,mule-ears (mountain Wyethia),Wyethia,amplexicaulis,,,,,Wyethia amplexicaulis,ASTERACEAE,WYAM,21-Jul-21,FWS0800-37,37,FWS0800,,"Garrison,G., Siebert, H.",US,13E,Central Basin and Range (Omernik),Nevada,Humboldt,Santa Rosa Mountains,,"Garrison,G., Siebert, H.","41°40' 59.5976"" N","116°92' 21.7413"" W",41.68322,-117.53937,GPS,WGS84,2157,FT,FS,Artemisia tridentata:Populus tremuloides:Purshia tridentata:Ericameria nauseosa,None,Hillslope,22,SE,A3195- Steppe and Shrubland Allience,Recreation,Fan Piedmont,Sandy_Clay,113 plants sampled,2000,2,P,"Plants are green and yellowing, nothing is still flowering but most heads still have seeds. Leaves are about 1 foot long and ovular, stems are firm.",,Jerry Tiehm,5,,,,7/21/2021,,,AEL,2.5,7.5R 5/3,12/1/2021,WYETHIA,amplexicaulis,2021,
'SOS-FWS0800-38,DEOC-SOS-FWS0800-38-HUMBOLDT-21,0.0368,310559,0.146,DEOC,delphinium (barbeyi x glaucum),Delphinium,occidentale,,,,,Delphinium x occidentale,RANUNCULACEAE,DEOC,5-Aug-21,FWS0800-38,38,FWS0800,,"Garrison,G., Siebert, H.",US,13E,Central Basin and Range (Omernik),Nevada,Humboldt,Santa Rosa Mountains,Lye Creek Road,"Garrison,G., Siebert, H.",,"116°93' 28.8164"" W",41.68528,-117.558,GPS,WGS84,2194,FT,FS,Chaenactis douglasii:Crepis acuminata,Other near road,Hillslope,11,,A3195- Steppe & Shrubland Alliance,"Grazing,Recreation",Fan Piedmont,Sandy_Loam,328 plants sampled,700,5,P,"Plants about 3 feet tall, with bright blue flowers that turn into cup-like seed heads. Flowers are about a half an inch large.",,Jerry Tiehm,3,,,,2021,,,AEL,3,10YR 5/3,12/1/2021,DELPHINIUM,occidentale,2021,
'SOS-FWS0800-39,MOOD-SOS-FWS0800-39-HUMBOLDT-21,0.0146,807404,0.0561,MOOD,mountain monardella,Monardella,odoratissima,,,,,Monardella odoratissima,LAMIACEAE,MOOD,6-Aug-21,FWS0800-39,39,FWS0800,,"Garrison, G., Siebert, H.",US,13E,Central Basin and Range (Omernik),Nevada,Humboldt,Santa Rosa Mountains,,"Garrison, G., Siebert, H.",,"116°92' 57.0356"" W",41.76146,-117.54917,GPS,WGS84,2194,FT,FS,Artemisia tridentata:Poa secunda:Leymus cinereus:Phacelia hastata:Purshia tridentata,"Grazed,other roadside",Hillslope,9,SW,"Clayey soils on mountain foothills with shallow soil depths to limiting layer. The mean precipitation is 16 inches. Mixture of perennial bunch grasses, juniper woodland, and sagebrush scrubland. Eastern Cascades Ecoregion. Puls soil type association.","Multiple_Use,Recreation,Wildlife_Habitat,Grazing",,Loamy_Sand,80 plants sampled,140,3,P,Plants mostly .5 - 1 foot tall. purple very fragrant flowers. Leaves a bit hairy.,,"Jerry Tiehm, UNR",4,,,,2021,,,AEL,0.75,7.5YR 6/4,12/1/2021,MONARDELLA,odoratissima,2021,
'SOS-CA320-197,PERO12-SOS-CA320-197-MODOC-21,0.0119," 991,692.00 ",0.0457,PERO12,Roezl's penstemon,Penstemon,roezlii,,,,,Penstemon roezlii,SCROPHULARIACEAE,PERO12,7-Jul-21,CA320-197,197,CA320,,Jennifer Mueller,US,9E,Eastern Cascade Slopes and Foothills (Omernik),California,Modoc,Applegate Field Office,West Valley Reservoirs,"Take CO RD 64 for 2.15 miles and turn south onto CO RD 66. Drive for 2.5 miles and the road forks. Continue south at the fork, and travel .5 miles.","41°11' 43.0026"" N","120°26' 03.6020"" W",41.19527,-120.43433,GPS,NAD83,4983,FT,BLM,Poa secunda:Purshia tridentata:Artemisia arbuscula:Astragalus purshii,Grazed,Mountain,5-Feb,"N, NE, E, SE, S","Moderately deep, well drained soils on lava plateaus. The mean precipitation is 13 inches. Mostly annual invasive grasses with a small component of juniper and shrubs, and a few bunchgrasses. Eastern Cascades Ecoregion. Karcal-Ninekar soil type association.",Range,Formed from residuum from basalt and andesite flow rock and tuff.,Other : Cobbly Loam,283 plants sampled,500,22,P,"An erect perennial ascending from a woody base with linear leaves folded lengthwise. The inflorescence is blue-purple, mostly hairless except for the thin glandular hairs on the outer surface.",,Jen Mueller,3,,,,2021,,,WEB,1,10 YR 6/4,10/28/2021,PENSTEMON,roezlii,2021,
