NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR,MISC
Cyperus grayi,CYPERACEAE,CYGR2,17-Aug-16,MARSB-465,465,MARSB,,"R. Kretz, M. Giambalvo, C. Holmes, P. Over",US,84E,Atlantic Coastal Pine Barrens (Omernik),New Jersey,Cumberland,Menantico Ponds WMA,,"From Millville, take E. Main St. about 1.5 miles east of Hwy 55. Turn right on an unnamed road marked as Menantico Ponds WMA. Follow road for almost a mile until it dead ends in a parking lot.","39°22' 01.2"" N","74°59' 53.9"" W",39.367,-74.9983,GPS,NAD83,30,FT,NJDEP,Pinus rigida:Pinus virginiana:Solidago odora:Hudsonia ericoides,mined,Sand dunes,30+,,Pine barren,Conservation/Recreation,Evesboro sand,Sand,280 plants sampled,1000+,20,P,slender perennial with corm. leaves folded. loose spikelets radiating in all directions. achenes trigonous with flat sides. scales ovate.,,Clara Holmes:In Field:17 AUG 2016,"2:17 AUG 2016:Smithsonian, MARSB",,,31-Oct-16,,1,,WEB,.5-1,tan,14-Nov-16,CYPERUS,grayi,2016,
Carex lupulina,CYPERACEAE,CALU4,18-Aug-16,MARSB-466,466,MARSB,,"Robert Kretz, Michael Giambalvo, Clara Holmes, Patrick Over",US,84E,Atlantic Coastal Pine Barrens (Omernik),New Jersey,Morris,GReat Swamp,Blue Trail,"FRom New Vernon, drive SW on Lee's Hill Road for about .1 Miles. Turn left on Long hill road and drive south for 1 Miles. PArking lot for blue trail is on left. Population is on the banks of the GReat BRook where the blue trail crosses over it.","40°43' 19.7"" N","074°28' 57.8"" W",40.72213,-74.48272,,,237,FT,U.S. Fish and Wildlife,Mikania scandens:Lobelia cardinalis:Carex lurida:Carex longii:Sparganium sp.:Polygonum pensylvanicum,Flooded,Flat,0 -2,,Hardwood Swamp,"Conservation, REcreation",Coarse loamy lagoonal deposits,Silt,84 plants sampled,120,3,P,"stems 2-13 dm, smooth, solitary or few together from long, dark, scaly, sympodial rhizomes.basal sheaths reddish to brownish. terminal spike staminate. pistillate spikes 2-5, ascending, ovoid to cylindric. perigynia smooth and shiny, strongly 13-22-nerved.",,Clara Holmes:In Field:18 AUG 2016,"2:18 AUG 2016:SMithsonian, MARSB",,,,,1,,WEB,4,black,14-Nov-16,CAREX,lupulina,2016,
Carex lurida,CYPERACEAE,CALU5,25-Aug-16,MARSB-470,470,MARSB,,"R. Kretz, M. Giambalvo",US,64E,Northern Piedmont (Omernik),New Jersey,Morris,Great Swamp NWR,Blue Trail,"From New Vernon, drive SW on Lees Hill Rd for 0.1 miles. Turn left on Long Hill Rd and drive South for 1 mile. Parking lot for Blue Trail is on left. Population is on banks of Great Brook.","40°43' 19.7"" N","74°28' 59.8"" W",40.72213,-74.48327,GPS,NAD83,237,FT,US Fish and Wildlife,Quercus rubra:Rosa multiflora:Carex longii:Carex lupulina:Lobelia cardinalis:Mikania scandens,Flooded,flat,0-2,,hardwood swamp,conservation/recreation,coarse loamy lagoonal deposits,Silt,60 plants sampled,90,3,P,"stem leaf blade widthû4â€“13 mmûLowest bract sheathûthe lowest bract has a sheath longer than four millimetersûthe lowest bract has no sheath (or a very short sheath up to four millimeters in length)ûSpike on stalkûthe lowest spike on the plant has a peduncleûTop spikeûthe uppermost spike contains only staminate flowersûPerigynium hairsûthe perigynium has no hairsûPerigynium lengthû6â€“10.8 mmûLeaf sheath colorûthe leaf sheath is tinted pink, red or purpleûLeaf blade textureûthe leaf blade is smooth and hairless, or rough and sandpaperyûPerigynium beak teethûthe perigynium beak is divided at the top into two teeth",,CLara Holmes:In Field:18 AUG 2016,"2:25 AUG 2016:Smithsonian, MARSB",,,,,1,,WEB,3,black,16-Nov-16,CAREX,lurida,2016,
Elymus virginicus var. virginicus,POACEAE,ELVIV,31-Aug-16,MARSB-471,471,MARSB,,"Robert KRetz, Michael Giambalvo",US,84E,Atlantic Coastal Pine Barrens (Omernik),New Jersey,Cape May,Cape May NWR,Cedar Swamp Division,"From peters burg take Tuckahoe road east about 1.3 miles to Butter Road. Drive SE on Butter Road for about 1,000 feet to the powerline cut. Walk south along powerline cut to populatiobn","39°15' 06.4"" N","74°41' 33.2"" W",39.25177,-74.69255,GPS,NAD83,-19,FT,US F + W,Phragmites australis:Typha latifolia:Eupatorium hyssopifolium:Andropogon glomeratus:Dichanthelium scoparium,Mowed:Flooded:Seeded,"Flat, Drainage",0 -2,,Fresh Water MEadow,"Conservation, Recreation","Sandy, Siliceous, mesic typic alaquods",Sand,75 plants sampled,100,3,P,"Tufted perennial 5-12 dm, lvs mostly 6-10 per stem, scabrous on both sides. spikes rigidly erect. spikelets mostly paired, disarticulating below the glumes. glumes subequal, 10-30 mm, firm, bowed-out at the base. long awned up to 4 cm.",,Clara Holmes:From photograph:31 AUG 2016,"2:31 AUG 2016:Smithsonian, MARSB",,,,,1,,WEB,3-Jan,5YR 2.5/1,14-Nov-16,ELYMUS,virginicus,2016,
Tripsacum dactyloides,POACEAE,TRDA3,13-Sep-16,MARSB-478,478,MARSB,,"Robert Kretz, Michael Giambalvo",US,67E,Ridge and Valley (Omernik),New Jersey,Ocean,Manahawkin Wildlife MAnagement Area/Edwin B. Forsythe National Wildlife Refuge,,"From Manahawkin, drive East on Stafford Avenue for 1.7 miles. Population begins on trail to the right off Stafford Avenue.","39°41' 3.25"" N","74°12' 59.9"" W",39.68423,-74.21663,GPS,NAD83,7,FT,New Jersey DEP / U.S. Fish & Wildlife,Rosa palustris:Panicum virgatum:Parthenocissus quinquefolia:Morella pensylvanica:Baccharis halimifolia,Mowed:Flooded:Trampled,Tidal Marsh/Floodplain,0,,Tidal salt/brackish marsh,Conservation & Recreation,"Fine-silty, mixed, active, nonacid, mesic thapto-histic sulfaqents",Silt,500 plants sampled,1000+,12,P,"Habitat: terrestrial wetlands ûLeaf blade width: 9Ã¢âú¬â€œ45 mmûInflorescence branches: The flowers are attached to branches rather than to the main axis of the inflorescence.There are no branch points between the base of the inflorescence axis and the flowers, or they are not obvious.ûSpikelet length: 6Ã¢âú¬â€œ8 mmûGlume relative length: both glumes are as long or longer than all of the florets.ûAwn on glume: the glume has no awn.ûOne or more florets: there is one floret per spikelet.ûLemma awn length: 0 mmûLeaf ligule length: 1Ã¢âú¬â€œ3 mm",,Clara Holmes:From pressed specimen on another date:19 SEP 2016,"2:13 SEP 2016:Smithsonian, Mid-Atlantic Regional Seed Bank",,,,,1,,WEB,8-Jun,black,14-Nov-16,TRIPSACUM,dactyloides,2016,
Heterotheca subaxillaris,ASTERACEAE,HESU3,14-Sep-16,MARSB-480,480,MARSB,,"Michael Giambalvo, Robert Kretz",US,67E,Ridge and Valley (Omernik),New Jersey,Cape May,Cape May National Wildlife Refuge,Two-Mile Beach,Head South on pacific avenue from wildwood. Make a right onto USCG entrance street. Population begins straight ahead on trail bordering fence.,"38°56' 53.6"" N","74°51' 36.3"" W",38.94822,-74.86008,GPS,NAD83,6,FT,United States Fish and Wildlife,Monarda punctata:Sassafras albidum:Toxicodendron radicans:Morella pensylvanica:Cenchrus tribuloides,Flooded,Secondary Sanddune,0-2,,Secondary Sanddune,Conservation & Recreation,Typtic Quartzipsamments,Sand,230 plants sampled,600,5,P,"Habitat: terrestrial.ûLeaf type:û leaves are simple (i.e., lobed or unlobed but not separated into leaflets) ûLeaf arrangement:û alternate: there is one leaf per node along the stemû basal: the leaves are growing only at the base of the plant.ûLeaf blade edges: the edge of the leaf blade has no teeth or lobes/the edge of the leaf blade has teeth.ûFlower type in flower heads: the flower head has tubular disk flowers in the center and ray flowers, these often strap-shaped, around the periphery.ûRay flower color: yellow.ûTuft or plume on fruit: at least a part of the plume is made up of fine bristles. There is no plume, or the plume is made up of scales, awns, a crown, or a rim.ûSpines on plant: the plant has no spines.ûLeaf blade length: 10Ã¢âú¬â€œ70 mmûDisk flower number: 21-50/more than 50",,Clara Holmes:From pressed specimen on another date:19 SEP 2016,"2:14 SEP 2016:Smithsonian, Mid-Atlantic Regional Seed Bank",,,,,1,,WEB,3-Jan,tan-white,14-Nov-16,HETEROTHECA,subaxillaris,2016,
Cakile edentula,BRASSICACEAE,CAED,14-Oct-16,MARSB-481,481,MARSB,,"Michael Giambalvo, Robert Kretz",US,67E,Ridge and Valley (Omernik),New Jersey,Cape May,Cape May National Wildlife Refuge,Two-Mile Beach,Head South on pacific avenue from wildwood. Make a right onto USCG entrance street. Population begins on front of primary sanddune facing the atlantic ocean.,"38°56' 53.6"" N","74°51' 36.3"" W",38.94822,-74.86008,GPS,NAD83,6,FT,US Fish and Wildlife,Cenchrus tribuloides:Ammophila breviligulata:Lathyrus japonicus,Flooded,Primary Dune,0-2,,Primary Dune,Conservation & REcreation,Typtic Quartzipsamments,Sand,210 plants sampled,500+,6,P,"Habitat: terrestrial wetlands.ûFlower petal color: blue to purple or pink to red or whiteûLeaf type: the leaves are simple (i.e., lobed or unlobed but not separated into leaflets) ûLeaf arrangement:û alternate: there is one leaf per node along the stem.ûLeaf blade edges: the edge of the leaf blade has lobes, or it has both teeth and lobes/the edge of the leaf blade has teeth/the edge of the leaf blade is entire (has no teeth or lobes).ûFlower symmetry: there are two or more ways to evenly divide the flower (the flower is radially symmetrical).ûNumber of sepals, petals or tepals: there are four petals, sepals, or tepals in the flower.ûFusion of sepals and petals: both the petals and sepals are separate and not fused.ûStamen number: 6.ûFruit type (general): the fruit is dry but does not split open when ripe.ûFruit length: 12Ã¢âú¬â€œ29 mm",,Clara Holmes:From pressed specimen on another date:19 SEP 2016,"2:14 SEP 2016:Smithsonian, Mid-Atlantic Regional Seed Bank",,,,,1,,WEB,2-Jan,tan-white,14-Nov-16,CAKILE,edentula,2016,
Scirpus cyperinus,CYPERACEAE,SCCY,16-Sep-16,MARSB-484,484,MARSB,,"R. Kretz, M. Giambalvo",US,67E,Ridge and Valley (Omernik),New Jersey,Cape May,Cape May NWR,Cedar Swamp,"From Petersburg, take Tuckahoe Rd east about 1.3 miles to Butter Rd. Drive SE on Butter Rd for about 1000 ft to the powerline cut. Walk south along cut to population.","39°15' 6.4"" N","74°41' 33.2"" W",39.25177,-74.69255,GPS,NAD83,-19,FT,US Fish and Wildlife,Phragmites australis:Typha latifolia:Eupatorium hyssopifolium:Andropogon glomeratus:Dichanthelium scoparium,Mowed:Flooded,flat,0-2,,Freshwater meadow,Conservation/Recreation,"Sandy, siliceous, mesic, typic, alaquods",Sand,100 plants sampled,800,3,P,"forms dense tussocks on short rhizomes. leaf blades dark green, 3-10mm wide. glomerular inflorescence of orange, wooly spikelets. seeds very small, white.",,Clara Holmes:From pressed specimen on another date:19 SEP 2016,"2:16 SEP 2016:Smithsonian, MARSB",,,,,1,,WEB,7-May,5YR 2.5/1,14-Nov-16,SCIRPUS,cyperinus,2016,
Chasmanthium laxum,POACEAE,CHLA6,16-Sep-16,MARSB-485,485,MARSB,,"R. Kretz, M. Giambalvo",US,67E,Ridge and Valley (Omernik),New Jersey,Cape May,Cape May NWR,Cedar Swamp,"From Petersburg, take Tuckahoe Rd east about 1.3 miles to Butter Rd. Drive SE on Butter Rd for about 1000 ft to powerline cut. walk south along cut to population.","39°15' 6.5"" N","74°41' 33.2"" W",39.2518,-74.69255,GPS,NAD83,-19,FT,US Fish and Wildlife,Phragmites australis:Typha latifolia:Eupatorium hyssopifolium:Andropogon glomeratus:Dichanthelium scoparium,Flooded,flat,0-2,,freshwater meadow,Conservation/recreation,"sandy, siliceous, mesic, typic, alaquods",Sand,300 plants sampled,2000+,3,P,tufted on short rhizomes. sheaths glabrous with ciliate margins. virgate inflorescence. spikelets v-shaped. widely spreading lemmas and paleas at maturity.,,Clara Holmes:From pressed specimen on another date:19 SEP 2016,"2:16 SEP 2016:Smithsonian, MARSB",,,,,1,,WEB,3-Feb,5YR 2.5/1,14-Nov-16,CHASMANTHIUM,laxum,2016,
Rhexia mariana,MELASTOMATACEAE,RHMA,22-Sep-16,MARSB-487,487,MARSB,,"R. Kretz, M. Giambalvo",US,67E,Ridge and Valley (Omernik),New Jersey,Cape May,Cape May NWR,Cedar Swamp,"From Petersburg, take Tuckahoe Rd east about 1.3 miles to Butter Rd. Drive SE on Butter Rd for about 1000 feet to powerline cut. Walk south along cut to population.","39°15' 6.4"" N","74°41' 33.2"" W",39.25177,-74.69255,GPS,NAD83,-19,FT,US Fish and Wildlife,Phragmites australis:Typha latifolia:Eupatorium hyssopifolium:Chasmanthium laxum:Dichanthelium scoparium,Mowed:Flooded,flat,0-2,,Freshwater meadow,Conservation/Recreation,"sandy, siliceous, mesic, typic, alaquods",Sand,100 plants sampled,500,3,P,"Flower petal colorûblue to purpleûwhiteûLeaf typeûthe leaves are simple (i.e., lobed or unlobed but not separated into leaflets)ûLeaf arrangementûopposite: there are two leaves per node along the stemûLeaf blade edgesûthe edge of the leaf blade is entire (has no teeth or lobes)ûFlower symmetryûthere are two or more ways to evenly divide the flower (the flower is radially symmetrical)ûthere is only one way to evenly divide the flower (the flower is bilaterally symmetrical)ûNumber of sepals, petals or tepalsûthere are four petals, sepals, or tepals in the flowerûFusion of sepals and petalsûboth the petals and sepals are separate and not fusedûthe petals or the sepals are fused into a cup or tubeûStamen numberû8ûFruit type (general)ûthe fruit is dry and splits open when ripe",,Clara Holmes:From pressed specimen on another date:26 SEP 2016,"2:22 SEP 2016:Smithsonian, MARSB",,,,,1,,WEB,1,5YR 2.5/1,14-Nov-16,RHEXIA,mariana,2016,
Rhus copallinum,ANACARDIACEAE,RHCO,20-Sep-16,MARSB-489,489,MARSB,,"R. Kretz, M. Giambalvo",US,84E,Atlantic Coastal Pine Barrens (Omernik),New Jersey,Ocean,Edwin B. Forsythe NWR,,"From Manahawkin, take Stafford Ave. east for 2 miles. population is along trail on right side of road.","39°41' 3.3"" N","74°12' 59.9"" W",39.68425,-74.21663,GPS,NAD83,7,FT,US Fish and Wildlife,Rosa palustris:Parthenocissus quinquefolia:Tripsacum dactyloides:Phragmites australis:Iva frutescens,Mowed:Flooded,Flat,0-2,,Tidal brackish marsh,Conservation/recreation,"fine-silty, mixed, active, nonacid, mesic, thapto-histic, sulfaquent",Silt,70 plants sampled,180,12,P,"Growth formûthe plant is a shrub ûLeaf typeûthe leaf blade is compound ûLeaves per nodeûthere is one leaf per node along the stemûLeaf blade edgesûthe edge of the leaf blade has no teeth or lobesûthe edge of the leaf blade has teethûLeaf durationûthe leaves drop off in winter (or they wither but persist on the plant)ûarmature on plantûthe plant does not have spines, prickles, or thornsûLeaf blade lengthû150â€“350 mmûLeaf stalkûthe leaves have leaf stalksûFruit type (general)ûthe fruit is dry but does not split open when ripeûBark textureûthe bark of an adult plant is thin and smoothûTwig winter colorûbrownûpurpleûredûBud scale numberûthere are no scales on the winter buds",,Clara Holmes:From pressed specimen on another date:26 SEP 2016,"2:20 SEP 2016:Smithsonian, MARSB",,,,,1,,WEB,14-Mar,black,14-Nov-16,RHUS,copallinum,2016,
Monarda fistulosa,LAMIACEAE,MOFI,27-Sep-16,MARSB-494,494,MARSB,,"R. Kretz, M. Giambalvo",US,67E,Ridge and Valley (Omernik),New Jersey,Sussex,Flatbrook WMA,,"From Branchville, drive north on Hwy 206 for about 4 miles. Turn left on Hwy 560. Drive west about 0.7 miles to Brook Rd. Turn left on Brook Rd and drive in about 1 mile to a trail on the right that will lead to the population.","41°11' 31.8"" N","74°50' 8.5"" W",41.19216,-74.83569,GPS,NAD83,448,FT,NJ DEP,Juglans nigra:Carya ovata:Microstegium vimineum:Elymus riparius:Elymus riparius,,valley trains,0-2,,riparian-hardwood forest boundary,conservation/recreation,"sandy-skeletal, mixed, mesic humic dystrudents",Sand,100 plants sampled,120,4,P,"Flower petal colorûblue to purpleûpink to redûLeaf typeûthe leaves are simple (i.e., lobed or unlobed but not separated into leaflets)ûLeaf arrangementûopposite: there are two leaves per node along the stemûLeaf blade edgesûthe edge of the leaf blade has teethûFlower symmetryûthere is only one way to evenly divide the flower (the flower is bilaterally symmetrical)ûNumber of sepals, petals or tepalsûthere are four petals, sepals, or tepals in the flowerûFusion of sepals and petalsûthe petals or the sepals are fused into a cup or tubeûStamen numberû1 or 2ûFruit type (general)ûthe fruit is dry but does not split open when ripe",,Clara Holmes:From pressed specimen on another date:03 OCT 2016,"2:27 SEP 2016:Smithsonian, MARSB",,,,,1,,WEB,4-Feb,black,14-Nov-16,MONARDA,fistulosa,2016,
Typha latifolia,TYPHACEAE,TYLA,29-Sep-16,MARSB-496,496,MARSB,,"R. Kretz, M. Giambalvo",US,64E,Northern Piedmont (Omernik),New Jersey,Morris,Great Swamp NWR,,"From New Vernon, drive SW on Lees Hill Rd for about 0.1 miles. Turn left on Longhill Rd and drive south for about a mile. The Great Swamp parking lot is on left. Follow Blue and Beige trails to population.","40°43' 14.3"" N","74°29' 12.4"" W",40.72063,-74.48677,GPS,NAD83,206,FT,US Fish and Wildlife,Liquidambar styraciflua:Quercus rubra:Bidens laevis:Scirpus cyperinus,Flooded,flat,0-2,,Hardwood swamp,conservation/recreation,course loamy lagoonal deposits,Silt,50 plants sampled,3000,20,P,"Stem shape in cross-sectionûthe stem is round or oval in cross-sectionûLeaf blade widthû5â€“29 mmûLeaf blade cross-sectionûthe leaf blade is flat or rolled in at the edgesûInflorescence positionûthe inflorescence is at the tip of the plantûInflorescence branchingûthe inflorescence is on one or more stems with no branchesûFruit type (general)ûthe fruit is like a seed, and surrounded by hairsûFruit lengthû10â€“15 mmûLeaf position on plantûsome leaf attachment points are above the midpoint of the stemûPerianth compositionûthere are long, thin hairs attached at the base of the acheneûthere are three bristles and three scales on narrow stalks, attached at the base of the acheneûFruit cross-sectionûthe fruit is triangular to terete (circular) in cross-section",,Clara Holmes:From pressed specimen on another date:03 OCT 2016,"2:29 SEP 2016:Smithsonian, MARSB",,,,,1,,WEB,6,black,14-Nov-16,TYPHA,latifolia,2016,
Cephalanthus occidentalis,RUBIACEAE,CEOC2,29-Sep-16,MARSB-497,497,MARSB,,"R. Kretz, M. Giambalvo",US,64E,Northern Piedmont (Omernik),New Jersey,Morris,Great Swamp NWR,,"From New Vernon, drive SW on Lees Hill Rd for about 0.1 miles. Turn left on Longhill Rd and drive south for about a mile. The Great Swamp parking lot is on left. Follow Blue and Beige trails to population.","40°43' 14.3"" N","74°29' 12.4"" W",40.72063,-74.48677,GPS,NAD83,206,FT,US Fish and Wildlife,Liquidambar styraciflua:Quercus rubra:Bidens laevis:Rosa palustris:Typha latifolia,Flooded,flat,0-2,,hardwood swamp,conservation/recreation,coarse loamy lagoonal deposits,Silt,120 plants sampled,300,20,P,"Growth formûthe plant is a shrub (i.e., a woody plant with several stems growing from the base)ûLeaf typeûthe leaf blade is simple (i.e., lobed or unlobed but not separated into leaflets)ûLeaves per nodeûthere are three leaves per node along the stemûthere are two leaves per node along the stemûLeaf blade edgesûthe edge of the leaf blade has teethûLeaf durationûthe leaves drop off in winter (or they wither but persist on the plant)ûarmature on plantûthe plant does not have spines, prickles, or thornsûLeaf blade lengthû80â€“150 mmûLeaf blade widthû23â€“150 mmûLeaf stalkûthe leaves have leaf stalksûFruit type (general)ûthe fruit is dry but does not split open when ripeûBark textureûthe bark of an adult plant is ridged or platedûthe bark of an adult plant is thin and smoothûTwig winter colorûbrownûgrayûredûBud scale numberûthere are no scales on the winter buds",,Clara Holmes:From pressed specimen on another date:14 NOV 2016,"2:08 NOV 2016:Smithsonian, MARSB",,,8-Nov-16,,1,,WEB,12-Apr,black,14-Nov-16,CEPHALANTHUS,occidentalis,2016,
Scirpus cyperinus,CYPERACEAE,SCCY,29-Sep-16,MARSB-498,498,MARSB,,"R. Kretz, M. Giambalvo",US,64E,Northern Piedmont (Omernik),New Jersey,Morris,Great Swamp NWR,,"From New Vernon, drive SW on Lees Hill Rd for about 0.1 miles. Turn left on Longhill Rd and drive south for about a mile. The Great Swamp parking lot is on left. Follow Blue and Beige trails to population.","40°43' 14.3"" N","74°29' 12.4"" W",40.72063,-74.48677,GPS,NAD83,206,FT,US Fish and Wildlife,Liquidambar styraciflua:Quercus rubra:Bidens laevis:Cephalanthus occidentalis:Typha latifolia,Flooded,flat,0-2,,hardwood swamp,conservation/recreation,"coarse, loamy, lagoonal deposits",Silt,100 plants sampled,3000,20,P,"Stem shape in cross-sectionûthe stem is roughly triangular in cross-sectionûthe stem is round or oval in cross-sectionûLeaf blade widthû3â€“10 mmûLeaf blade cross-sectionûthe leaf blade is flat or rolled in at the edgesûInflorescence positionûthe inflorescence is at the tip of the plantûInflorescence branchingûthe inflorescence is branchedûFruit type (general)ûthe fruit is like a seed, and surrounded by hairsûthe fruit is like a seed, and surrounded by scalesûFruit lengthû0.6â€“0.9 mmûLeaf position on plantûsome leaf attachment points are above the midpoint of the stemûthe attachment points of all the leaves are at or near the base of the plantûPerianth compositionûthere are bristles attached at the base of the acheneûFruit cross-sectionûthe fruit is lenticular (lens-shaped) in cross-sectionûthe fruit is triangular to terete (circular) in cross-section",,Clara Holmes:From pressed specimen on another date:03 OCT 2016,"2:29 SEP 2016:Smithsonian, MARSB",,,,,1,,WEB,6-Apr,black,14-Nov-16,SCIRPUS,cyperinus,2016,
Cenchrus tribuloides,POACEAE,CETR,5-Oct-16,MARSB-506,506,MARSB,,"R. Kretz, M. Giambalvo",US,84E,Atlantic Coastal Pine Barrens (Omernik),New Jersey,Cape May,Cape May NWR,Two-Mile Beach,"From Wildwood, head south on Pacific Ave. Make a right onto USCG enterance street. Population begins on dune trail at secondary dune.","38°56' 53.6"" N","74°51' 36.3"" W",38.94822,-74.86008,GPS,NAD83,6,FT,US Fish and Wildlife,Monarda punctata:Schizachyrium littorale:Heterotheca subaxillaris:Prunus serotina:Morella pensylvanica:Opuntia humifusa,,dune,0-2,,Primary dune,conservation/recreation,typtic quartzipsamments,Sand,100 plants sampled,600+,7,P,"prawling perennial or annual rooting at the nodes; culm branches 1-7 dm long. Blades to 20 cm long, 3-10 cm broad. Scaberulous above, glabrous beneath; ligules 1 mm long. Raceme 2.5-9 cm long, 2 cm broad. Involucre ovoid to subglobose densely vill ous, body 5-8 mm broad, deeply cleft on one side; spines densely villous basally, 5-9 mm long. Spikelets 6-8 mm long, one per involucral bur. First glume 3-4 mm long, 2nd glume and sterile lemma 6-8 mm long; fertile lemma and palea occasionally scaberulo us, 6-8 mm long. Grain 3.5-4 mm long. (n=17). August-October. Dunes, sandy fields and woods; outer coastal plain. [Va., Ga., Fla., Ala., Miss.]",,Clara Holmes:From pressed specimen on another date:16 NOV 2016,"2:05 OCT 2016:Smithsonian, MARSB",,,,,1,,WEB,.5-1,tan-white,15-Nov-16,CENCHRUS,tribuloides,2016,
Schizachyrium littorale,POACEAE,SCLI11,5-Oct-16,MARSB-507,507,MARSB,,"R. Kretz, M. Giambalvo",US,84E,Atlantic Coastal Pine Barrens (Omernik),New Jersey,Cape May,Cape May NWR,Two-Mile Beach,"From Wildwood, head south on Pacific Ave. Make a right on USCG entrance street. Drive to NWR parking lot. Population is on primary dune.","38°56' 53.6"" N","74°51' 36.3"" W",38.94822,-74.86008,GPS,NAD83,6,FT,US Fish and Wildlife,Monarda punctata:Cenchrus tribuloides:Cakile edentula:Morella pensylvanica,,dune,0-2,,Primary and secondary dune systems,conservation/recreation,typtic quartzipsamments,Sand,450 plants sampled,2000,12,P,"Leaf blade widthû3.5â€“6.5 mmûInflorescence branchesûthe flowers are attached to branches rather than to the main axis of the inflorescenceûthere are no branch points between the base of the inflorescence axis and the flowers, or they are not obviousûSpikelet lengthû1.5â€“10 mmûGlume relative lengthûboth glumes are as long or longer than all of the floretsûAwn on glumeûthe glume has an awnûthe glume has no awnûOne or more floretsûthere is one floret per spikeletûLemma awn lengthû0â€“20 mmûLeaf ligule lengthû1.5â€“2 mm",,Clara Holmes:In Field:23 JUN 2016,"2:05 OCT 2016:Smithsonian, MARSB",,,,,1,,WEB,2-Jan,2.5Y 4/2,15-Nov-16,SCHIZACHYRIUM,littorale,2016,
Iva frutescens,ASTERACEAE,IVFR,6-Oct-16,MARSB-510,510,MARSB,,"R. Kretz, M. Giambalvo",US,63E,Middle Atlantic Coastal Plains (Omernik),New Jersey,Cumberland,Egg Island WMA / Glades WR,Turkey Point Rd.,From Dividing Creek take Hwy 664 west to Turkey Point Rd. Drive south on Turkey Point until it ends at Johnson's Ditch. The population is across bridge and along the Glades trails.,"39°14' 47.4"" N","75°7' 48.7"" W",39.2465,-75.13019,GPS,NAD83,23,FT,NJ DEP / Natural Lands Trust,Phragmites australis:Juniperus virginiana:Morella pensylvanica:Juncus gerardii,Flooded,flat,,,Tidal salt marsh,conservation/recreation,transquaking mucky peat,Other : muck,75 plants sampled,100+,3,P,"simple, fleshy, serrate, opposite leaves, small white flowers",,Clara Holmes:From pressed specimen on another date:16 NOV 2016,"2:06 OCT 2016:Smithsonian, MARSB",,,,,1,,WEB,8-Mar,2.5YR 2.5/1,17-Mar-17,IVA,frutescens,2016,
Andropogon glomeratus,POACEAE,ANGL2,19-Oct-16,MARSB-523,523,MARSB,,"R. Kretz, M. Giambalvo",US,84E,Atlantic Coastal Pine Barrens (Omernik),New Jersey,Cape May,Cape May NWR,Cedar Swamp,"From Petersburg, take Tuckahoe Rd east about 1.3 miles to Butter Rd. Drive SE on Butter Rd for about 1000 ft to power line cut. Walk south to population.","39°15' 6.4"" N","74°41' 33.2"" W",39.25177,-74.69255,GPS,NAD83,-19,FT,US Fish and Wildlife,Schizachyrium scoparium:Liquidambar styraciflua:Rhynchospora capitellata:Solidago nemoralis:Eupatorium hyssopifolium,Mowed:Flooded,mowed,0-2,,Freshwater meadow,conservation/recreation,sandy siliceous mesic typic alaquods,Sand,100 plants sampled,400,3,P,Leaf blade widthû2.9â€“9.5 mmûInflorescence branchesûthe flowers are attached to branches rather than to the main axis of the inflorescenceûSpikelet lengthû3â€“5 mmûGlume relative lengthûboth glumes are as long or longer than all of the floretsûAwn on glumeûthe glume has no awnûOne or more floretsûthere is one floret per spikeletûLemma awn lengthû6â€“19 mmûLeaf ligule lengthû0.6â€“2.2 mmûAnther lengthû0.5â€“1.5 mm,,Clara Holmes:From pressed specimen on another date:16 NOV 2016,"2:19 OCT 2016:Smithsonian, MARSB",,,,,1,,WEB,3,5YR 2.5/1,16-Nov-16,ANDROPOGON,glomeratus,2016,
