Accession,Inventory,Accession Prefix,Accession Number,Name,Source Code,lbs Shipped,100-Sd (g),Est Seed,Divisor,NCGRP,-20°C,4°C,Seeds/Lb,Species Code,Common Name,Genus,Species,label ss,Taxon,SubSpecies,label var,Variety,NAME,GENUS,SPECIES,FAMILY,ABBREV_NAME,COLL_DT,COLL_YR,ACC_NUM,COLL_NUM,COLL_ID,SECONDARY_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,KEYWORD,MISC,SECOND_COLL_DT,DATE_AS_GIVEN,CREATED_BY,ACC_DT,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,ASSOCIATED_TAXA_FULL,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,GEOLOGY,SOIL_TYPE,DESCRIPTION,PSOURCE_FULL,USER1,USER2,USER3,USER4,USER5,USER6,USER7,USER8,USER9,USER10
W6 55555,W6 55555 2018o SD,W6,55555,NM030-98,SPCR-SOS-NM030-98-DONAANA-17,0.0024,0.0095,11459,3,0.36,0.36,0.37,4725000,SPCR,sand dropseed,Sporobolus,cryptandrus,,Sporobolus cryptandrus,,,,Sporobolus cryptandrus,SPOROBOLUS,cryptandrus,POACEAE,SPCR,25-Sep-17,2017,NM030-98,98,NM030,1586,,"P.J. Alexander, D. Mysliweic, A. Sengsirirak, K. Yamazaki",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Dona Ana,Dripping Springs recreational area,,"West side of the Organ Mountains at La Cueva Picnic Area, 1.9 miles west-southwest of Organ Needle and 1.5 miles north of Squaw Mountain.","32°20' 12.19"" N","106°35' 40.6"" W",32.33671,-106.59461,GPS,NAD83,5480,FT,BLM,,,,,WEB,15-Mar-18,200 plants sampled,1000,1,P,Dasylirion wheeleri:Bahia absinthifolia:Cirsium neomexicanum:Flourensia cernua:Hedosyne ambrosiifolia:Parthenium incanum:Sanvitalia abertii:Ferocactus wislizeni:Ipomoea cristulata:Acalypha neomexicana:Astragalus mollissimus:Mimosa aculeaticarpa var. biuncifera:Prosopis glandulosa:Vachellia constricta:Sida abutifolia:Boerhavia coccinea:Bouteloua eriopoda:Dasyochloa pulchella:Leptochloa dubia:Muhlenbergia porteri:Panicum hallii:Setaria leucopila:Aloysia wrightii:Larrea tridentata,Alluvial fan,5,W,"Creosote, mesquite, and sand dropseed shrub savanna, in a patch of low ground that gets run-on water. Ecological site: Hills (R042XB027NM).",Quartz monzonite and welded ash-flow tuff,: sandy loam,,,Recreation,,,P.J. Alexander:In Field:25 SEP 2017,3:25 SEP 2017:Smithsonian Institution (US)ûNew Mexico State University (NMC)ûBLM Las Cruces District Office (BLM-LCDO),,,2.5,dry: 7.5YR 5/3; wet: 7.5YR 3/2,2
W6 55556,W6 55556 2018o SD,W6,55556,NM030-99,SPCO4-SOS-NM030-99-DONAANA-17,0.0038,0.0153,11266,3,0.59,0.59,0.57,2945454,SPCO4,spike dropseed,Sporobolus,contractus,,Sporobolus contractus,,,,Sporobolus contractus,SPOROBOLUS,contractus,POACEAE,SPCO4,,,NM030-99,99,NM030,1587,,P.J. Alexander,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Dona Ana,Dripping Spring recreational area,,"West side of the Organ Mountains at La Cueva Picnic Area, 2.3 miles west-southwest of Organ Needle and 1.5 miles north-northwest of Squaw Mountain.","32°20' 6.54"" N","106°35' 55.21"" W",32.33515,-106.59866,GPS,NAD83,5390,FT,BLM,,,,,WEB,15-Mar-18,200 plants sampled,1000,2,P,Chenopodium neomexicanum:Rhus microphylla:Artemisia ludoviciana:Artemisia ludoviciana:Bidens leptocephala:Brickellia laciniata:Ericameria laricifolia:Gutierrezia sarothrae:Stephanomeria pauciflora:Lepidium montanum:Opuntia phaeacantha:Celtis laevigata var. reticulata:Mimosa aculeaticarpa var. biuncifera:Prosopis glandulosa:Boerhavia coccinea:Dasyochloa pulchella:Leptochloa dubia:Muhlenbergia porteri:Setaria leucopila:Setaria viridis:Sporobolus flexuosus:Eriogonum abertianum:Fallugia paradoxa:Solanum elaeagnifolium:Larrea tridentata,Alluvial fan,10,NE,"Creosote, mesquite, sumac, and brickellbush shrubland, along a large arroyo. Ecological site: Hills (R042XB027NM)",Rhyolite and welded ash-flow tuff,: sandy loam,,,Recreation,,,P.J. Alexander:In Field:27 SEP 2017,3:27 SEP 2017:Smithsonian Institution (US)ûNew Mexico State University (NMC)ûBLM Las Cruces District Office (BLM-LCDO),,,3,dry: 7.5YR 6/2; wet: 7.5YR 3/2,2
W6 55557,W6 55557 2018o SD,W6,55557,NM080-100,SPAI-SOS-NM080-100-YESOHILLSNORTH-17,0.0068,0.0239,12905,3,1.02,1.02,1.02,1890000,SPAI,alkali sacaton,Sporobolus,airoides,,Sporobolus airoides,,,,Sporobolus airoides,SPOROBOLUS,airoides,POACEAE,SPAI,14-Aug-17,2017,NM080-100,100,NM080,CFO201709151303,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Yeso Hills Noth,Turn SE onto unnamed vehicle trail between US Hwy 62/180 MMs 5 & 6. Site is ~0.3km E along trail before trail bends sharply to S.,"32°2' 36.7578"" N","104°27' 57.2832"" W",32.04354,-104.46591,GPS,WGS84,3837,FT,Bureau of Land Managment,,,,,WEB,3-Oct-17,660 plants sampled,5000,1,P,Calylophus hartwegii:Bouteloua sp.:Yucca elata:Yucca elata:Pleuraphis mutica:Sartwellia flaveriae:Lepidium sp.:Prosopis glandulosa:Sphaeralcea sp.:Sporobolus texanus:Sporobolus texanus:Sporobolus nealleyi:Solanum elaeagnifolium:Setaria leucopila:Cuscuta gronovii,Flood plain/basin,0,NE,"Cottonwood-Reeves loams, overflow, 0 to 3 percent slopes",Castile Formation,Other : Silty clay,,,Grazing; Mining,Grazed,,K. Sandbom BLM:In Field:15 SEP 2017,3:15 SEP 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,2,7.5 YR 3/2,0
W6 55558,W6 55558 2018o SD,W6,55558,NM080-101,MEHU-SOS-NM080-101-EDDY-17,0.011,0.0557,4500,2,2.48,2.47,NA,812903,MEHU,gypsum blazingstar,Mentzelia,humilis,,Mentzelia humilis,,,,Mentzelia humilis,MENTZELIA,humilis,LOASACEAE,MEHU,6-Nov-17,2017,NM080-101,101,NM080,CFO201711060000,,"C. Black, J. Adams",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Seven River Hills,"Take 7 Rivers Hwy north toward Brantley Lake, left turn just before Rt 31, left at the fork in the road, drive until reaching turn around area, make left onto two track and drive until it ends, population in foothills beyond the end of the two track.","32°33' 38.17"" N","104°25' 11.86"" W",32.5606,-104.41996,GPS,WGS84,3420,FT,Bureau of Land Management,,,16-Nov-17,,WEB,11-Dec-17,200 plants sampled,300,3,P,Rhus microphylla:Bouteloua breviseta:Senecio warnockii:Tiquilia hispidissima:Giliastrum rigidulum:Castilleja sessiliflora:Nerisyrenia linearifolia:Sartwellia flaveriae:Anulocaulis leiosolenus:Larrea tridentata:Eriogonum gypsophilum:Gaura coccinea:Echinocereus dasyacanthus:Thelesperma megapotamicum:Fouquieria splendens:Thymophylla pentachaeta:Polygala alba:Bouteloua curtipendula:Sporobolus nealleyi:Calylophus hartwegii,"Mountain/hill, Terrace",10,SE,"Largo-Stony land complex, 0 to 25 percent slopes",Seven Rivers Formation,Other : Loamy Sand,Retrorsely barbed hairs give the leaves a rough texture. Flowers white or cream colored with symmetrical petals and capsules urn-shaped and brittle when ripe,,"Grazing, USFWS Critical Habitat",Grazed,,K. Sandbom:In Field:06 NOV 2017,0::,,,2,10 YR 6/3,0
W6 55559,W6 55559 2018o SD,W6,55559,NM080-102,THPE4-SOS-NM080-102-EDDY-17,0.0033,0.0093,16095,3,0.5,0.5,0.52,4825531,THPE4,fiveneedle pricklyleaf,Thymophylla,pentachaeta,,Thymophylla pentachaeta,,,,Thymophylla pentachaeta,THYMOPHYLLA,pentachaeta,ASTERACEAE,THPE4,9-Aug-17,2017,NM080-102,102,NM080,CFO201709011407,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Seven Rivers Hills East,"From just north of Nm Hwy 285â€™s MM50, turn W onto unnamed vehicle trail. Follow trail .046km to wye in trail. Site is 0.3km S/SE cross-country from this trail junction. OHV use restricted; dispersed foot travel only.","32°33' 58.1106"" N","104°25' 0.6456"" W",32.56614,-104.41684,GPS,WGS84,3325,FT,Bureau of Landmanagement,,,15-Aug-17,,WEB,28-Sep-17,667 plants sampled,10000,2,P,Bahia pedata:Tiquilia canescens:Krameria erecta:Larrea tridentata:Mentzelia humilis:Thymophylla acerosa:Aristida purpurea:Rhus microphylla:Dasyochloa pulchella,Terrace,7,SE,"Gypsum land-Cottonwood complex, 0 to 3 percent slopes",Piedmont alluvial deposits,Other : clay loam,Yellow Flowers,,"Grazing, USFWS Critical Habitat",Burned:Grazed,,K. Sandbom:In Field:01 SEP 2017,3:01 SEP 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,0.5,10 YR 4/3,0
W6 55560,W6 55560 2018o SD,W6,55560,NM080-103,SELE6-SOS-NM080-103-EDDY-17,0.0541,0.1607,15270,3,8.15,8.15,8.15,282089,SELE6,streambed bristlegrass,Setaria,leucopila,,Setaria leucopila,,,,Setaria leucopila,SETARIA,leucopila,POACEAE,SELE6,9-Aug-17,2017,NM080-103,103,NM080,CFO201709211735,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Seven Rivers Hills,"From just north of Nm Hwy 285â€™s MM50, turn W onto unnamed vehicle trail. Follow trail to S side of W portion of hills. Site is along this trail to the N & S from Hwy 285 to W end of hills.","32°34' 0.5376"" N","104°24' 53.1324"" W",32.56681,-104.41475,GPS,WGS84,3558,FT,Bureau of Land Management,,,18-Sep-17,08/09/2017 - 09/22/2017,WEB,11-Dec-17,310 plants sampled,2000,1,P,Andropogon hallii:Scleropogon brevifolius:Larrea tridentata:Gutierrezia microcephala:Muhlenbergia porteri:Sartwellia flaveriae:Bouteloua hirsuta:Pleuraphis mutica:Prosopis glandulosa:Sporobolus nealleyi,Basin,3,SE,"Gypsum land-Cottonwood complex, 0 to 3 percent slopes",Piedmont alluvial deposits,Other : Sandy Loam,"Inflorescence of seeds is densely clusterd, ovular seeds turn light brown when ripe",,"Grazing, USFWS Critical Habitat",Grazed,,K. Sandbom:In Field:09 AUG 2017,3:21 SEP 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,2.5,10 YR 6/3,0
W6 55561,W6 55561 2018o SD,W6,55561,NM080-104,THME-SOS-NM080-104-EDDY-17,0.0398,0.0764,23629,3,6,6,6.01,593592,THME,Hopi tea greenthread,Thelesperma,megapotamicum,,Thelesperma megapotamicum,,,,Thelesperma megapotamicum,THELESPERMA,megapotamicum,ASTERACEAE,THME,22-Sep-17,2017,NM080-104,104,NM080,CFO201709221430,,"C. Black, J. Adams, M. Ramirez",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Hay Hollow,From CFO head south on E Greene St then turn left onto Canal St. Continue onto US-180 W/US-62 W for 27.3 miles and turn left onto an unnamed road for ~3.5 miles.,"32°1' 20.8852"" N","104°21' 37.0566"" W",32.02246,-104.36029,GPS,WGS84,1071,M,Bureau of Land Management,,,11-Oct-17,,WEB,11-Dec-17,379 plants sampled,100-1000,2,P,Nerisyrenia linearifolia:Bouteloua gracilis:Pleuraphis mutica:Calylophus hartwegii:Tiquilia hispidissima:Yucca elata:Sartwellia flaveriae:Mentzelia humilis:Lepidium montanum,Flat/Low Rolling Plain,5,SE,"Gypsum land-Cottonwood complex, 0 to 10 percent slopes",Castile Formation,Other : Loamy Sand,Yellow disc flowers that turn dark brown and brittle when seed ripe,,Grazing,Grazed,,K. Sandbom:From photograph:22 SEP 2017,3:11 OCT 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,2,10 YR 6/3,0
W6 55562,W6 55562 2018o SD,W6,55562,NM080-105,CAHA14-SOS-NM080-105-EDDY-17,0.0112,0.0361,14073,3,1.7,1.7,1.67,1253038,CAHA14,Hartweg's sundrops,Calylophus,hartwegii,,Calylophus hartwegii,,,,Calylophus hartwegii,CALYLOPHUS,hartwegii,ONAGRACEAE,CAHA14,14-Aug-17,2017,NM080-105,105,NM080,CFO201709241016,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Yeso Hills North,"Turn SE onto unnamed vehicle trail between US Hwy 62/180 MMs 5 & 6. After ~0.37km E along trail, trail bends sharply to S. Site is ~0.2km down trail after this bend.","32°2' 28.4058"" N","104°27' 52.7502"" W",32.04122,-104.46465,GPS,WGS84,3839,FT,Bureau of Land Management,,,,,WEB,3-Oct-17,192 plants sampled,1000,1,P,Thelesperma megapotamicum:Tiquilia hispidissima:Bouteloua breviseta:Yucca elata:Psilostrophe tagetina:Mentzelia humilis:Sartwellia flaveriae:Giliastrum rigidulum:Cuscuta gronovii:Krameria erecta,Flat/Low rolling plain,2,NE,"Gypsum land-Cottonwood complex, 0 to 3 percent slopes",Castile formation,Other : Silt Loam,Yellow flowers,,Grazing; ROW,Grazed,,K. Sandbom:In Field:14 AUG 2017,0::,,,0.75,10 YR 5/3,0
W6 55563,W6 55563 2018o SD,W6,55563,NM080-106,SPCR-SOS-NM080-106-EDDY-17,0.0014,0.0058,10949,3,0.21,0.21,0.21,7688135,SPCR,sand dropseed,Sporobolus,cryptandrus,,Sporobolus cryptandrus,,,,Sporobolus cryptandrus,SPOROBOLUS,cryptandrus,POACEAE,SPCR,10-Aug-17,2017,NM080-106,106,NM080,CFO201709241310,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Yeso Hills South,Turn SE onto unnamed vehicle trail between US Hwy 62/180 MMs 5 & 6. Turn S/SE 5.5km down trail onto another unnamed trail. Site is 1.06km down trail.,"32°0 27.2232"" N","104°25' 18.8292"" W",32.00756,-104.42189,GPS,WGS84,3733,FT,Bureau of Land Management,,,,,WEB,3-Oct-17,210 plants sampled,1500,1.5,P,Yucca elata:Rhus microphylla:Calylophus hartwegii:Bouteloua breviseta:Tiquilia hispidissima:Thelesperma megapotamicum:Giliastrum rigidulum:Psilostrophe tagetina:Psilostrophe tagetina:Sphaeralcea sp.:Cuscuta gronovii:Abronia carletonii:Aristida purpurea:Linum sp.:Sartwellia flaveriae:Sporobolus texanus:Prosopis glandulosa:Dicranocarpus parviflorus,Flood plain/basin,0,N,"Gypsum land-Cottonwood complex, 0 to 3 percent slopes",Castile Formation,Other : Clay Loam,,,Grazing; Oil and Gas,Grazed,,K. Sandbom:In Field:24 SEP 2017,3:24 SEP 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,2,10 YR 5/2,0
W6 55564,W6 55564 2018o SD,W6,55564,NM080-107,SPAI-SOS-NM080-107-EDDY-17,0.0059,0.024,11151,3,0.89,0.89,0.9,1886855,SPAI,alkali sacaton,Sporobolus,airoides,,Sporobolus airoides,,,,Sporobolus airoides,SPOROBOLUS,airoides,POACEAE,SPAI,24-Sep-17,2017,NM080-107,107,NM080,CFO201709241434,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Yeso Hills South,Turn SE onto unnamed vehicle trail between US Hwy 62/180 MMs 5 & 6. Turn S/SW 6.7km down trail onto another unnamed trail. Site is 1.73km down trail.,"32°1' 4.2954"" N","104°24' 10.245"" W",32.01785,-104.40284,GPS,WGS84,3617,FT,Bureau of Land Management,,,,,WEB,11-Dec-17,110 plants sampled,5000,1,P,Psilostrophe tagetina:Sartwellia flaveriae:Dicranocarpus parviflorus:Senecio warnockii:Nerisyrenia linearifolia,Flood plain/Basin,0,E,,Castile Formation,Sand,"Grows in clumps with narrow grayish green leaves that turn light tan, seedheads have small reddish spikelets",,"Grazing, Oil & Gas",,,K. Sandbom:In Field:24 SEP 2017,3:24 SEP 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,3,10 YR 6/3,0
W6 55565,W6 55565 2018o SD,W6,55565,NM080-109,THME-SOS-NM080-109-EDDY-17,0.0328,0.1273,11687,3,4.96,4.96,4.92,356043,THME,Hopi tea greenthread,Thelesperma,megapotamicum,,Thelesperma megapotamicum,,,,Thelesperma megapotamicum,THELESPERMA,megapotamicum,ASTERACEAE,THME,2-Oct-17,2017,NM080-109,109,NM080,CFO201710021030,,C. Black,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Yeso Hills North,From CFO head south on E Greene St then turn left onto Canal St. Continue onto US-180 W/US-62 W for 27.3 miles and turn left onto an unnamed road for ~3.5 miles.,"32°0 59.9771"" N","104°25' 36.7817"" W",32.01666,-104.42688,GPS,WGS84,1134,M,Bureau of Land Management,,,4-Oct-17,,WEB,11-Dec-17,320 plants sampled,100-1000,0.5,P,Yucca elata:Mentzelia humilis:Tiquilia hispidissima:Sartwellia flaveriae,Flat/Low Rolling Plain,5,SW,"Gypsum land-Cottonwood complex, 0 to 5 percent slopes",Castile Formation,Other : Loamy Sand,Yellow disc flowers that turn dark brown and brittle when seed ripe,,Grazing; Oil and Gas,Grazed,,K. Sandbom:From pressed specimen on day of collection:02 OCT 2017,3:02 OCT 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,2,10 YR 5/3,0
W6 55566,W6 55566 2018o SD,W6,55566,NM080-110,SPAN3-SOS-NM080-110-EDDY-17,0.0104,0.0405,11648,3,1.58,1.58,1.57,1117241,SPAN3,copper globemallow,Sphaeralcea,angustifolia,,Sphaeralcea angustifolia,,,,Sphaeralcea angustifolia,SPHAERALCEA,angustifolia,MALVACEAE,SPAN3,4-Oct-17,2017,NM080-110,110,NM080,CFO201710040000,,"C. Black, M. Rameriez",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Hackberry Lake Dunes Complex,"From Carlsbad Field Office, turn left onto E Greene St. and continue for ~15 miles then turn left onto NM-360 N and drive for 5.7 miles. Turn right onto Shugart road, continue for ~2 miles and population on right side.","32°37' 11.69"" N","103°56' 14.26"" W",32.61991,-103.93729,GPS,WGS84,3277,FT,Bureau of Land Management,,,,,WEB,11-Dec-17,50 plants sampled,100,0.5,P,Setaria leucopila:Glandularia wrightii:Larrea tridentata:Larrea tridentata:Lepidium sp.,Flood plain/basin,5,SW,Stony and Rough broken land,Older alluvial deposits,Other : Loamy Sand,Flower colors vary from lavender to orange red,,Recreation,Trampled,,K. Sandbom:From photograph:04 OCT 2017,0::,,,3,7.5 YR 3/2,0
W6 55567,W6 55567 2018o SD,W6,55567,NM080-111,THME-SOS-NM080-111-EDDY-17,0.0233,0.1223,8642,3,3.53,3.53,3.52,370709,THME,Hopi tea greenthread,Thelesperma,megapotamicum,,Thelesperma megapotamicum,,,,Thelesperma megapotamicum,THELESPERMA,megapotamicum,ASTERACEAE,THME,10-Oct-17,2017,NM080-111,111,NM080,CFO201710100000,,"C. Black, M. Rameriez",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Yeso Hills,Turn SE onto unnamed vehicle trail between US Hwy 62/180 MMs 5 & 6. Continue on unnamed road for 3 miles then turn right and continue for 0.5 miles. Turn left then continue for ~4 miles.,"32°1' 20.88"" N","104°21' 37.06"" W",32.02246,-104.36029,GPS,WGS84,3559,FT,Bureau of Land Management,,,,,WEB,11-Dec-17,320 plants sampled,1000,1,P,Sporobolus nealleyi:Juniperus pinchotii:Anulocaulis leiosolenus:Tiquilia hispidissima:Rhus microphylla:Condalia ericoides:Senecio warnockii:Dasylirion wheeleri:Larrea tridentata:Echinocactus horizonthalonius:Thymophylla acerosa,Rolling plain,0,SE,"Gypsum land-Cottonwood complex, 0 to 3 percent slopes",Castile Formation,Other : Silty Clay,Yellow disk flowers that turn brown and brittle when seeds ripen,,"Grazing, Oil and Gas, Seismic",Grazed,,K. Sandbom:In Field:10 OCT 2017,3:10 OCT 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,1,7.5 YR 3/2,0
W6 55568,W6 55568 2018o SD,W6,55568,NM080-112,THME-SOS-NM080-112,0.0377,0.1479,11562,3,5.69,5.69,5.69,306652,THME,Hopi tea greenthread,Thelesperma,megapotamicum,,Thelesperma megapotamicum,,,,Thelesperma megapotamicum,THELESPERMA,megapotamicum,ASTERACEAE,THME,21-Sep-17,2017,NM080-112,112,NM080,CFO201709210000,,"C. Black, K. Sandbom, S. Larkin, D. Hardy",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Seven Rivers Hills,"From Carlsbad NM, take highway 285 N; turn left (W) 2.453km N/NW of Brantley Lake Rd. onto unnamed dirt road between MMs 5&6. Follow this road SW for ~0.43km, and park near junction with unnamed rancher trail splitting to W.","32°33' 41.1653"" N","104°25' 14.5027"" W",32.56143,-104.42069,GPS,WGS84,3315,FT,Bureau of Land Management,,,2-Oct-17,09/21/2017 - 10/16/2017,WEB,12-Dec-17,360 plants sampled,500,3,P,Rhus microphylla:Bouteloua breviseta:Senecio warnockii:Tiquilia hispidissima:Giliastrum rigidulum:Castilleja sessiliflora:Nerisyrenia linearifolia:Sartwellia flaveriae:Anulocaulis leiosolenus:Larrea tridentata:Eriogonum gypsophilum:Gaura coccinea:Echinocereus dasyacanthus:Thelesperma megapotamicum:Mentzelia humilis:Fouquieria splendens:Aristida purpurea var. nealleyi:Thymophylla pentachaeta:Polygala alba:Bouteloua curtipendula:Sporobolus nealleyi:Calylophus hartwegii,Alluvial fan; Mountain/Hill,10,SE,"Largo-Stony land complex, 0 to 25 percent slopes",Seven Rivers Formation,Other : Loamy Sand,Yellow disk flowers that turn brown and brittle when seeds ripen,,"Grazing, USFWS Critical Habitat",Grazed,,K. Sandbom:In Field:21 SEP 2017,0::,,,2.5,10 YR 6/3,0
W6 55569,W6 55569 2018o SD,W6,55569,NM080-113,SELE6-SOS-NM080-113-EDDY-17,0.0111,0.1692,2976,2,2.53,2.52,NA,267958,SELE6,streambed bristlegrass,Setaria,leucopila,,Setaria leucopila,,,,Setaria leucopila,SETARIA,leucopila,POACEAE,SELE6,18-Oct-17,2017,NM080-113,113,NM080,CFO201710181000,,"C. Black, M. Ramirez",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Hackberry Lake Use Area,"From Carlsbad Field Office, turn left onto E Greene St. and continue for ~15 miles then turn left onto NM-360 N and drive for 5.7 miles. Turn right onto Shugart road, continue for ~2.5 miles and population on right side.","32°37' 16.19"" N","103°56' 13.54"" W",32.62116,-103.93709,GPS,WGS84,3262,FT,Bureau of Land Management,,,,,WEB,12-Dec-17,320 plants sampled,100-1000,2,P,Glandularia wrightii:Sphaeralcea angustifolia:Larrea tridentata:Lepidium sp.,Flood plain/ basin,0,SE,"Potter-Simona complex, 5 to 25 percent slopes",Quartermaster and Rustler Formations,Other : Loamy Sand,"Inflorescence of seeds is densely clusterd, ovular seeds turn light brown when ripe",,Recreation,Trampled,,"K. Sandbom, BLM:From photograph:18 OCT 2017",0::,,,2.5,7.5 YR 3/2,0
W6 55570,W6 55570 2018o SD,W6,55570,NM080-116,BOBR-SOS-NM080-116-EDDY-17,0.0152,0.0312,6000,5,2.74,2.74,1.37,1450127,BOBR,gypsum grama,Bouteloua,breviseta,,Bouteloua breviseta,,,,Bouteloua breviseta,BOUTELOUA,breviseta,POACEAE,BOBR,2-Nov-17,2017,NM080-116,116,NM080,CFO201711021430,,"K. Sandbom, J. Adams",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Ben Slaughter,"Leave from CFO and turn right onto E Greene St. for ~0.8 miles then turn left onto S Canal St. and follow US-180 W for ~26 miles then turn left onto Dillahunty Rd. Drive ~7 miles down Dillahunty, site is on the right side (South) of the road past the fence.","32°2' 30.97"" N","104°18' 39.36"" W",32.04193,-104.31093,GPS,WGS84,1039,M,Bureau of Land Mangement,,,,,WEB,12-Dec-17,317 plants sampled,100-1000,2,P,Tiquilia hispidissima:Larrea tridentata:Mentzelia humilis:Yucca sp.:Opuntia sp.,Flat/low rolling plain,0,SW,"Reeves-Gypsum land complex, 0 to 3 percent slopes",Castile Formation,Other : Silty Clay Loam,Panicle 2-4 cm with 1-3 branches and 30-45 spikelets with the branch terminating in a reduced spikelet. Panicles curl when dry,,Grazing,Grazed,,"K. Sandbom, BLM:In Field:02 NOV 2017",3:02 NOV 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,1,5 YR 6/3,0
W6 55571,W6 55571 2018o SD,W6,55571,NM080-117,MEHU-SOS-NM080-117-EDDY-17,0.0159,0.048,15025,3,2.4,2.4,2.39,944606,MEHU,gypsum blazingstar,Mentzelia,humilis,,Mentzelia humilis,,,,Mentzelia humilis,MENTZELIA,humilis,LOASACEAE,MEHU,3-Nov-17,2017,NM080-117,117,NM080,CFO201711031500,,"C. Black, K. Sandbom, J. Adams",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Ben Slaughter,"Leave from CFO and turn right onto E Greene St. for ~0.8 miles then turn left onto S Canal St. and follow US-180 W for ~26 miles then turn left onto Dillahunty Rd. Drive ~7 miles down Dillahunty, site is on the right side (South) of the road past the fence.","32°2' 31.08"" N","104°18' 38.45"" W",32.04196,-104.31068,GPS,WGS84,3473,FT,Bureau of Land Management,,,,,WEB,12-Dec-17,384 plants sampled,500,4,P,Tiquilia hispidissima:Larrea tridentata:Sartwellia flaveriae:Psilostrophe tagetina:Bouteloua breviseta,Flat/low rolling plains,0,SW,"Reeves-Gypsum land complex, 0 to 3 percent slopes",Castile Formation,Other : Loamy Sand,Retrorsely barbed hairs give the leaves a rough texture. Flowers white or cream colored with symmetrical petals and capsules urn-shaped and brittle when ripe,,Grazing,Grazed,,"K. Sandbom, BLM:In Field:03 NOV 2017",1:03 NOV 2017:Smithsonian,,,2,10 YR 6/3,0
