Curator Unique Number,Accession Prefix (NPGS),Accession Number -Assigned,Inventory Prefix,Inventory Number,Inventory Suffix,Inventory Type - Lookup Picker,Taxon -Lookup Picker in GRIN,Received Date -received by site,Life Form -Lookup Picker,Level of Improvement -Lookup Picker,Reproductive Uniformity -Lookup Picker,Note (Accession Narrative),Date Collected or Developed,Geography (Collection) -Lookup Picker in GRIN,Geography (Donor)  -Lookup Picker in GRIN,Number Plants Sampled,Collecting or Acquisition Source - List,Environment Description,Associated Species,Collector Verbatim Locality,Elevation (meters),Latitude -decimal degrees,Longitude -decimal degrees,Georeference Datum,Georeference Protocol - Lookup Picker,Note (Accession Source - Collector),Cooperator (Donor) 1 -full record,Cooperator (Donor) 2 -full record,Cooperator (Collector) 1 -full record,Cooperator (Collector) 2 -full record,Cooperator (Collector) 3 -full record,SLOPE,SLOPE Original Value,ASPECT -lookup picker,ASPECT Original Value,SOIL TEXTURE - lookup picker,Soil TEXTURE Original Value,ECOREGION - Lookup picker,Ecoregion Original Value,Inventory Maintenance Policy,Inventory Maintenance Site -W6,Quantity On Hand,Quantity On Hand Units -'count' or 'packet',"Total Weight -gram (if unknown, leave blank)",Hundred Seed Weight -gram,Seed Count Verification (VALUE CLOSE TO ZERO) -Calcuated column,Parent Inventory,GERMS from DONOR (viability),GERMS from DONOR (test date),Note (Inventory),Accession Name (Identifier 1),Accession Name Category (Identifier 1) -Lookup Picker,"Accession Name Cooperator (Identifier 1) -name, organization",Accession Name (Identifier 2),Accession Name Category (Identifier 2) -Lookup Picker,"Accession Name Cooperator (Identifier 2) -name, organization",Accession Name (Identifier 3),Accession Name Category (Identifier 3) -Lookup Picker,"Accession Name Cooperator (Identifier 3) -name, organization",Collector Voucher Number,Voucher Date,Voucher Location (3),"Voucher Collector -name, organization",Note (Voucher)
NA,W6,NA,W6,NA,NA,SD,Eriogonum heracleoides,NA,NA,Wild material,NA,NA,8/11/2020,"United States, Utah, Unitah","United States, Idaho",250,Wild Habitat,Grazed,Symphoricarpos oreophilus var. oreophilus:Koeleria macrantha:Bromus inermis:Artemisia nova:Gutierrezia sarothrae:Elymus elymoides:Lupinus argenteus:Phlox hoodii:Balsamorhiza hookeri:Eriogonum umbellatum:Poa secunda:Hesperostipa comata,"Sub Unit Description :Red Cloud Loop Kiosk/ Geology Description : Highway 191/ Locality Description: From Vernal, take Hwy 191 N for 16 miles. Turn W onto FR 018. The pull off for Red Cloud Loop is immediately to the north, plants are abundant throughout meadow and nearby Aspen grove.",2516.1240000000003,40.67641,-109.48761,WGS84,Lat/lon determined by GPS,"Clark, M., Beale, A.","Bureau of Land Management, SOS project",NA,UT080,NA,NA,10,10,Northeast,NE,Sandy clay loam,"Clay, Sand",Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT080-322,Collector identifier,NA,NA,Other or unclassified name,NA,NA,3:01 SEP 2020:,NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Sporobolus airoides,NA,NA,Wild material,NA,NA,7/1/2020,"United States, Utah, Unitah","United States, Idaho",200,Wild Habitat,Grazed,Pascopyrum smithii:Halogeton glomeratus:Sarcobatus vermiculatus:Lepidium montanum:Iva axillaris:Acroptilon repens:Lepidium latifolium:Populus fremontii,"Sub Unit Description :Ouray Wildlife refuge/ Geology Description : Highway 88/ Locality Description: From Vernal, ~12.5 miles E on highway 40, 12.7 miles S on highway 88, plants in drainage area E oil wells",1438.6560000000002,40.14333,-109.66166,WGS84,Lat/lon determined by GPS,"Clark, M., Beale, A.","Bureau of Land Management, SOS project",NA,UT080,NA,NA,10,10,East,E,Sandy clay loam,Sand : sandy loam,Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT080-323,Collector identifier,NA,NA,Other or unclassified name,NA,NA,3:29 JUN 2020:,NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Sporobolus airoides,NA,NA,Wild material,NA,NA,6/29/2020,"United States, Utah, Unitah","United States, Idaho",500,Wild Habitat,Grazed,Bromus tectorum:Artemisia nova:Atriplex confertifolia:Achnatherum hymenoides:Lepidium latifolium:Tamarix chinensis:Gutierrezia sarothrae:Elaeagnus angustifolia,"Sub Unit Description :Brough Reservoir/ Geology Description : Road 008PO6H/ Locality Description: From Vernal, ~12.5 miles E on highway 40, 3.8 miles S on highway 88, take the turn off W to Brough Reservoir, slight lefty at the fork, plants on either side of the road N of the reservoir",1560.576,40.26194,-109.70305,WGS84,Lat/lon determined by GPS,"Clark, M., Beale, A.","Bureau of Land Management, SOS project",NA,UT080,NA,NA,10,10,Northwest,NW,Sandy clay loam,Sand : loamy sand,Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT080-324,Collector identifier,NA,NA,Other or unclassified name,NA,NA,3:30 JUN 2020:,NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Astragalus mollissimus,NA,NA,Wild material,NA,NA,6/29/2020,"United States, Utah, Unitah","United States, Idaho",100,Wild Habitat,Grazed,Eriogonum ovalifolium:Eriogonum gordonii:Bromus tectorum:Pediomelum megalanthum:Malcolmia africana:Pleuraphis jamesii:Ephedra torreyana:Cryptantha flava:Achnatherum hymenoides:Gutierrezia sarothrae:Hymenopappus filifolius:Machaeranthera grindelioides,"Sub Unit Description :12 mile wash/ Geology Description : 12 mile wash road/ Locality Description: From Vernal, take hwy 40 W for 10.5 mi., then turn south onto 12 Mile Washington Rd. Roadside plants on bare alkaline hill, W of rd 0.3 m south. UT State Trust Land parcel.",1533.144,40.335,-109.62833,WGS84,Lat/lon determined by GPS,"Clark, M., Beale, A.","Bureau of Land Management, SOS project",NA,UT080,NA,NA,30,30,Northwest,NW,Sandy clay loam,"Clay, Silt : silty clay loam",Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT080-325,Collector identifier,NA,NA,Other or unclassified name,NA,NA,3:30 JUN 2020:,NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Aristida purpurea,NA,NA,Wild material,NA,NA,7/7/2020,"United States, Utah, Unitah","United States, Idaho",100,Wild Habitat,Grazed,Asclepias labriformis:Atriplex canescens:Bromus tectorum:Grayia spinosa:Halogeton glomeratus:Sphaeralcea parvifolia:Achnatherum hymenoides:Grindelia squarrosa,"Sub Unit Description :Green River/ Geology Description : highway 45/ Locality Description: From Naples, turn south onto hwy 45. Cont. for 7.5 mi. past the Green River. Plants growing on sandy riparian hills just W of river crossing.",1441.7040000000002,40.31138,-109.4825,WGS84,Lat/lon determined by GPS,"Clark, M., Beale, A.","Bureau of Land Management, SOS project",NA,UT080,NA,NA,10,10,East,E,Loamy sand,Sand : loamy sand,Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT080-326,Collector identifier,NA,NA,Other or unclassified name,NA,NA,3:07 JUL 2020:,NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Asclepias labriformis,NA,NA,Wild material,NA,NA,8/10/2020,"United States, Utah, Unitah","United States, Idaho",200,Wild Habitat,NA,Salsola tragus:Bromus tectorum:Achnatherum hymenoides:Gutierrezia sarothrae:Grayia spinosa:Pleuraphis jamesii,"Sub Unit Description :Pelican Lake/ Geology Description : Oil pad road/ Locality Description: From Vernal, take hwy 40 W for 14 mi., then turn south onto rte 88 for 10 mi. Follow 7000 S west for 3 mi. turn south onto Pelican Lake / 2460 Rd. and follow it to the Pelican Lake Campground. Plants are scattered.",1472.184,40.1775,-109.69333,WGS84,Lat/lon determined by GPS,"Clark, M., Beale, A.","Bureau of Land Management, SOS project",NA,UT080,NA,NA,10,10,Northeast,NE,Clay loam,Sand : loamy sand,Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT080-327,Collector identifier,NA,NA,Other or unclassified name,NA,NA,3:10 AUG 2020:,NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Achillea millefolium,NA,NA,Wild material,NA,NA,8/11/2020,"United States, Utah, Unitah","United States, Idaho",250,Wild Habitat,Grazed,Equisetum laevigatum:Gentiana calycosa:Trifolium andinum:Orthocarpus luteus:Poa secunda:Symphyotrichum ascendens:Bromus inermis:Deschampsia cespitosa:Iris missouriensis:Galium trifidum,"Sub Unit Description :Ashley National Forest/ Geology Description : Highway 191/ Locality Description: From Vernal, take Hwy 191 N for 17 miles. 1 mi. N of FR 018 to the W is a wet meadow",2499.36,40.6849,-109.49478,WGS84,Lat/lon determined by GPS,"Clark, M., Beale, A.","Bureau of Land Management, SOS project",NA,UT080,NA,NA,NA,0-20,Southeast,SE,Sandy loam,"Clay, Silt",Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT080-329,Collector identifier,NA,NA,Other or unclassified name,NA,NA,3:01 SEP 2020:,NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Achillea millefolium,NA,NA,Wild material,NA,NA,8/17/2020,"United States, Utah, Unitah","United States, Idaho",150,Wild Habitat,Grazed,Artemisia nova:Arenaria lanuginosa:Artemisia ludoviciana:Ludwigia palustris:Linum lewisii:Poa secunda:Poa fendleriana:Orthocarpus luteus:Iris missouriensis:Bromus inermis:Antennaria microphylla:Artemisia frigida,"Sub Unit Description :Reader Creek/ Geology Description : Forest Road 48/ Locality Description: From Vernal, take Hwy 191 N for 21 miles. Turn E onto FR 048 / Limestone Rd towards Diamond Mtn. Follow for 1 mile; plants are beyond Aspen forest, N of rd. along a draw in a wet meadow with black sagebrush.",2444.496,40.71852,-109.45286,WGS84,Lat/lon determined by GPS,"Clark, M., Beale, A.","Bureau of Land Management, SOS project",NA,UT080,NA,NA,10,10,Southeast,SE,Sandy loam,"Clay, Silt",Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT080-330,Collector identifier,NA,NA,Other or unclassified name,NA,NA,3:01 SEP 2020:,NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Aristida purpurea,NA,NA,Wild material,NA,NA,7/16/2020,"United States, Utah, Unitah","United States, Idaho",100,Wild Habitat,Grazed,Bromus tectorum:Halogeton glomeratus:Tephrosia spicata:Cryptantha flava:Pleuraphis jamesii:Achnatherum hymenoides:Townsendia sp.:Tetradymia nuttallii:Hesperostipa comata,"Sub Unit Description :Uinta Basin/ Geology Description : Baeser Washington Rd./ Locality Description: From Vernal, take hwy 45 S for 13 mi., turn W onto Beaser Washington Rd., cont. for 4 mi., cont. onto Stirrup Rd. for 4 mi. Along sandy plateau top near oil well rd 4304731787.",1533.144,40.2482,-109.54794,WGS84,Lat/lon determined by GPS,"Clark, M., Beale, A.","Bureau of Land Management, SOS project",NA,UT080,NA,NA,10,10,Southwest,SW,Sandy loam,Sand,Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT080-336,Collector identifier,NA,NA,Other or unclassified name,NA,NA,3:16 JUL 2020:,NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Sphaeralcea coccinea ssp. coccinea,NA,NA,Wild material,NA,NA,7/16/2020,"United States, Utah, Unitah","United States, Idaho",200,Wild Habitat,Grazed,Achnatherum hymenoides:Juniperus osteosperma:Halogeton glomeratus:Spartina patens:Sarcobatus vermiculatus:Salsola tragus:Cleome lutea:Cleome serrulata,"Sub Unit Description :Old Bonanza highway/ Geology Description : Roadside wash/ Locality Description: From Jensen, take hwy 40 E to Old Bonanza Hwy / 3150 Rd. for 11 mi. Travel S for 6.5 mi. Before Deadman Bench Divide is a wash to the E, from Pinyon-Juniper Hills. Populations occur along the newly burned wash.",1743.4560000000001,40.20666,-109.12583,WGS84,Lat/lon determined by GPS,"Clark, M., Beale, A.","Bureau of Land Management, SOS project",NA,UT080,NA,NA,10,10,North,N,Sandy loam,Sand : sandy loam,Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT080-337,Collector identifier,NA,NA,Other or unclassified name,NA,NA,3:20 AUG 2020:,NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Cleome lutea,NA,NA,Wild material,NA,NA,7/16/2020,"United States, Utah, Unitah","United States, Idaho",150,Wild Habitat,Burned:Grazed,Juniperus osteosperma:Achnatherum hymenoides:Halogeton glomeratus:Sphaeralcea coccinea ssp. coccinea:Sarcobatus vermiculatus:Salsola tragus:Cleome serrulata,"Sub Unit Description :Old bonanza highway/ Geology Description : Deadman Bench Divide/ Locality Description: From Jensen, take hwy 40 E to Old Bonanza Hwy / 3150 Rd. for 11 mi. Travel S for 6.5 mi. Before Deadman Bench Divide is a wash to the E, from Pinyon-Juniper Hills. Populations occur along the newly burned wash.",1743.4560000000001,40.20666,-109.12583,WGS84,Lat/lon determined by GPS,"Clark, M., Beale, A.","Bureau of Land Management, SOS project",NA,UT080,NA,NA,10,10,Northwest,NW,Sandy clay,Sand,Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT080-338,Collector identifier,NA,NA,Other or unclassified name,NA,NA,3:28 JUL 2020:,NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Cleome serrulata,NA,NA,Wild material,NA,NA,8/26/2020,"United States, Utah, Unitah","United States, Idaho",75,Wild Habitat,NA,Juniperus osteosperma:Hesperostipa comata ssp. comata:Achnatherum hymenoides:Sphaeralcea parvifolia:Sphaeralcea coccinea ssp. coccinea:Salsola tragus:Cleome lutea,"Sub Unit Description :Old Bonanza Highway/ Geology Description : Deadman Bench Divide/ Locality Description: From Jensen, take hwy 40 E to Old Bonanza Hwy / 3150 Rd. for 11 mi. Travel S for 6.5 mi. Before Deadman Bench Divide is a wash to the E, from Pinyon-Juniper Hills. Populations occur along the newly burned wash.",1743.4560000000001,40.20666,-109.12583,WGS84,Lat/lon determined by GPS,"Clark, M., Beale, A.","Bureau of Land Management, SOS project",NA,UT080,NA,NA,NA,30-Oct,West,W,Loamy sand,Sand : loamy sand,Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT080-340,Collector identifier,NA,NA,Other or unclassified name,NA,NA,3:20 AUG 2020:,NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Helianthus annuus,NA,NA,Wild material,NA,NA,8/20/2020,"United States, Utah, Unitah","United States, Idaho",100,Wild Habitat,NA,Bassia scoparia:Grindelia squarrosa:Salsola tragus:Bromus tectorum:Pascopyrum smithii:Sarcobatus vermiculatus:Halogeton glomeratus:Ambrosia acanthicarpa,"Sub Unit Description :Red Wash/ Geology Description : Red Wash Road/ Locality Description: From Jensen at the Green River, travel 10 miles east on Hwy 40. Population is scatttered along either roadside.",1441.7040000000002,40.29916,-109.40444,WGS84,Lat/lon determined by GPS,"Clark, M., Beale, A.","Bureau of Land Management, SOS project",NA,UT080,NA,NA,10,10,North,N,Sandy loam,"Clay, Sand",Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT080-342,Collector identifier,NA,NA,Other or unclassified name,NA,NA,3:20 AUG 2020:,NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Helianthus annuus,NA,NA,Wild material,NA,NA,8/20/2020,"United States, Utah, Unitah","United States, Idaho",100,Wild Habitat,NA,Bassia scoparia:Grindelia squarrosa:Salsola tragus:Bromus tectorum:Pascopyrum smithii:Sarcobatus vermiculatus:Halogeton glomeratus:Ambrosia acanthicarpa,"Sub Unit Description :Red Wash/ Geology Description : Red Wash Rd/ Locality Description: From Jensen, take Hwy 40 east, turn south onto Red Wash Road and continue for 7 miles. Plants are along the E side of the road.",1441.7040000000002,40.29916,-109.40444,WGS84,Lat/lon determined by GPS,"Clark, M., Beale, A.","Bureau of Land Management, SOS project",NA,UT080,NA,NA,10,10,North,N,Loamy sand,"Clay, Silt : gravel",Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT080-343,Collector identifier,NA,NA,Other or unclassified name,NA,NA,3:20 AUG 2020:,NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Atriplex canescens,NA,NA,Wild material,NA,NA,10/1/2020,"United States, Utah, Unitah","United States, Idaho",50,Wild Habitat,NA,Grayia spinosa:Ericameria nauseosa:Sporobolus cryptandrus:Tephrosia spicata:Gutierrezia sarothrae:Eriogonum microthecum,"Sub Unit Description :Pelican Lake/ Geology Description : Pelican Lake Campground entrance/ Locality Description: From Vernal, 12.4 miles W on Highway 40/191, 7 miles S on Highway 88, right onto 5500 S for 2.2 miles, left onto 14500E for 1.5 miles continuing onto Pelican Lake road towards the campground. Plants on either side of road",1481.328,40.18297,-109.70644,WGS84,Lat/lon determined by GPS,"Clark, M., Beale, A.","Bureau of Land Management, SOS project",NA,UT080,NA,NA,0,0,East,E,Clay loam,Sand,Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT080-344,Collector identifier,NA,NA,Other or unclassified name,NA,NA,3:05 OCT 2020:,NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Machaeranthera canescens,NA,NA,Wild material,NA,NA,9/30/2020,"United States, Utah, Unitah","United States, Idaho",300,Wild Habitat,Grazed,Ericameria nauseosa:Gutierrezia sarothrae:Grindelia squarrosa:Artemisia tridentata:Sphaeralcea parvifolia:Salsola tragus:Sarcobatus vermiculatus:Ambrosia acanthicarpa,"Sub Unit Description :Snake John Reef/ Geology Description : Highway 40/ Locality Description: From Vernal, ~30 miles E on highway 40 plants south of roadside near CO border",1694.688,40.27722,-109.05694,WGS84,Lat/lon determined by GPS,"Clark, M., Beale, A.","Bureau of Land Management, SOS project",NA,UT080,NA,NA,0,0,West,W,Loamy sand,"Clay, Sand : sandy clay loam",Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT080-345,Collector identifier,NA,NA,Other or unclassified name,NA,NA,3:11 SEP 2020:,NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Machaeranthera canescens,NA,NA,Wild material,NA,NA,10/1/2020,"United States, Utah, Unitah","United States, Idaho",50,Wild Habitat,NA,Atriplex canescens:Bromus tectorum:Salsola tragus:Achnatherum hymenoides:Cryptantha flava:Lepidium montanum:Alyssum alyssoides:Hesperostipa comata:Aristida purpurea:Pleuraphis jamesii:Sphaeralcea parvifolia:Chrysothamnus greenei,"Sub Unit Description :Glen Bench/ Geology Description : Glen Bench/oil Road/ Locality Description: From Naples, 20 mi S on hwy 45, 8 mi W on Glen Bench rd., right (N) onto oil road for .5-1 mile, plants lining roadside",1545.0312000000001,40.1205,-109.42469,WGS84,Lat/lon determined by GPS,"Clark, M., Beale,A.","Bureau of Land Management, SOS project",NA,UT080,NA,NA,NA,30-Oct,Southeast,SE,Loamy sand,Sand : sandy loam,Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT080-348,Collector identifier,NA,NA,Other or unclassified name,NA,NA,3:15 SEP 2020:,NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Cleome serrulata,NA,NA,Wild material,NA,NA,8/15/2020,"United States, Utah, Unitah","United States, Idaho",50,Wild Habitat,NA,Sarcobatus vermiculatus:Artemisia nova:Atriplex confertifolia:Gutierrezia sarothrae:Ericameria nauseosa:Halogeton glomeratus:Bromus tectorum:Salsola tragus,"Sub Unit Description :Cottonwood Wash/ Geology Description : Seep Ridge Road/ Locality Description: From Vernal, 12 miles W to Highway 88, 36 miles S on Highway 88/Seep Ridge Rd, plants on either side of highway",1758.6960000000001,39.83702,-109.59516,WGS84,Lat/lon determined by GPS,"Clark, M., Beale, A.","Bureau of Land Management, SOS project",NA,UT080,NA,NA,10,10,East,E,Sandy loam,Sand : Sandy loam,Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT080-351,Collector identifier,NA,NA,Other or unclassified name,NA,NA,3:20 AUG 2020:,NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Grindelia squarrosa,NA,NA,Wild material,NA,NA,9/30/2020,"United States, Utah, Unitah","United States, Idaho",150,Wild Habitat,NA,Melilotus officinalis:Helianthus annuus:Poa secunda:Ericameria nauseosa:Sarcobatus vermiculatus:Bromus tectorum:Gutierrezia sarothrae:Bassia scoparia:Ambrosia acanthicarpa:Hesperostipa comata:Pascopyrum smithii:Agropyron cristatum,"Sub Unit Description :Musket Shot Springs/ Geology Description : Hwy 40/overlook/ Locality Description: From Vernal, 20 miles E on hwy 40 to Musket Shot Springs overlook. Plants on roadside",1557.528,40.31611,-109.23138,WGS84,Lat/lon determined by GPS,"Clark, M., Beale, A.","Bureau of Land Management, SOS project",NA,UT080,NA,NA,0,0,North,N,Loamy sand,"Clay, Silt : silty clay",Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT080-352,Collector identifier,NA,NA,Other or unclassified name,NA,NA,3:30 SEP 2020:,NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Balsamorhiza incana,NA,NA,Wild material,NA,Yellow flowers with deeply lobed leaves.,7/8/2020,"United States, Wyoming, Fremont","United States, Idaho",1000,Wild Habitat,NA,Amelanchier utahensis:Balsamorhiza sagittata:Cerastium arvense:Lupinus argenteus:Linum lewisii:Comandra umbellata,"Sub Unit Description :BLM Lander Field Office/ Geology Description : Red Canyon ACEC/ Locality Description: Barrett Cree, approximately 1 air mile northwest of Pine Spring in T31N R99W sec. 31, SE 1/4.",2500,42.61309,-108.7028,WGS84,Lat/lon determined by GPS,"Emma Freeland, Rebecca Cross, John Ference","Bureau of Land Management, SOS project",NA,WY050,NA,NA,15,15,South,S,Sandy loam,Other : Loam,Middle Rockies,Middle Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WY050-229,Collector identifier,NA,NA,Other or unclassified name,NA,NA,0::N/A - this was an opportunistic collection and plants were too far along to make good voucher specimens.,NA,"Emma Freeland, BLM Natural Resources Specialist:In Field:08 JUL 2020",NA
NA,W6,NA,W6,NA,NA,SD,Nothocalais troximoides,NA,NA,Wild material,NA,"Yellow ray flower, disc flowers absent. Bracts green with purple stripe. Achene not beaked, pappus less than 40 members.",6/15/2020,"United States, Wyoming, Johnson","United States, Idaho",606,Wild Habitat,NA,Pulsatilla patens:Geum triflorum:Lupinus wyethii:Balsamorhiza incana:Achillea millefolium:Arenaria hookeri:Antennaria umbrinella:Bromus carinatus:Cerastium beeringianum:Oxytropis parryi,"Sub Unit Description :Bighorn National Forest/ Geology Description : Circle Park/ Locality Description: From Buffalo BLM field office, travel West on Hwy 16 for 13.4 miles, then turn right onto Circle Park Road for .2 miles. Collection was taken on hills within 200 feet of road on both sides, and in flat area near first campsites as you continue on road for 0.5 miles.",2419.8072,44.28988,-106.95376,"NAD83",Lat/lon determined by GPS,"Miller, A; Arnold, A; Mirkes, M","Bureau of Land Management, SOS project",NA,WY070,NA,NA,NA,13-Mar,South,S,Sandy loam,Other : Sandy Loam,Middle Rockies,Middle Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WY070-76,Collector identifier,NA,NA,Other or unclassified name,NA,NA,"3:15 JUN 2020:Smithsonian, Rocky Mountain Herbarium, BLM Field Office Buffalo Wyomingû",NA,"SOS Field Crew - Buffalo, WY:In Field:15 JUN 2020",NA
NA,W6,NA,W6,NA,NA,SD,Erigeron caespitosus,NA,NA,Wild material,NA,"Yellow disk flowers, white ray flowers. Villous leaves and stem, leaves linear, with many basal leaves and alternate leaves on stem. Growing as single flowers or tufts, with most flowers one per stem, but occasionally multiple per stem.",6/16/2020,"United States, Wyoming, Campbell","United States, Idaho",147,Wild Habitat,Grazed,Opuntia polyacantha:Artemisia tridentata:Chrysothamnus viscidiflorus:Bromus tectorum:Hesperostipa comata:Gutierrezia sarothrae:Heterotheca villosa:Pascopyrum smithii:Sphaeralcea coccinea:Achillea millefolium:Koeleria macrantha:Bouteloua gracilis:Bromus japonicus,"Sub Unit Description :Burnt Hollow/ Geology Description : Cedar Draw/ Locality Description: From I-90, take exit 124 and turn north on WY50/Skyline Drive and continue .3 miles to the intersection with Hwy 14/16/59. Turn left onto highway 14/16/59 and travel 6.8 miles toward Gillete Regional Airport. When routes divide, turn right onto Highway 59 North. Continue along Highway 59 for 13.4 miles, and turn right into parking area for South BLM unit. Collection occurred within 1000 ft NE of parking area.",1247.8512,44.51734,-105.44013,"NAD83",Lat/lon determined by GPS,"Miller, A; Arnold, A; Mirkes, M","Bureau of Land Management, SOS project",NA,WY070,NA,NA,4,4,Undefined,"SW, W",Sandy loam,Clay,Northwestern Great Plains,Northwestern Great Plains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WY070-77,Collector identifier,NA,NA,Other or unclassified name,NA,NA,"3:16 JUN 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo WY BLM Field Office",NA,"SOS Field Crew-Buffalo, WY:In Field:16 JUN 2020",NA
NA,W6,NA,W6,NA,NA,SD,Erigeron caespitosus,NA,NA,Wild material,NA,"Ray flowers white, approx. 100, disc flowers yellow. Leaves mostly basal, villous leaves and stem.",6/17/2020,"United States, Wyoming, Campbell","United States, Idaho",58,Wild Habitat,Grazed,Artemisia tridentata:Opuntia polyacantha:Arenaria hookeri:Bromus tectorum:Sphaeralcea coccinea:Astragalus purshii:Koeleria macrantha:Tragopogon dubius:Comandra umbellata:Bouteloua gracilis:Gutierrezia sarothrae,"Sub Unit Description :N/A/ Geology Description : Cut Across Road/ Locality Description: From I-90, take exit 102 toward Barber Creek Road, and head south on Barber Creek road for about 1.8 miles. Turn right (headed southwest) onto Buffalo Cut-Across Road/Schoonover Road and continue for 5.1 miles. Plants collected within 0.2 square miles of the road on both sides.",1381.3536000000001,44.12805,-105.9694,"NAD83",Lat/lon determined by GPS,"Miller, A; Arnold, A; Mirkes, M","Bureau of Land Management, SOS project",NA,WY070,NA,NA,NA,NA,Undefined,NA,Sandy loam,Other : Sandy Loam,Northwestern Great Plains,Northwestern Great Plains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WY070-78,Collector identifier,NA,NA,Other or unclassified name,NA,NA,"3:09 JUN 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo WY BLM Field Office",NA,"SOS Field Crew-Buffalo, WY:In Field:09 JUN 2020",NA
