Curator Unique Number,Accession Prefix (NPGS),Accession Number -Assigned,Inventory Prefix,Inventory Number,Inventory Suffix,Inventory Type - Lookup Picker,Taxon -Lookup Picker in GRIN,Received Date -received by site,Life Form -Lookup Picker,Level of Improvement -Lookup Picker,Reproductive Uniformity -Lookup Picker,Note (Accession Narrative),Date Collected or Developed,Geography (Collection) -Lookup Picker in GRIN,Geography (Donor)  -Lookup Picker in GRIN,Number Plants Sampled,Collecting or Acquisition Source - List,Environment Description,Associated Species,Collector Verbatim Locality,Elevation (meters),Latitude -decimal degrees,Longitude -decimal degrees,Georeference Datum,Georeference Protocol - Lookup Picker,Note (Accession Source - Collector),Cooperator (Donor) 1 -full record,Cooperator (Donor) 2 -full record,Cooperator (Collector) 1 -full record,Cooperator (Collector) 2 -full record,Cooperator (Collector) 3 -full record,SLOPE,SLOPE Original Value,ASPECT -lookup picker,ASPECT Original Value,SOIL TEXTURE - lookup picker,Soil TEXTURE Original Value,ECOREGION - Lookup picker,Ecoregion Original Value,Inventory Maintenance Policy,Inventory Maintenance Site -W6,Quantity On Hand,Quantity On Hand Units -'count' or 'packet',"Total Weight -gram (if unknown, leave blank)",Hundred Seed Weight -gram,Seed Count Verification (VALUE CLOSE TO ZERO) -Calcuated column,Parent Inventory,GERMS from DONOR (viability),GERMS from DONOR (test date),Note (Inventory),Accession Name (Identifier 1),Accession Name Category (Identifier 1) -Lookup Picker,"Accession Name Cooperator (Identifier 1) -name, organization",Accession Name (Identifier 2),Accession Name Category (Identifier 2) -Lookup Picker,"Accession Name Cooperator (Identifier 2) -name, organization",Accession Name (Identifier 3),Accession Name Category (Identifier 3) -Lookup Picker,"Accession Name Cooperator (Identifier 3) -name, organization",Collector Voucher Number,Voucher Date,Voucher Location (1),Voucher Location (2),Voucher Location (3),"Voucher Collector -name, organization",Note (Voucher)
NA,W6,NA,W6,NA,NA,SD,Orthocarpus luteus,NA,NA,Wild material,NA,According to Ackerfield Flora  Orthocarpus luteus is found in the Orobanchaceae family  USDA categorizes it into Schrophulariaceae   Flowers are yellow  bracts 10 15 mm long and 3 5 lobed  leaves narrowly lanceolate and entire  leaves and stems mostly dark red  some green present  ,09-06-2017,"United States, Colorado, Grand","United States, Idaho, Ada",327,Wild Habitat,Beetle Kill,Pinus contorta:Artemisia frigida:Potentilla fruticosa:Potentilla sp.:Pulsatilla patens:Campanula rotundifolia:Achillea millefolium:Astragalus sp.:Hedysarum boreale:Eriogonum umbellatum:Geranium richardsonii:Purshia tridentata:Elymus sp.:Bromus sp.:Oxytropis splendens:Ericameria sp.,Sub Unit Description  Strawberry  BLM Road  2751  Geology Description   Fraser River Canyon Access Trail  Locality Description  From Winter Park  head onto Hwy 50  headed west  Continue for about 8 7 miles  then turn right onto CR 84  towards Devil s Thumb Ranch  if you past the town Tabernash  you have gone too far   Continue for 0 43 miles  then turn left onto USFS 129  Continue for 0 75 miles before turning left onto Strawberry  BLM Road  2741  After turning onto Strawberry  continue 1 43 miles  park on left side of road  in front of Fraser River Canyon Access Trail  Walk about 0 2 miles down the trail  and population will be on the NW side of trail on SW facing slope  in small sagebrush meadow surrounded by beetle kill lodgepole pines ,2562.7584,40.00841,-105.84341,WGS84,Lat/lon determined by GPS,"Palmer B., Contento T.","Bureau of Land Management, SOS project",NA,CO932,NA,NA,40,15-65,Southeast,SE,Sandy loam,"Sand, Other : Gravelly sandy loam",Southern Rockies,Southern Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,07-13-2017,Smithsonian,University of Colorado Boulder,NA,"Palmer B. & Dawson C., BLM State Botanist",From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Bouteloua gracilis,NA,NA,Wild material,NA,Leaves somewhat involute  especially when dry  inflorescence of dense  sessile spikelets in two rows and along one side of flattened rachis  papillose based haris on the nerve  three awned ,10-04-2017,"United States, Colorado, Fremont","United States, Idaho, Ada",400,Wild Habitat,NA,Pinus edulis:Juniperus scopulorum:Cylindropuntia imbricata:Opuntia sp.:Echinocereus sp.:Eriogonum brandegeei:Eriogonum umbellatum:Grindelia squarrosa:Mirabilis multiflora:Dalea jamesii:Melampodium leucanthum:Gutierrezia sp.:Atriplex canescens:Helianthus annuus:Bouteloua curtipendula,Sub Unit Description  Garden Park Fossil Area  Geology Description   Marsh Quarry Trail  Locality Description  From the BLM Royal Gorge Field Office  in Canon City   turn right out of parking lot  then turn left onto Dozier Ave  Dozier Ave will turn into Central Ave  Stay on Central   and continue for 0 6 miles  At stop sign  turn right onto Field Ave and continue for 2 2 miles  Turn right onto Red Canyon Road  CR 9   In 0 8 miles  turn right to stay on CR 9  Remain on CR 9 for 2 5 miles  then turn left into Marsh Quarry Say Use Trail parking lot  Population can be found near trail and along adjacent hillsides of carious aspects ,1786.1280000000002,38.53475,-105.22163,WGS84,Lat/lon determined by GPS,Palmer B.,"Bureau of Land Management, SOS project",NA,CO932,NA,NA,27.5,15-40,South,"E, SE, S, SW, W",Loam,Other : Very gravelly/cobbly loam,Southern Rockies,Southern Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,08-31-2017,Smithsonian,University of Colorado Boulder,NA,"Palmer B. & Dawson C., BLM State Botanist",In Field
NA,W6,NA,W6,NA,NA,SD,Bouteloua curtipendula,NA,NA,Wild material,NA,Leaves usually flat  2 7 mm wide  inflorescence of small  pendulous spikes hanging from one side of the stem  lemmas are three awned ,10-04-2017,"United States, Colorado, Fremont","United States, Idaho, Ada",420,Wild Habitat,NA,Pinus edulis:Juniperus scopulorum:Cylindropuntia imbricata:Opuntia sp.:Echinocereus sp.:Eriogonum brandegeei:Eriogonum umbellatum:Grindelia squarrosa:Mirabilis multiflora:Dalea jamesii:Melampodium leucanthum:Gutierrezia sp.:Atriplex canescens:Helianthus annuus:Bouteloua gracilis,Sub Unit Description  Garden Park Fossil Area  Geology Description   Marsh Quarry Trail  Locality Description  From the BLM Royal Gorge Feield Office  in Canyon City   turn right out of parking lot  then turn left onto Dozier Ave  Dozier Ave will turn into Central Ave  stay on Central   and continue for 0 6 miles  At stop sign  turn right onto Field Ave and continue for 2 2 miles  Turn Right onto Red Canyon Road  CR 9   In 0 8 miles  turn right to stay on CR 9  Remain on CR 9 for 2 5 miles  then turn left into Marsh Quarry Day Use Trail parking lot  Population can be found near trail and along adjacent hillsides of various aspects ,1770.5832,38.53372,-105.22063,WGS84,Lat/lon determined by GPS,Palmer B.,"Bureau of Land Management, SOS project",NA,CO932,NA,NA,27.5,15-40,South,"E, SE, S, SW, W",Loam,Other : very gravelly/cobbly loam,Southern Rockies,Southern Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,08-31-2017,Smithsonian,University of Colorado Boulder,NA,"Palmer B. & Dawson C., BLM State Botanist",In Field
NA,W6,NA,W6,NA,NA,SD,Bouteloua gracilis,NA,NA,Wild material,NA,Leaves somewhat involute  especially when dried  inflorescence of dense  sessile spikelets in two rows  along one side of flattened rachis  papillose based hairs on the nerve  and three awned ,10-05-2017,"United States, Colorado, Chaffee","United States, Idaho, Ada",525,Wild Habitat,NA,Pinus edulis:Juniperus scopulorum:Yucca glauca:Mirabilis multiflora:Chrysothamnus sp.:Cercocarpus montanus:Artemisia frigida:Opuntia sp.:Atriplex canescens:Aristida sp.,Sub Unit Description  Shavano Wildlife Management Area Droney Gulch ACEC  Geology Description   Wash Out Road Forest Service Road 5630  Locality Description  From the junction of Hwy 24 and Hwy 285 near Buena Vista  head South on Hwy 285 and continue for about 17 5 miles  Turn right onto Wash Out Road  in the Droney Gulch ACEC area of the Shavano Wildlife Management Area  will be the first right you can take after seeing  Big Bend  sign   Continue about 0 5 miles  and the population is on the north side of road  in a clearing of pinion juniper woodland  near an old camping area ,2298.192,38.56977,-106.08625,WGS84,Lat/lon determined by GPS,Palmer B.,"Bureau of Land Management, SOS project",NA,CO932,NA,NA,2.5,0-5,North,N,Sandy loam,Other : very gravelly sandy loam,Southern Rockies,Southern Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,08-17-2017,Smithsonian,University of Colorado Boulder,NA,"Palmer B. & Dawson C., BLM State Botanist",From pressed specimen on day of collection
NA,W6,NA,W6,NA,NA,SD,Bouteloua gracilis,NA,NA,Wild material,NA,Leaves are involute when dry  inflorescence of dense  spikelets in two rows along a flattened rachis  papillose based hairs on the nerve  3 awned ,10-20-2017,"United States, Colorado, Clear Creek","United States, Idaho, Ada",255,Wild Habitat,Residential area,Cercocarpus montanus:Juniperus scopulorum:Yucca glauca:Opuntia fragilis:Artemisia frigida:Verbascum thapsus:Hordeum jubatum:Bromus tectorum,Sub Unit Description  Idaho Springs  Geology Description   1908 Wall Street  Locality Description  From the BLM Lakewood State Office  head west on I 70  Follow I 70 until the first Idaho Springs exit  get off interstate at Colorado Blvd  taking exit 241A  At traffic circle  take 2nd exit  Continue on Colorado Blvd for 0 6 miles  then turn right onto 23rd Ave  Follow and continue as street turns left  onto Wall Street  Destination is on the right side after 0 2 miles  Population found on private property  up steep SE facing hillside ,2319.5280000000002,39.74432,-105.51231,WGS84,Lat/lon determined by GPS,"Palmer B., Contento T., Birtwistle A.","Bureau of Land Management, SOS project",NA,CO932,NA,NA,50,30-70,Southeast,SE,Sandy loam,Other : Gravelly sandy loam,Southern Rockies,Southern Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,10-20-2017,Smithsonian,,NA,"Palmer & Dawson, BLM",From pressed specimen on day of collection
NA,W6,NA,W6,NA,NA,SD,Castilleja angustifolia var. dubia,NA,NA,Wild material,NA,Current family in Ackerfield flora is Orobanchaceae  USDA recognizes it as Scrophulariaceae and synonymous with C  angustifolia   Leaves linear to lanceolate with deep lateral lobes  stem leafy above root crown  bright red bracts     Castilleja chromosa,07-03-2017,"United States, Colorado, Eagle","United States, Idaho, Ada",200,Wild Habitat,Grazed,Penstemon watsonii:Artemisia tridentata ssp. vaseyana:Juniperus monosperma:Chrysothamnus sp.:Pinus edulis:Hedysarum boreale:Stanleya pinnata:Elymus elymoides:Achnatherum hymenoides:Penstemon caespitosus,Sub Unit Description  Eagle County Open Space  E Eagle   Geology Description   Bellyache Road  near American Tower Corporation access gate  Locality Description  From Vail  head west on I 70  Get off interstate at exit 147  toward Eagle County Regional Airport  At traffic circle  take 3rd exit  onto Eby Creek Road  Stay on Eby Creek Rd until you pass over the Eagle River  at this traffic circle take 2nd exit onto Bluffs road  which will turn into E 2nd St  Follow until you are forced to turn  turn right  then immediately left  into Eagle County open space  Bellyache Road   Follow 1 3 miles up Bellyache Road  Road makes a strong right turn and the American Corp gate is on the left  population among Sagebrush dominant community ,2228.088,39.66027,-106.79833000000001,WGS84,Lat/lon determined by GPS,"Ripley, N.","Bureau of Land Management, SOS project",NA,CO932A,NA,NA,15,15-Oct,North,N,Clay loam,Other : Clay Loam,Southern Rockies,Southern Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,06-16-2017,Smithsonian,University of Colorado Boulder,NA,"Dawson C., BLM State Botanist",From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Astragalus pattersonii,NA,NA,Wild material,NA,White pea flowers  aging yellowish,07-18-2017,"United States, Colorado, Eagle","United States, Idaho, Ada",138,Wild Habitat,Grazed,Artemisia tridentata ssp. vaseyana:Chrysothamnus sp.:Agropyron cristatum,Sub Unit Description  Horse Mountain Road  Geology Description   CR 54  Locality Description  Tkae Hwy 131 from Wolcott  then first left on Hwy4 signed Horse Mountain Ranch  Take a right fork onto CR 54 after the Bocco Mountain parking lot  Follow road about one more mile  population on NE side of road ,2389.632,39.74916,-106.725,"NAD83",Lat/lon determined by GPS,"Ripley N., Bachman J.","Bureau of Land Management, SOS project",NA,CO932A,NA,NA,15,15-Oct,Uncertain,"S, SW",Silty clay loam,"Silt, Other : Silty clay loam",Southern Rockies,Southern Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,06-16-2017,Smithsonian,,NA,"Dawson C., BLM State Botanist; Palmer B, BLM",From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Artemisia tridentata subsp. vaseyana,NA,NA,Wild material,NA,Tomentose  aromatic  gray leaves and white flowers,10-25-2017,"United States, Colorado, Eagle","United States, Idaho, Ada",2000,Wild Habitat,Grazed:deer/elk,Eriogonum umbellatum:Lupinus argenteus:Penstemon watsonii:Amelanchier alnifolia:Balsamorhiza sagittata:Rosa woodsii:Ericameria nauseosa ssp. consimilis var. oreophila:Bromus sp.,Sub Unit Description  BLM State Bridge  Geology Description   Castle Peak  BLM Rd 2850  Locality Description  Take Hwy 131 North from Wolcott towards Steamboat  2 miles before State Bridge take a BLM access road on the left  Follow dirt road about 1 mile ,2350.0080000000003,39.83916,-106.64916,"NAD83",Lat/lon determined by GPS,"Lee C., Courtens N., Ripley N.","Bureau of Land Management, SOS project",NA,CO932A,NA,NA,2.5,0-5,Northeast,NE,Loamy sand,"Sand, Other : Stony loamy sand",Southern Rockies,Southern Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,10-25-2017,Smithsonian,,NA,"Ripley N, Betty Ford Alpine Gardens",In Field
NA,W6,NA,W6,NA,NA,SD,Artemisia tridentata subsp. vaseyana,NA,NA,Wild material,NA,Tomentose  aromatic  gray leaves and white flowers,10-25-2017,"United States, Colorado, Eagle","United States, Idaho, Ada",250,Wild Habitat,Trampled:Plants surrounded by busy parking lot,Populus angustifolia:Juniperus scopulorum:Ericameria nauseosa:Bromus sp.,Sub Unit Description  BLM State Bridge  Geology Description   State Bridge River Access on Colorado River  Locality Description  Take Hwy 131 North from Wolcott towards Steamboat  Just before crossing Colorado River at State Bridge  boat launch and parking lot is on the right ,2093.976,39.85777,-106.64861,"NAD83",Lat/lon determined by GPS,"Lee C., Courtens N., Ripley N.","Bureau of Land Management, SOS project",NA,CO932A,NA,NA,2.5,0-5,South,S,Fine sandy loam,Sand : Fine sandy loam,Southern Rockies,Southern Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,10-25-2017,Smithsonian,,NA,"Ripley N, Betty Ford Alpine Garden",In Field
NA,W6,NA,W6,NA,NA,SD,Lupinus argenteus,NA,NA,Wild material,NA,NA,07-13-2017,"United States, Utah, Rich","United States, Idaho, Ada",213,Wild Habitat,Grazed,Artemisia tridentata:Calochortus nuttallii:Eriogonum umbellatum:Castilleja chromosa:Chrysothamnus depressus,Sub Unit Description  BLM  Geology Description   TRI 12  Locality Description  From the Junction of HWY 30 and HWY16  north of Randolph  UT  head west on HWY 30 towards Bear Lake for  7 7 miles to Otter Creek Rd  which is across the street from a brake check stop  Head south on Otter Crk  for  2miles to a Y in the road  Park here  The population is  50m east of road ,2190.2928,41.77872,-111.26905,"NAD83",Lat/lon determined by GPS,"Chapman A., Spencer C.,","Bureau of Land Management, SOS project",NA,CP2,NA,NA,5,5,Uncertain,"NE, E",Clay,Clay,Wyoming Basin,Wyoming Basin (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,GSG-1,Collector identifier,NA,GSG-1,Other or unclassified name,NA,NA,07-04-2017,Smithsonian,Garrett Herbarium (Natural History Museum of Utah),NA,Red Butte Garden,In Field
NA,W6,NA,W6,NA,NA,SD,Eriogonum umbellatum,NA,NA,Wild material,NA,NA,07-26-2017,"United States, Utah, Rich","United States, Idaho, Ada",145,Wild Habitat,Grazed,Lupinus argenteus:Artemisia tridentata:Artemisia arbuscula:Antennaria microphylla,Sub Unit Description  BLM  Geology Description   TRI 12  Locality Description  From the Junction of HWY 30 and HWY16  north of Randolph  UT  head west on HWY 30 towards Bear Lake for  7 7 miles to Otter Creek Rd  which is across the street from a brake check stop  Head south on Otter Crk  for  2miles to a Y in the road  Park here  The population is  50m east of road ,2190.2928,41.77872,-111.26905,"NAD83",Lat/lon determined by GPS,"Chapman A., Spencer C.","Bureau of Land Management, SOS project",NA,CP2,NA,NA,5,5,Uncertain,"NE, E",Clay,Clay,Wyoming Basin,Wyoming Basin (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,07-26-2017,Smithsonian,Garrett Museum (Natural History Museum of Utah),NA,Red Butte Garden,In Field
NA,W6,NA,W6,NA,NA,SD,Eriogonum umbellatum,NA,NA,Wild material,NA,NA,07-26-2017,"United States, Utah, Rich","United States, Idaho, Ada",160,Wild Habitat,Grazed,Lupinus argenteus:Artemisia tridentata:Artemisia arbuscula:Tetradymia axillaris:Calochortus nuttallii:Calochortus nuttallii,Sub Unit Description  BLM  Geology Description   TRI 12  Locality Description  From the Junction of Hwy 30 and 16   NOrth of Randolph  UT  Head west on the 30 towards Bear Lake for 7 7miles  Turn south on Otter Creek Road  large Public Lands Sign   Continue for  6miles making sure to stay on otter creek road  keeping right at obvious forks   Population is up the hill to the south of the rd  Large wire  basket  is on the hill and can be seen from road ,2129.3328,41.75413,-111.30452,"NAD83",Lat/lon determined by GPS,"Chapman A., Spencer C.","Bureau of Land Management, SOS project",NA,CP2,NA,NA,18,18,Uncertain,NA,Clay,Clay,Wyoming Basin,Wyoming Basin (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,07-26-2017,Smithsonian,Garrett Museum (Natural History Museum of Utah),NA,Bruce Pavlik Red Butte Garden,In Field
NA,W6,NA,W6,NA,NA,SD,Eriogonum heracleoides,NA,NA,Wild material,NA,NA,07-31-2017,"United States, Utah, Box Elder","United States, Idaho, Ada",50,Wild Habitat,Road Side,Symphoricarpos oreophilus var. utahensis:Lupinus argenteus:Artemisia tridentata:Senecio integerrimus:Senecio integerrimus,Sub Unit Description  BLM  Geology Description   NA  Locality Description  From Lynn  UT take Cotton Thomas Rd to the apex of the hill at the Junction with Cotton Thomas Basin Rd  Population is to the west of the road ,2056.4856,41.85219,-113.79158,"NAD83",Lat/lon determined by GPS,"Chapman A., Spencer C.","Bureau of Land Management, SOS project",NA,CP2,NA,NA,30,30,Uncertain,"NE, E",Sand,Sand,Central Basin and Range,Central Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,07-31-2017,Smithsonian,Garrett Museum (Natural History Museum of Utah),NA,Bruce Pavlik - Red Butte Gardens,In Field
NA,W6,NA,W6,NA,NA,SD,Achillea millefolium,NA,NA,Wild material,NA,NA,08-07-2017,"United States, Utah, Wasatch","United States, Idaho, Ada",150,Wild Habitat,NA,Artemisia tridentata:Eriogonum heracleoides:Potentilla gracilis:Potentilla fruticosa:Chrysothamnus depressus,Sub Unit Description  NSF  Geology Description   Mud Creek  Locality Description  From Heber  UT hop on HWY 40 towards Strawberry Reservoir and turn right on FR 131 towards the Marina  after 2 7 miles turn right onto Mud Creek Road  FR  150  and continue for  2miles to a large camping site  Population is 10m to the South and continues for  100m around the area ,2343.9120000000003,40.2025,-111.19361,"NAD83",Lat/lon determined by GPS,"Chapman, A; Spencer, C","Bureau of Land Management, SOS project",NA,CP2,NA,NA,7,7,Uncertain,"S, SW",Clay,Clay,Wasatch and Uinta Mountains,Wasatch and Uinta Mountains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,08-07-2017,Smithsonian,Brigham Young University,NA,Sarah Barlow,In Field
NA,W6,NA,W6,NA,NA,SD,Eriogonum heracleoides,NA,NA,Wild material,NA,NA,08-07-2017,"United States, Utah, Wasatch","United States, Idaho, Ada",250,Wild Habitat,NA,Artemisia tridentata:Potentilla fruticosa:Achillea lanulosa:Achillea millefolium:Potentilla gracilis:Chrysothamnus depressus,Sub Unit Description  NSF  Geology Description   NSF  Locality Description  From Heber  UT hop on HWY 40 towards Strawberry Reservoir and turn right on FR 131 towards the Marina  After 2 7 miles turn right onto Mud Creek Road  FR  150  and continue for  2miles  Population is south of a large camping pullout ,2343.9120000000003,40.2025,-111.19361,"NAD83",Lat/lon determined by GPS,"Chapman, A.; Spencer, C.","Bureau of Land Management, SOS project",NA,CP2,NA,NA,7,7,Uncertain,"S, SW",Clay,Clay,Wasatch and Uinta Mountains,Wasatch and Uinta Mountains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,08-07-2017,Smithsonian,Brigham Young University,NA,Bruce Pavlik-Red Butte Garden,From pressed specimen on day of collection
NA,W6,NA,W6,NA,NA,SD,Potentilla gracilis,NA,NA,Wild material,NA,Red Stem,08-07-2017,"United States, Utah, Wasatch","United States, Idaho, Ada",150,Wild Habitat,NA,Potentilla fruticosa:Artemisia tridentata:Achillea millefolium:Eriogonum heracleoides,Sub Unit Description  NSF  Geology Description   NSF  Locality Description  From Heber  UT hop on HWY 40 towards Strawberry Reservoir and turn right on FR 131 towards the Marina  after 2 7 miles turn right onto Mud Creek Road  FR  150  and continue for  2miles  Population is south of a large camping pullout ,2343.9120000000003,40.2025,-111.19361,"NAD83",Lat/lon determined by GPS,"Chapman, A.; Spencer, C.","Bureau of Land Management, SOS project",NA,CP2,NA,NA,7,7,Uncertain,"S, SW",Clay,Clay,Wasatch and Uinta Mountains,Wasatch and Uinta Mountains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,08-07-2017,Smithsonian,Brigham Young University,NA,Bruce Pavlik-Red Butte Garden,From pressed specimen on day of collection
NA,W6,NA,W6,NA,NA,SD,Achillea millefolium,NA,NA,Wild material,NA,NA,08-07-2017,"United States, Utah, Wasatch","United States, Idaho, Ada",71,Wild Habitat,NA,Artemisia tridentata:Salix exigua:Potentilla gracilis:Lupinus argenteus,Sub Unit Description  National Forest Service  Geology Description   Squaw Creek  Locality Description  From Heber  UT hop on HWy 40 towards Strawberry Reservoir until reaching the Strawberry Res turnoff to the Marina  FR 131   Turn right on Fr 131 and drive for 11 6 miles to Squaw Creek Rd  FR 110   At the T continue North on FR  110 for  9 miles  Population is on south side of road ,2343.9120000000003,40.13547,-111.18925,"NAD83",Lat/lon determined by GPS,"Chapman, A.; Spencer, C.","Bureau of Land Management, SOS project",NA,CP2,NA,NA,3,3,North,"N, NE, NW",Clay,"Clay, Silt",Wasatch and Uinta Mountains,Wasatch and Uinta Mountains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,08-07-2017,Smithsonian,Brigham Young University,NA,Bruce Pavlik - Red Butte Garden,From pressed specimen on day of collection
NA,W6,NA,W6,NA,NA,SD,Linum lewisii,NA,NA,Wild material,NA,Flowers are white with blue streaks to pale blue in color  Each stem has several flowers  Leaves are narrow and around 3 4 inches long ,06-12-2017,"United States, Utah, Iron","United States, Idaho, Ada",1000,Wild Habitat,Grazed,Artemisia nova:Astragalus lentiginosus:Sphaeralcea parvifolia,Sub Unit Description  BLM area  Geology Description   Parowan Gap  Locality Description  From Cedar City  UT  drive N  on Hwy 130 to Parowan Gap  Site begings on both sides of the road about 500 yards N  of the Parowan Gap Road ,1714.1952000000001,37.92645,-113.03293,"NAD83",Lat/lon determined by GPS,"JBG, ANM, JAM, RMO","Bureau of Land Management, SOS project",NA,CP3,NA,NA,0,0,Northwest,NW,Sand,Sand,Central Basin and Range,Central Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Marabella 17-001,Collector identifier,NA,Marabella 17-001,Other or unclassified name,NA,NA,05-25-2017,Smithsonian,SUU,NA,"R. M. Ogburn, SUU",In Field
NA,W6,NA,W6,NA,NA,SD,Penstemon laevis,NA,NA,Wild material,NA,Light purple blue flowers with fused petals  Seed pods are red and round ,08-08-2017,"United States, Utah, Kane","United States, Idaho, Ada",75,Wild Habitat,Grazed,Bromus tectorum:Bouteloua gracilis:Artemisia sp.:Artemisia sp.,Sub Unit Description  Kinnikinnic Spring  Geology Description   Yellowjacket  Locality Description  From 300 W 300 N in Kanab  drive 6 97 miles North on US 89  Turn left  W  on Hancock Rd and drive 2 15 miles  Turn right  NW  onto the dirt road and drive 0 37 miles  Plants are on the W side of the road ,1788.2616,37.1373,-112.60617,"NAD83",Lat/lon determined by GPS,"ANM, JAM","Bureau of Land Management, SOS project",NA,CP3,NA,NA,0,0,Uncertain,NA,Clay,Clay,Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Marabella 17.007,Collector identifier,NA,Marabella 17.007,Other or unclassified name,NA,NA,06-07-2017,Smithsonian,SUU,NA,"R.M. Ogburn, SUU",From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Sphaeralcea parvifolia,NA,NA,Wild material,NA,Grenadine  light medium orange  colored flowers with five petals surrounding a yellow center  Light green leaves and light green  juvenile seed pods ,07-11-2017,"United States, Utah, Kane","United States, Idaho, Ada",260,Wild Habitat,None,Cleome lutea:Bromus tectorum:Cleome serrulata:Machaeranthera tanacetifolia,Sub Unit Description  Lower Hog Canyon  Geology Description   Lower Hog Canyon  Locality Description  From 300 W 300 N in Kanab  drive 1 24 miles North on US 89  Turn right  east  onto the dirt road and drive 0 30 miles  Plants are on both sides of the road ,1534.9728,37.06918,-112.53324,"NAD83",Lat/lon determined by GPS,"ANM, JAM","Bureau of Land Management, SOS project",NA,CP3,NA,NA,0,0,Uncertain,NA,Sand,Sand,Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Marabella 17.008,Collector identifier,NA,Marabella 17.008,Other or unclassified name,NA,NA,06-07-2017,Smithsonian,SUU,NA,"R.M. Ogburn, SUU",From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Astragalus lentiginosus,NA,NA,Wild material,NA,Purple flowers  red stems  Inflated  beaked legume pod with groove on the side  Dried pods have a papery texture and pods are dehiscent ,06-11-2017,"United States, Utah, Iron","United States, Idaho, Ada",140,Wild Habitat,Grazed,Linum lewisii:Sphaeralcea parvifolia:Artemisia nova,Sub Unit Description  BLM area  Geology Description   Parowan Gap  Locality Description  From Cedar City  UT drive North on Hwy 130 to Parowan Gap Road  Site begins on both sides of 130 about 500 yards n  OF Parowan Gap Road ,1714.1952000000001,37.92568,-113.02968,"NAD83",Lat/lon determined by GPS,"JBG, ANM, BMW","Bureau of Land Management, SOS project",NA,CP3,NA,NA,0,0,Uncertain,NA,Sand,Sand,Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ogburn 17.009,Collector identifier,NA,Ogburn 17.009,Other or unclassified name,NA,NA,05-23-2017,Smithsonian,SUU,NA,"R.M.Ogburn, SUU",From pressed specimen on another date
