Curator Unique Number,Accession Prefix (NPGS),Accession Number -Assigned,Inventory Prefix,Inventory Number,Inventory Suffix,Inventory Type - Lookup Picker,Taxon -Lookup Picker in GRIN,Received Date -received by site,Life Form -Lookup Picker,Level of Improvement -Lookup Picker,Reproductive Uniformity -Lookup Picker,Note (Accession Narrative),Date Collected or Developed,Geography (Collection) -Lookup Picker in GRIN,Geography (Donor)  -Lookup Picker in GRIN,Number Plants Sampled,Collecting or Acquisition Source - List,Environment Description,Associated Species,Collector Verbatim Locality,Elevation (meters),Latitude -decimal degrees,Longitude -decimal degrees,Georeference Datum,Georeference Protocol - Lookup Picker,Note (Accession Source - Collector),Cooperator (Donor) 1 -full record,Cooperator (Donor) 2 -full record,Cooperator (Collector) 1 -full record,Cooperator (Collector) 2 -full record,Cooperator (Collector) 3 -full record,SLOPE,SLOPE Original Value,ASPECT -lookup picker,ASPECT Original Value,SOIL TEXTURE - lookup picker,Soil TEXTURE Original Value,ECOREGION - Lookup picker,Ecoregion Original Value,Inventory Maintenance Policy,Inventory Maintenance Site -W6,Quantity On Hand,Quantity On Hand Units -'count' or 'packet',"Total Weight -gram (if unknown, leave blank)",Hundred Seed Weight -gram,Seed Count Verification (VALUE CLOSE TO ZERO) -Calcuated column,Parent Inventory,GERMS from DONOR (viability),GERMS from DONOR (test date),Note (Inventory),Accession Name (Identifier 1),Accession Name Category (Identifier 1) -Lookup Picker,"Accession Name Cooperator (Identifier 1) -name, organization",Accession Name (Identifier 2),Accession Name Category (Identifier 2) -Lookup Picker,"Accession Name Cooperator (Identifier 2) -name, organization",Accession Name (Identifier 3),Accession Name Category (Identifier 3) -Lookup Picker,"Accession Name Cooperator (Identifier 3) -name, organization",Collector Voucher Number,Voucher Date,Voucher Location (1),Voucher Location (2),Voucher Location (3),"Voucher Collector -name, organization",Note (Voucher)
NA,W6,NA,W6,NA,NA,SD,Muhlenbergia sinuosa,NA,NA,Wild material,NA,NA,10-30-2018,"United States, Arizona , Santa Cruz","United States, Idaho",300,Wild Habitat,Grazed:Flooded,Sporobolus wrightii:Bouteloua repens:Machaeranthera gracilis:Aristida adscensionis:Prosopis velutina,Sub Unit Description :Babocomari Ranch/ Geology Description : Vaughn Canyon/ Locality Description: Take main ranch road to Vaughn Canyon crossing. Population is growing in the canyon drainage.,1426.1592,31.62711,-110.5008,"NAD83",Lat/lon determined by GPS,"Allegra Mount, Aishah Lurry, Zach Farley, Andrew Botz","Bureau of Land Management, SOS project",NA,AZ930,NA,NA,2.5,0-5,Undefined,NA,Sandy clay loam,NA,Madrean Archipelago,Madrean Archipelago (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ930-416,Collector identifier,NA,NA,Other or unclassified name,NA,NA,10-30-2018,BLM Arizona, Smithsonian,NA,Allegra Mount,In Field
NA,W6,NA,W6,NA,NA,SD,Eriogonum polycladon,NA,NA,Wild material,NA,Flowers white,10-30-2018,"United States, Arizona , Santa Cruz","United States, Idaho",180,Wild Habitat,Grazed:Flooded,Sporobolus wrightii:Aristida adscensionis:Bouteloua curtipendula:Bouteloua repens:Prosopis velutina:Machaeranthera gracilis,Sub Unit Description :Babocomari Ranch/ Geology Description : Vaughn Canyon/ Locality Description: Take main ranch road to Vaughn Canyon crossing. Population is growing in the canyon drainage.,1426.1592,31.62711,-110.5008,"NAD83",Lat/lon determined by GPS,"Allegra Mount, Aishah Lurry, Zach Farley, Andrew Botz","Bureau of Land Management, SOS project",NA,AZ930,NA,NA,2.5,0-5,Undefined,NA,Sandy clay loam,Sand,Madrean Archipelago,Madrean Archipelago (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ930-417,Collector identifier,NA,NA,Other or unclassified name,NA,NA,10-30-2018,BLM Arizona, Smithsonian,NA,Allegra Mount,From pressed specimen on day of collection
NA,W6,NA,W6,NA,NA,SD,Bouteloua hirsuta,NA,NA,Wild material,NA,NA,10-31-2018,"United States, Arizona , Cochise","United States, Idaho",400,Wild Habitat,Grazed:Flooded,Quercus arizonica:Piptochaetium fimbriatum:Bouteloua gracilis:Juniperus monosperma:Muhlenbergia richardsonis:Muhlenbergia rigens:Rhus trilobata,Sub Unit Description :Chiricahua Mountains/ Geology Description : Pinery Canyon/ Locality Description: Population is on banks and hillsides above Pine creek in Pinery Canyon.,1766.0112000000001,31.95522,-109.31147,"NAD83",Lat/lon determined by GPS,"Perin McNelis, Alex Arnold, Travis Gerckens","Bureau of Land Management, SOS project",NA,AZ930,NA,NA,20,20-May,Undefined,"SE, S",Sandy clay loam,"Silt, Sand",Madrean Archipelago,Madrean Archipelago (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ930-418,Collector identifier,NA,NA,Other or unclassified name,NA,NA,10-31-2018,BLM Arizona, Smithsonian,NA,Perin McNelis,In Field
NA,W6,NA,W6,NA,NA,SD,Muhlenbergia emersleyi,NA,NA,Wild material,NA,NA,10-31-2018,"United States, Arizona , Cochise","United States, Idaho",700,Wild Habitat,Grazed:Flooded,Bouteloua gracilis:Piptochaetium fimbriatum:Muhlenbergia rigens:Juniperus monosperma:Quercus arizonica:Quercus emoryi:Rhus trilobata,Sub Unit Description :Chiricahua Mountains/ Geology Description : Pinery Canyon/ Locality Description: Population is on banks and hillsides above Pine creek in Pinery Canyon.,1766.0112000000001,31.95522,-109.30397,"NAD83",Lat/lon determined by GPS,"Perin McNelis, Alex Arnold, Travis Gerckens","Bureau of Land Management, SOS project",NA,AZ930,NA,NA,20,20-May,Undefined,"SE, S",Sandy clay loam,"Silt, Sand",Madrean Archipelago,Madrean Archipelago (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ930-419,Collector identifier,NA,NA,Other or unclassified name,NA,NA,10-31-2018,BLM Arizona, Smithsonian,NA,Perin McNelis,In Field
NA,W6,NA,W6,NA,NA,SD,Machaeranthera bigelovii,NA,NA,Wild material,NA,Flowers purple,11-02-2018,"United States, Arizona , Navajo","United States, Idaho",75,Wild Habitat,Grazed:Flooded,Artemisia tridentata:Chenopodium graveolens:Pinus edulis:Artemisia frigida:Salsola tragus,Sub Unit Description :Black Mesa/ Geology Description : Yazzie Wash/ Locality Description: Population is found where the overland road from the mine meets Yazzie Wash.,2054.3520000000003,36.56805,-110.43119,"NAD83",Lat/lon determined by GPS,Allegra Mount,"Bureau of Land Management, SOS project",NA,AZ930,NA,NA,2.5,0-5,Undefined,"N, NE, E, SE, S, SW, W, NW",Sandy clay loam,Sand,Arizona/New Mexico Plateau,Arizona/New Mexico Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ930-420,Collector identifier,NA,NA,Other or unclassified name,NA,NA,11-02-2018,BLM Arizona, Smithsonian,NA,Allegra Mount,From pressed specimen on day of collection
NA,W6,NA,W6,NA,NA,SD,Atriplex canescens,NA,NA,Wild material,NA,NA,11-01-2018,"United States, Arizona , Navajo","United States, Idaho",75,Wild Habitat,Grazed,Eriogonum umbellatum:Tetraneuris acaulis:Pinus edulis:Artemisia tridentata:Purshia stansburiana,Sub Unit Description :Black Mesa/ Geology Description : Y/ Locality Description: Population is found on road to residences near natural area close to unit J-27.,2109.216,36.46016,-110.3373,"NAD83",Lat/lon determined by GPS,Allegra Mount,"Bureau of Land Management, SOS project",NA,AZ930,NA,NA,10,0-20,Undefined,"N, NE, E, SE, S, SW, W, NW",Sandy clay loam,Sand : Loam,Arizona/New Mexico Plateau,Arizona/New Mexico Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ930-421,Collector identifier,NA,NA,Other or unclassified name,NA,NA,11-01-2018,BLM Arizona, Smithsonian,NA,Allegra Mount,In Field
NA,W6,NA,W6,NA,NA,SD,Artemisia frigida,NA,NA,Wild material,NA,NA,11-02-2018,"United States, Arizona , Navajo","United States, Idaho",100,Wild Habitat,Grazed:Flooded,Chenopodium graveolens:Pinus edulis:Machaeranthera bigelovii:Salsola tragus:Chrysothamnus viscidiflorus:Artemisia tridentata,Sub Unit Description :Black Mesa/ Geology Description : Yazzie Wash/ Locality Description: Population is found where the overland road from the mine meets Yazzie Wash.,2054.3520000000003,36.56805,-110.43119,"NAD83",Lat/lon determined by GPS,Allegra Mount,"Bureau of Land Management, SOS project",NA,AZ930,NA,NA,2.5,0-5,Undefined,"N, NE, E, SE, S, SW, W, NW",Sandy clay loam,Sand,Arizona/New Mexico Plateau,Arizona/New Mexico Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ930-422,Collector identifier,NA,NA,Other or unclassified name,NA,NA,11-02-2018,BLM Arizona, Smithsonian,NA,Allegra Mount,In Field
NA,W6,NA,W6,NA,NA,SD,Artemisia frigida,NA,NA,Wild material,NA,NA,11-03-2018,"United States, Arizona , Navajo","United States, Idaho",78,Wild Habitat,Grazed,Artemisia tridentata:Gutierrezia microcephala:Chenopodium graveolens:Pinus edulis:Marrubium vulgare:Salsola tragus,"Sub Unit Description :Black Mesa/ Geology Description : NA/ Locality Description: Population is found on road to tribal residences past reclamation unit J21, in sagebrush-domination clearing/flat.",2175.9672,36.45877,-110.23525,"NAD83",Lat/lon determined by GPS,Allegra Mount,"Bureau of Land Management, SOS project",NA,AZ930,NA,NA,2.5,0-5,Undefined,"N, NE, E, SE, S, SW, W, NW",Clay loam,Sand : Loam,Arizona/New Mexico Plateau,Arizona/New Mexico Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ930-423,Collector identifier,NA,NA,Other or unclassified name,NA,NA,11-03-2018,BLM Arizona, Smithsonian,NA,Allegra Mount,In Field
NA,W6,NA,W6,NA,NA,SD,Chrysothamnus viscidiflorus,NA,NA,Wild material,NA,Flowers yellow,11-01-2018,"United States, Arizona , Navajo","United States, Idaho",52,Wild Habitat,NA,Pinus edulis:Artemisia tridentata:Eriogonum umbellatum:Atriplex canescens:Purshia stansburiana:Tetraneuris acaulis,Sub Unit Description :Black Mesa/ Geology Description : NA/ Locality Description: Population is found on road to residences near natural area close to unit J-27.,2109.216,36.46016,-110.3373,"NAD83",Lat/lon determined by GPS,Allegra Mount,"Bureau of Land Management, SOS project",NA,AZ930,NA,NA,10,0-20,Undefined,"N, NE, E, SE, S, SW, W, NW",Sandy loam,"Clay, Sand, Other : Loam",Arizona/New Mexico Plateau,Arizona/New Mexico Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ930-424,Collector identifier,NA,NA,Other or unclassified name,NA,NA,11-01-2018,BLM Arizona, Smithsonian,NA,Allegra Mount,In Field
NA,W6,NA,W6,NA,NA,SD,Asclepias subverticillata,NA,NA,Wild material,NA,NA,11-03-2018,"United States, Arizona , Coconino","United States, Idaho",120,Wild Habitat,Grazed,Salsola tragus:Sphaeralcea parvifolia:Hilaria jamesii:Senecio flaccidus var. flaccidus:Gutierrezia microcephala:Sporobolus cryptandrus:Aristida purpurea var. longiseta,Sub Unit Description :Arizona Strip/ Geology Description : NA/ Locality Description: FS Rd 22 behind FS Tanglefoot work area storage space.,1439.2656000000002,36.92638,-112.50355,"NAD83",Lat/lon determined by GPS,Allegra Mount,"Bureau of Land Management, SOS project",NA,AZ930,NA,NA,2.5,0-5,Undefined,"N, NE, E, SE, S, SW, W, NW",Sandy loam,"Clay, Silt, Other : Silty Clay Loam",Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ930-425,Collector identifier,NA,NA,Other or unclassified name,NA,NA,11-03-2018,BLM Arizona, Smithsonian,NA,Allegra Mount,In Field
NA,W6,NA,W6,NA,NA,SD,Chrysothamnus viscidiflorus subsp. viscidiflorus,NA,NA,Wild material,NA,Flowers yellow,11-04-2018,"United States, Arizona , Coconino","United States, Idaho",58,Wild Habitat,Grazed:Trampled,Hilaria jamesii:Chrysothamnus viscidiflorus:Tamarix ramosissima:Salsola tragus:Marrubium vulgare:Gutierrezia microcephala,"Sub Unit Description :Arizona Strip/ Geology Description : Johnson Wash/ Locality Description: Access from road just northwest of Johnson Wash, 5.7 miles southeast of Fredonia. Along wash throughout, but main population sampled is approximately 0.5 miles from second cattle gate.",1463.3448,36.92638,-112.50355,"NAD83",Lat/lon determined by GPS,Allegra Mount,"Bureau of Land Management, SOS project",NA,AZ930,NA,NA,20,0-40,Undefined,NA,Clay loam,"Clay, Silt, Sand",Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ930-426,Collector identifier,NA,NA,Other or unclassified name,NA,NA,11-04-2018,BLM Arizona, Smithsonian,NA,Allegra Mount,In Field
NA,W6,NA,W6,NA,NA,SD,Gutierrezia microcephala,NA,NA,Wild material,NA,Flowers yellow,11-04-2018,"United States, Arizona , Coconino","United States, Idaho",75,Wild Habitat,Grazed:Flooded:Trampled,Hilaria jamesii:Chrysothamnus viscidiflorus ssp. viscidiflorus:Tamarix ramosissima:Salsola tragus:Atriplex canescens:Marrubium vulgare,"Sub Unit Description :Arizona Strip/ Geology Description : Johnson Wash/ Locality Description: Access from road just northwest of Johnson Wash, 5.7 miles southeast of Fredonia. Along wash and on plain throughout, but main population sampled is approximately 0.5 miles from second cattle gate.",1463.3448,36.92638,-112.50355,"NAD83",Lat/lon determined by GPS,Allegra Mount,"Bureau of Land Management, SOS project",NA,AZ930,NA,NA,5,0-10,Undefined,"N, NE, E, SE, S, SW, W, NW",Sandy loam,"Clay, Silt, Sand",Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ930-427,Collector identifier,NA,NA,Other or unclassified name,NA,NA,11-04-2018,BLM Arizona, Smithsonian,NA,Allegra Mount,In Field
NA,W6,NA,W6,NA,NA,SD,Artemisia tridentata,NA,NA,Wild material,NA,NA,11-04-2018,"United States, Arizona , Coconino","United States, Idaho",62,Wild Habitat,Grazed:Flooded:Trampled,Hilaria jamesii:Chrysothamnus viscidiflorus ssp. viscidiflorus:Tamarix ramosissima:Salsola tragus:Marrubium vulgare,"Sub Unit Description :Arizona Strip/ Geology Description : Johnson Wash/ Locality Description: Access from road just northwest of Johnson Wash, 5.7 miles southeast of Fredonia. Along wash and on plain throughout, but main population sampled is approximately 0.5 miles from second cattle gate.",1463.3448,36.92638,-112.50355,"NAD83",Lat/lon determined by GPS,Allegra Mount,"Bureau of Land Management, SOS project",NA,AZ930,NA,NA,5,0-10,Undefined,"N, NE, E, SE, S, SW, W, NW",Sandy loam,"Clay, Silt, Sand",Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ930-428,Collector identifier,NA,NA,Other or unclassified name,NA,NA,11-04-2018,BLM Arizona, Smithsonian,NA,Allegra Mount,In Field
NA,W6,NA,W6,NA,NA,SD,Machaeranthera canescens,NA,NA,Wild material,NA,var  ambigua,11-04-2018,"United States, Arizona , Coconino","United States, Idaho",90,Wild Habitat,Grazed:Flooded:Trampled,Hilaria jamesii:Gutierrezia microcephala:Chrysothamnus viscidiflorus ssp. viscidiflorus:Tamarix ramosissima:Salsola tragus:Marrubium vulgare,"Sub Unit Description :Arizona Strip/ Geology Description : Johnson Wash/ Locality Description: Access from road just northwest of Johnson Wash, 5.7 miles southeast of Fredonia. Occurs in clusters in wash; main population sampled is approximately 0.5 miles from second cattle gate, down slope in heavily disturbed and grazed wash area.",1463.3448,36.92638,-112.50355,"NAD83",Lat/lon determined by GPS,Allegra Mount,"Bureau of Land Management, SOS project",NA,AZ930,NA,NA,20,0-40,Undefined,"N, NE, E, SE, S, SW, W, NW",Sandy loam,"Clay, Silt, Sand",Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ930-429,Collector identifier,NA,NA,Other or unclassified name,NA,NA,11-04-2018,BLM Arizona, Smithsonian,NA,Allegra Mount,In Field
NA,W6,NA,W6,NA,NA,SD,Sphaeralcea parvifolia,NA,NA,Wild material,NA,Flowers orange,11-04-2018,"United States, Arizona","United States, Idaho",55,Wild Habitat,Grazed:Flooded:Trampled,Hilaria jamesii:Gutierrezia microcephala:Chrysothamnus viscidiflorus ssp. viscidiflorus:Tamarix ramosissima:Salsola tragus:Atriplex canescens:Marrubium vulgare,"Sub Unit Description :Arizona Strip/ Geology Description : Johnson Wash/ Locality Description: Access from road just northwest of Johnson Wash, 5.7 miles southeast of Fredonia. Occurs in clusters all along wash; main population sampled is approximately 0.5 miles from second cattle gate, down slope in heavily disturbed and grazed wash area.",1463.3448,36.92638,-112.50355,"NAD83",Lat/lon determined by GPS,Allegra Mount,"Bureau of Land Management, SOS project",NA,AZ930,NA,NA,20,0-40,Undefined,"N, NE, E, SE, S, SW, W, NW",Sandy loam,"Clay, Silt, Sand",Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ930-430,Collector identifier,NA,NA,Other or unclassified name,NA,NA,11-04-2018,BLM Arizona, Smithsonian,NA,Allegra Mount,In Field
NA,W6,NA,W6,NA,NA,SD,Atriplex canescens,NA,NA,Wild material,NA,NA,11-04-2018,"United States, Arizona , Coconino","United States, Idaho",75,Wild Habitat,Grazed:Flooded:Trampled,Hilaria jamesii:Gutierrezia microcephala:Chrysothamnus viscidiflorus ssp. viscidiflorus:Tamarix ramosissima:Salsola tragus:Marrubium vulgare:Artemisia tridentata,"Sub Unit Description :Arizona Strip/ Geology Description : Johnson Wash/ Locality Description: Access from road just northwest of Johnson Wash, 5.7 miles southeast of Fredonia. Occurs in clusters all along wash; main population sampled is approximately 0.5 miles from second cattle gate, down slope in heavily disturbed and grazed wash area.",1463.3448,36.92638,-112.50355,"NAD83",Lat/lon determined by GPS,Allegra Mount,"Bureau of Land Management, SOS project",NA,AZ930,NA,NA,20,0-40,Undefined,NA,Sandy loam,"Clay, Silt, Sand",Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ930-431,Collector identifier,NA,NA,Other or unclassified name,NA,NA,11-04-2018,BLM Arizona, Smithsonian,NA,Allegra Mout,In Field
NA,W6,NA,W6,NA,NA,SD,Aristida purpurea var. longiseta,NA,NA,Wild material,NA,NA,11-04-2018,"United States, Arizona , Coconino","United States, Idaho",170,Wild Habitat,Grazed,Hilaria jamesii:Chrysothamnus viscidiflorus ssp. viscidiflorus:Salsola tragus:Artemisia tridentata:Tamarix ramosissima:Atriplex canescens:Marrubium vulgare:Gutierrezia microcephala,"Sub Unit Description :Arizona Strip/ Geology Description : Johnson Wash/ Locality Description: Access from road just northwest of Johnson Wash, 5.7 miles southeast of Fredonia. Population sampled is approximately 0.5 miles from second cattle gate on flat plain.",1463.3448,36.92638,-112.50355,"NAD83",Lat/lon determined by GPS,Allegra Mount,"Bureau of Land Management, SOS project",NA,AZ930,NA,NA,2.5,0-5,Undefined,"N, NE, E, SE, S, SW, W, NW",Silt loam,"Clay, Sand",Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ930-432,Collector identifier,NA,NA,Other or unclassified name,NA,NA,11-04-2018,BLM Arizona, Smithsonian,NA,Allegra Mount,In Field
NA,W6,NA,W6,NA,NA,SD,Sporobolus cryptandrus,NA,NA,Wild material,NA,NA,11-04-2018,"United States, Arizona , Coconino","United States, Idaho",90,Wild Habitat,Grazed,Aristida purpurea var. longiseta:Hilaria jamesii:Gutierrezia microcephala:Chrysothamnus viscidiflorus ssp. viscidiflorus:Tamarix ramosissima:Salsola tragus:Atriplex canescens:Marrubium vulgare,"Sub Unit Description :arizona Strip/ Geology Description : johnson Wash/ Locality Description: Access from road just northwest of Johnson Wash, 5.7 miles southeast of Fredonia. Population sampled is approximately 0.5 miles from second cattle gate on flat plain. Ubiquitous in area.",1463.3448,36.92638,-112.50355,"NAD83",Lat/lon determined by GPS,allegra Mount,"Bureau of Land Management, SOS project",NA,AZ930,NA,NA,2.5,0-5,Undefined,"N, NE, E, SE, S, SW, W, NW",Sandy loam,Clay,Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ930-433,Collector identifier,NA,NA,Other or unclassified name,NA,NA,11-04-2018,BLM Arizona, Smithsonian,NA,Allegra Mount,In Field
NA,W6,NA,W6,NA,NA,SD,Isocoma tenuisecta,NA,NA,Wild material,NA,Flowers yellow,11-04-2018,"United States, Arizona , Coconino","United States, Idaho",52,Wild Habitat,Grazed,Bouteloua gracilis:Gutierrezia microcephala:Hilaria jamesii:Chrysothamnus viscidiflorus ssp. viscidiflorus:Salsola tragus:Sporobolus cryptandrus:Aristida purpurea var. longiseta:Atriplex canescens,"Sub Unit Description :Arizona Strip/ Geology Description : Johnson Wash/ Locality Description: Access from road just northwest of Johnson Wash, 5.7 miles southeast of Fredonia. Population sampled is directly after second cattle gate, heavily clustered",1460.6016,36.92119,-112.42694,"NAD83",Lat/lon determined by GPS,Allegra Mount,"Bureau of Land Management, SOS project",NA,AZ930,NA,NA,2.5,0-5,Undefined,"N, NE, E, SE, S, SW, W, NW",Clay loam,Clay,Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ930-434,Collector identifier,NA,NA,Other or unclassified name,NA,NA,11-04-2018,BLM Arizona, Smithsonian,NA,Allegra Mount,In Field
NA,W6,NA,W6,NA,NA,SD,Bouteloua gracilis,NA,NA,Wild material,NA,NA,11-04-2018,"United States, Arizona , Coconino","United States, Idaho",125,Wild Habitat,Grazed,Hilaria jamesii:Chrysothamnus viscidiflorus ssp. viscidiflorus:Gutierrezia microcephala:Isocoma tenuisecta:Sporobolus cryptandrus:Salsola tragus:Atriplex canescens,"Sub Unit Description :Arizona Strip/ Geology Description : Johnson Wash/ Locality Description: Access from road just northwest of Johnson Wash, 5.7 miles southeast of Fredonia. Population sampled is directly after second cattle gate, heavily clustered",1460.6016,36.92119,-112.42694,"NAD83",Lat/lon determined by GPS,allegra Mount,"Bureau of Land Management, SOS project",NA,AZ930,NA,NA,2.5,0-5,Undefined,"N, NE, E, SE, S, SW, W, NW",Silt loam,Clay,Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ930-435,Collector identifier,NA,NA,Other or unclassified name,NA,NA,11-04-2018,BLM Arizona, Smithsonian,NA,Allegra Mount,In Field
NA,W6,NA,W6,NA,NA,SD,Atriplex confertifolia,NA,NA,Wild material,NA,NA,11-04-2018,"United States, Arizona , Coconino","United States, Idaho",80,Wild Habitat,Grazed,Hilaria jamesii:Chrysothamnus viscidiflorus ssp. viscidiflorus:Salsola tragus:Tamarix ramosissima:Aristida purpurea var. longiseta:Gutierrezia microcephala,"Sub Unit Description :Arizona Strip/ Geology Description : Johnson Wash/ Locality Description: Access from road just northwest of Johnson Wash, 5.7 miles southeast of Fredonia. Population sampled is approximately 0.5 miles from second cattle gate on flat plain. Locally common",1463.3448,36.92638,-112.50355,"NAD83",Lat/lon determined by GPS,Allegra Mount,"Bureau of Land Management, SOS project",NA,AZ930,NA,NA,2.5,0-5,Undefined,"N, NE, E, SE, S, SW, W, NW",Clay loam,Clay,Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ930-436,Collector identifier,NA,NA,Other or unclassified name,NA,NA,11-04-2018,BLM Arizona, Smithsonian,NA,Allegra Mount,In Field
NA,W6,NA,W6,NA,NA,SD,Senecio flaccidus var. flaccidus,NA,NA,Wild material,NA,Flowers yellow,11-04-2018,"United States, Arizona , Coconino","United States, Idaho",56,Wild Habitat,Grazed,Yucca baccata:Sphaeralcea parvifolia:Isocoma tenuisecta:Gutierrezia sarothrae:Salsola tragus:Marrubium vulgare,Sub Unit Description :Arizona Strip/ Geology Description : BLM rd 1025/ Locality Description: Access from BLM road 1025 6.6 miles southeast of Fredonia. Population sampled is along road near cattle gate.,1483.1568,36.91425,-112.41297,"NAD83",Lat/lon determined by GPS,Allegra Mount,"Bureau of Land Management, SOS project",NA,AZ930,NA,NA,5,0-10,Undefined,"N, NE, E, SE, S, SW, W, NW",Silt loam,"Clay, Sand, Other : Sandy Loam",Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ930-437,Collector identifier,NA,NA,Other or unclassified name,NA,NA,11-04-2018,BLM Arizona, Smithsonian,NA,Allegra Mount,In Field
NA,W6,NA,W6,NA,NA,SD,Eriogonum corymbosum,NA,NA,Wild material,NA,NA,11-04-2018,"United States, Arizona , Coconino","United States, Idaho",52,Wild Habitat,Grazed,Yucca baccata:Marrubium vulgare:Sphaeralcea parvifolia:Isocoma tenuisecta:Senecio flaccidus var. flaccidus:Gutierrezia sarothrae:Salsola tragus,"Sub Unit Description :arizona Strip/ Geology Description : BLM Rd 1025/ Locality Description: Access from Winter Rd, BLM road 1025, 6.6 miles southeast of Fredonia. Population sampled is along road near cattle gate.",1483.1568,36.91425,-112.41297,"NAD83",Lat/lon determined by GPS,Allegra Mount,"Bureau of Land Management, SOS project",NA,AZ930,NA,NA,5,0-10,Undefined,"N, NE, E, SE, S, SW, W, NW",Silt loam,"Clay, Sand, Other : Sandy Loam",Colorado Plateau,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ930-438,Collector identifier,NA,NA,Other or unclassified name,NA,NA,11-04-2018,BLM Arizona, Smithsonian,NA,Allegra Mount,In Field
NA,W6,NA,W6,NA,NA,SD,Sphaeralcea coccinea,NA,NA,Wild material,NA,Flowers orange  leaves deeply lobed,11-05-2018,"United States, Arizona , Coconino","United States, Idaho",170,Wild Habitat,Grazed,Bouteloua gracilis:Pinus ponderosa:Eriogonum umbellatum:Eriogonum alatum:Hymenopappus filifolius,"Sub Unit Description :Coconino National Forest/ Geology Description : Kinnickinick Lake/ Locality Description: Along FS Rd. 9482H, branch of Kinnickinick Lake Road. Near lake area.",2158.2888000000003,34.89094,-111.31555,"NAD83",Lat/lon determined by GPS,Allegra Mount,"Bureau of Land Management, SOS project",NA,AZ930,NA,NA,5,0-10,Undefined,"N, NE, E, SE, S, SW, W, NW",Clay loam,NA,Arizona/New Mexico Mountains,Arizona/New Mexico Mountains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ930-439,Collector identifier,NA,NA,Other or unclassified name,NA,NA,11-05-2018,BLM Arizona, Smithsonian,NA,Allegra Mount,In Field
