Curator Unique Number,Accession Prefix (NPGS),Accession Number -Assigned,Inventory Prefix,Inventory Number,Inventory Suffix,Inventory Type - Lookup Picker,Taxon -Lookup Picker in GRIN,Received Date -received by site,Life Form -Lookup Picker,Level of Improvement -Lookup Picker,Reproductive Uniformity -Lookup Picker,Note (Accession Narrative),Date Collected or Developed,Geography (Collection) -Lookup Picker in GRIN,Geography (Donor)  -Lookup Picker in GRIN,Number Plants Sampled,Collecting or Acquisition Source - List,Environment Description,Associated Species,Collector Verbatim Locality,Elevation (meters),Latitude -decimal degrees,Longitude -decimal degrees,Georeference Datum,Georeference Protocol - Lookup Picker,Note (Accession Source - Collector),Cooperator (Donor) 1 -full record,Cooperator (Donor) 2 -full record,Cooperator (Collector) 1 -full record,Cooperator (Collector) 2 -full record,Cooperator (Collector) 3 -full record,Land Owner,Land Owner Original Value,Land Owner Evaluation Required,SLOPE,SLOPE Original Value,ASPECT -lookup picker,ASPECT Original Value,SOIL TEXTURE - lookup picker,Soil TEXTURE Original Value,ECOREGION - Lookup picker,Ecoregion Original Value,Inventory Maintenance Policy,Inventory Maintenance Site -W6,Quantity On Hand,Quantity On Hand Units -'count' or 'packet',"Total Weight -gram (if unknown, leave blank)",Hundred Seed Weight -gram,Seed Count Verification (VALUE CLOSE TO ZERO) -Calcuated column,Parent Inventory,GERMS from DONOR (viability),GERMS from DONOR (test date),Note (Inventory),Accession Name (Identifier 1),Accession Name Category (Identifier 1) -Lookup Picker,"Accession Name Cooperator (Identifier 1) -name, organization",Accession Name (Identifier 2),Accession Name Category (Identifier 2) -Lookup Picker,"Accession Name Cooperator (Identifier 2) -name, organization",Accession Name (Identifier 3),Accession Name Category (Identifier 3) -Lookup Picker,"Accession Name Cooperator (Identifier 3) -name, organization",Collector Voucher Number,Voucher Date,Voucher Location (1),Voucher Location (2),Voucher Location (3),"Voucher Collector -name, organization",Note (Voucher)
NA,W6,NA,W6,NA,NA,SD,Achnatherum speciosum,NA,NA,Wild material,NA,Plant in tufts  ascending  leaves filiform  inflorescence terminal  in panicles  lemma pubescent  awns sharply bent with lower segment twisted ,NA,"United States, Nevada, Clark","United States, Idaho, Ada",300,Wild Habitat,None,Coleogyne ramosissima:Baileya multiradiata:Glandularia gooddingii:Eriodictyon angustifolium:Purshia stansburiana:Opuntia sp.:Juniperus sp.:Pinus monophylla,Sub Unit Description  Gold Butte National Monument  Geology Description   Whitney Pass  Locality Description  From I 15 N  take exit 112 toward Bunkerville  Riverside  Continue straight onto NV 170 N  Riverside Road for 3 miles  Turn W  right  onto Gold Butte Road  Continue on Gold Butte Road for 21 miles  Turn slightly E  left  onto Whitney Pass Road  Continue for 4 3 miles  Population present throughout hillsides  slopes above road ,1391.1072000000001,36.52766,-114.06153,"NAD83",Lat/lon determined by GPS,"Battista, C., Fitz, E., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,7,7,South,S,Sand,Sand,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0309-50,Collector identifier,NA,140L0619F0309-50,Other or unclassified name,NA,NA,05-13-2020,SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Office,,NA,,
NA,W6,NA,W6,NA,NA,SD,Glandularia gooddingii,NA,NA,Wild material,NA,Plant branched at base  densely hairy  leaves opposite  petioled  flowers in spikes  purple  5 petaled  corolla purple  pink  or blue ,NA,"United States, Nevada, Clark","United States, Idaho, Ada",300,Wild Habitat,None,Achnatherum speciosum:Coleogyne ramosissima:Baileya multiradiata:Ericameria linearifolia:Purshia stansburiana:Juniperus sp.,Sub Unit Description  Gold Butte National Monument  Geology Description   Whitney Pass  Locality Description  From I 15 N  take exit 112 toward Bunkerville  Riverside  Continue straight onto NV 170 N  Riverside Road for 3 miles  Turn W  right  onto Gold Butte Road  Continue on Gold Butte Road for 21 miles  Turn slightly E  left  onto Whitney Pass Road  Continue for 4 3 miles  Population present throughout hillsides  slopes above road ,1464.8688,36.53144,-114.06977,"NAD83",Lat/lon determined by GPS,"Battista, C., Fitz, E., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,7,7,South,S,Sand,Sand,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0309-51,Collector identifier,NA,140L0619F0309-51,Other or unclassified name,NA,NA,04-16-2020,SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Office,,NA,,
NA,W6,NA,W6,NA,NA,SD,Baileya multiradiata,NA,NA,Wild material,NA,Yellow ray and disk flowers,NA,"United States, Nevada, Clark","United States, Idaho, Ada",506,Wild Habitat,none,Porophyllum gracile:Larrea tridentata:Eriogonum fasciculatum:Amelanchier sanguinea:Yucca schidigera:Cylindropuntia echinocarpa:Stipa speciosa:Euphorbia sp.:Salvia dorrii:Ambrosia salsola:Cylindropuntia acanthocarpa:Cylindropuntia acanthocarpa,Sub Unit Description  El Dorado Mnts  Geology Description   NA  Locality Description  From exit 14  head south towards searchlight for 30 miles  Turn East  ad at intersection of 3 roads  take the North most road east for 3 2 miles until crossing a powerline rd  Follow powerline south for 1 3 miles  population follows disturbed areas along road  wash ,1066.138584,35.53527,-114.8595,"NAD83",Lat/lon determined by GPS,"Depies, M., Carpenter, A.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,10,10,Uncertain,"N, S",Sand,Other : gravel and sand,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,05-12-2020,National Herbarium at the Smithsonian ûûRegional Herbarium,"ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium",NA,Erin Riggs,From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Plantago ovata var. fastigiata,NA,NA,Wild material,NA,Annual  white  almost translucent petals  growing on gravel pavement,NA,"United States, Nevada, Clark","United States, Idaho, Ada",2884,Wild Habitat,none,Eriogonum trichopes:Schismus sp.:Krameria sp.:Baileya multiradiata:Larrea tridentata:Ambrosia dumosa:Yucca brevifolia:Eriogonum inflatum:Brassica tournefortii:Bromus rubens:Psilostrophe cooperi:Cylindropuntia echinocarpa:Opuntia basilaris:Cylindropuntia acanthocarpa,Sub Unit Description  Mormon Mesa  Geology Description   Carp Elgin Rd  Locality Description  From 215 E and the I 15 N  follow the latter N for 48 miles  exiting on Carp  Elgin  100   Follow Carp Elgin Rd for8 2 miles  passing the powerline  population is N and S of road along small hills and gravel pavement ,792.1111920000001,36.8205,-114.374,"NAD83",Lat/lon determined by GPS,"Depies, M., Carpenter, A.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,5,5,Uncertain,"E, SE",Loam,Other : loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,03-12-2020,National Herbarium at the Smithsonian ûûRegional Herbarium,"ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium",NA,Erin Riggs,From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Ambrosia dumosa,NA,NA,Wild material,NA,Yellow flowers  fruit is bur like,NA,"United States, Nevada, Clark","United States, Idaho, Ada",310,Wild Habitat,none,Krameria lanceolata:Opuntia basilaris:Krameria sp.:Larrea tridentata:Yucca brevifolia:Bromus rubens:Eriogonum inflatum:Plantago ovata:Psilostrophe cooperi:Cylindropuntia echinocarpa:Krascheninnikovia lanata:Cylindropuntia acanthocarpa,Sub Unit Description  Mormon Mesa  Geology Description   Carp Elgin Rd  Locality Description  From exit 100  follow Carp Elgin Rd for 8 miles  Population was collected N and S of Rd  west of the powerline road,785.7744,36.8205,-114.37397,"NAD83",Lat/lon determined by GPS,"Depies, M., Carpenter, A.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,5,5,Uncertain,"E, SE",Loam,Other : loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,05-19-2020,National Herbarium at the Smithsonian ûûRegional Herbarium,"ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium",NA,Erin Riggs,From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Bebbia juncea var. aspera,NA,NA,Wild material,NA,Yellow flowers  strong scent,NA,"United States, Nevada, Mineral","United States, Idaho, Ada",544,Wild Habitat,none,Bromus rubens:Ambrosia dumosa:Larrea tridentata:Eriogonum inflatum:Sphaeralcea ambigua:Baileya multiradiata:Cylindropuntia echinocarpa:Krameria sp.:Cylindropuntia acanthocarpa:Encelia sp.,Sub Unit Description  Mormon Mesa  Geology Description   Carp Elgin Rd  Locality Description  From exit 100 Carp  Elgin   follow Carp Elgin Rd for 8 2mi  passing the power line  The population is in a wash south of the road  and follows the wash E and W from GPS point ,766.151376,36.81394,-114.37269,"NAD83",Lat/lon determined by GPS,"Depies, M., Carpenter, A.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,5,5,South,S,Loam,Other : loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,05-19-2020,National Herbarium at the Smithsonian ûûRegional Herbarium,"ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium",NA,Erin Riggs,From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Ambrosia dumosa,NA,NA,Wild material,NA,fruit is bur like  yellow flowers  very common,NA,"United States, Nevada, Clark","United States, Idaho, Ada",315,Wild Habitat,none,Larrea tridentata:Yucca brevifolia:Acamptopappus sphaerocephalus:Ephedra sp.:Bromus rubens:Psorothamnus arborescens:Krameria sp.,Sub Unit Description  Gold Butte National Monument  Geology Description   Gold Butte Rd  Devil s Throat  Locality Description  From exit 112 Bunkerville Riverside   follow NV 170 N for 3 mi  Head South onto Gold Butte Rd and follow for 21 miles  keep right at the fork   Whitney pockets and continue for 7 miles  Population is within Valley E and W of Rd ,662.0256,36.43563,-114.14647,"NAD83",Lat/lon determined by GPS,"Depies, M., Carpenter, A.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,4,4,West,W,Sandy loam,Other : sandy loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,05-27-2020,National Herbarium at the Smithsonian ûûRegional Herbarium,"ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium",NA,Erin Riggs,From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Krascheninnikovia lanata,NA,NA,Wild material,NA,White  fluffy seeds  most plants dioecious  but some monoecious,NA,"United States, Nevada, Clark","United States, Idaho, Ada",812,Wild Habitat,none,Larrea tridentata:Yucca brevifolia:Yucca schidigera:Sphaeralcea ambigua:Encelia virginensis:Eriogonum trichopes:Thamnosma montana:Ephedra nevadensis:Bromus rubens:Cylindropuntia acanthocarpa:Acamptopappus sp.:Psilostrophe cooperi,Sub Unit Description  Eastern Pahrump Valley  Geology Description   Sandy Valley Rd  Locality Description  From the intersection of NV 159 and NV 160  head west on the latter for 15 4 miles  Turn SW onto Sandy Valley Rd  The population was collected on both sides of the road up until the intersection with the powerline rd ,1228.9536,35.97947,-115.62241,"NAD83",Lat/lon determined by GPS,"Depies, M., Carpenter, A.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,5,5,Southwest,SW,Sandy clay loam,Other : Sandy clay loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,05-28-2020,National Herbarium at the Smithsonian ûûRegional Herbarium,"ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium",NA,Erin Riggs,From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Mortonia utahensis,NA,NA,Wild material,NA,Small  white flowers  found on rocky limestone habitat,03-08-2020,"United States, Nevada, Clark","United States, Idaho, Ada",125,Wild Habitat,None,Coleogyne ramosissima:Yucca schidigera:Yucca baccata:Psorothamnus arborescens:Gutierrezia sp.:Ephedra viridis:Juniperus sp.:Juniperus osteosperma:Bromus rubens:Eriogonum inflatum:Baileya multiradiata:Fallugia paradoxa:Purshia mexicana,Sub Unit Description  Red Rock Canyon National Conservation Area  Geology Description   Little Red Rock  Locality Description  From Las Vegas  follow US 215 south and take exit 29  Follow to intersection and head west  right  past the end of the paved road barricades onto the gravel road  Follow this road west for 3 miles  Turn SW  left  and continue for 0 5 miles  The population was collected from BLM land N NW of GPS point ,1384.7064,36.20991,-115.40097,"NAD83",Lat/lon determined by GPS,"Depies, M., Carpenter, A.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,15,10-20,East,E,Sandy loam,Other : Sandy loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,06-22-2020,National Herbarium at the Smithsonian ûûRegional Herbarium,"ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium",NA,Erin Riggs,From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Hyptis emoryi,NA,NA,Wild material,NA,Shrub aromatic  canescent  leaves oblong  crenate  flowers clustered in spikes or on cymes  purple  with white corolla ,02-06-2020,"United States, Nevada, Clark","United States, Idaho, Ada",50,Wild Habitat,None,Salvia columbariae:Cylindropuntia sp.:Encelia farinosa:Mirabilis laevis:Hymenoclea salsola:Porophyllum gracile:Encelia virginensis,Sub Unit Description  Piute El Dorado  Geology Description   S of NV 163  Locality Description  From I 95  turn E onto NV 163 and continue for 6 7 miles  Turn S onto an unnamed dirt road behind a gate and continue for 3 9 miles  Population is on both sides of road on rocky hillsides and in washes,719.0232000000001,35.1466,-114.7186,"NAD83",Lat/lon determined by GPS,"Battista, C., Fitz, E., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,6,6,North,N,Sandy loam,Other : Sandy loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,R-140L0619F0309-7,Collector identifier,NA,R-140L0619F0309-7,Other or unclassified name,NA,NA,03-24-2020,SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Officeû,,NA,,
NA,W6,NA,W6,NA,NA,SD,Eriogonum fasciculatum,NA,NA,Wild material,NA,Plant spreading to erect  leaves cauline  flowers in involucre  pink to white  stamens exserted ,02-06-2020,"United States, Nevada, Clark","United States, Idaho, Ada",100,Wild Habitat,None,Salvia columbariae:Cylindropuntia sp.:Encelia farinosa:Mirabilis laevis:Hymenoclea salsola:Porophyllum gracile:Encelia virginensis,Sub Unit Description  Piute El Dorado  Geology Description   S of NV 163  Locality Description  From I 95  turn E onto NV 163 and continue for 6 7 miles  Turn S onto an unnamed dirt road behind a gate and continue for 3 4 miles  Population is on both sides of road on rocky hillsides and in wash ,719.0232000000001,35.1466,-114.7186,"NAD83",Lat/lon determined by GPS,"Battista, C., Fitz, E., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,6,6,North,N,Sandy loam,Other : Sandy loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0309-52,Collector identifier,NA,140L0619F0309-52,Other or unclassified name,NA,NA,03-24-2020,SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Officeû,,NA,,
NA,W6,NA,W6,NA,NA,SD,Stanleya pinnata var. pinnata,NA,NA,Wild material,NA,Stem base branched  woody  inflorescence 1 3 dm  flowers in racemes  yellow  petals 10 15 mm  fruits spreading  curved downward  3 9 cm ,03-06-2020,"United States, Nevada, Clark","United States, Idaho, Ada",50,Wild Habitat,None,Ambrosia eriocentra:Encelia virginensis:Eriogonum inflatum:Phacelia pachyphylla:Gilia sp.:Krameria sp.:Petalonyx nitidus,Sub Unit Description  Gold Butte National Monument  Geology Description   Mud Wash Road  Town Site   Locality Description  From I 15 N  take exit 112 toward Bunkerville  Riverside  Continue straight onto NV 170 N  Riverside Road for 3 miles  Turn right  west  onto Gold Butte Road  Continue on Gold Butte Road for 21 miles  Keep right  south  at the fork to stay on Gold Butte Road  Continue for 3 8 miles  then turn SW onto Mud Wash Road  Continue along road for 0 7 miles  Population is in washes and on roadside hills ,840.0288,36.46707,-114.17106,"NAD83",Lat/lon determined by GPS,"Battista, C., Fitz, E., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,23,23,South,S,Loam,Other : Loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0309-53,Collector identifier,NA,140L0619F0309-53,Other or unclassified name,NA,NA,04-16-2020,SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Office,,NA,,
NA,W6,NA,W6,NA,NA,SD,Thamnosma montana,NA,NA,Wild material,NA,Stem broom like  yellow green  gland dotted  generally leafless  Flowers dark purple  elliptic tips reflexed  Fruit turns dark brown  purple when mature  Strong citrusy odor ,03-06-2020,"United States, Nevada, Clark","United States, Idaho, Ada",200,Wild Habitat,None,Achnatherum speciosum:Mortonia utahensis:Rumex hymenosepalus:Yucca brevifolia:Oenothera sp.:Gutierrezia sp.:Achnatherum hymenoides,Sub Unit Description  Gold Butte National Monument  Geology Description   Falling Man  Locality Description  From I 15N  turn S onto W Riverside Road  NV 170  and continue for 3 miles  Turn SW onto Gold Butte Road and continue for 19 6 miles  Turn S  right  onto a dirt road heading towards Falling Man and continue for 2 miles to the trailhead  Continue on foot toward Falling Man Petroglyphs  population is found among sandstone boulders 0 1 miles into trail ,743.1024,36.50971,-114.18679,"NAD83",Lat/lon determined by GPS,"Battista, C., Fitz, E., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,5,5,North,N,Sandy clay loam,Other : Sandy clay loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0309-54,Collector identifier,NA,140L0619F0309-54,Other or unclassified name,NA,NA,04-15-2020,SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Office,,NA,,
NA,W6,NA,W6,NA,NA,SD,Psilostrophe cooperi,NA,NA,Wild material,NA,Stems and leaves whitish  tomentose  leaves alternate  linear  flower heads on peduncles  ray flowers yellow  disc flowers 3 8  yellow  3 toothed ,04-06-2020,"United States, Nevada, Clark","United States, Idaho, Ada",60,Wild Habitat,None,Ambrosia dumosa:Encelia virginensis:Yucca sp.:Sphaeralcea ambigua:Larrea tridentata:Baileya multiradiata:Prosopis glandulosa:Cylindropuntia sp.,Sub Unit Description  Gold Butte National Monument  Geology Description   Whitney Pocket  Locality Description  From I 15 N  take exit 112 toward Bunkerville  Riverside  Continue straight onto NV 170 N  Riverside Road for 3 miles  Turn W  right  onto Gold Butte Road  Continue on Gold Butte Road for 21 miles  Turn E  slight left  onto Nays Ranch Road and continue for 0 27 miles  then turn S  right  into the parking area at Whitney Pocket  Park here and continue on foot into arroyos S and E of lot to find population ,771.144,36.52194,-114.13388,"NAD83",Lat/lon determined by GPS,"Battista, C., Fitz, E., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,2,2,South,S,Loam,Other : Loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0309-55,Collector identifier,NA,140L0619F0309-55,Other or unclassified name,NA,NA,05-13-2020,SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Office,,NA,,
NA,W6,NA,W6,NA,NA,SD,Krascheninnikovia lanata,NA,NA,Wild material,NA,mostly dioecious  occasionally monoecious  white  fluffy seeds,03-06-2020,"United States, Nevada, Clark","United States, Idaho, Ada",281,Wild Habitat,"none, but cows in area",Phacelia crenulata var. crenulata:Achnatherum hymenoides:Krameria sp.:Acamptopappus sphaerocephalus:Larrea tridentata:Ambrosia dumosa:Hilaria rigida:Yucca brevifolia:Bromus rubens:Sphaeralcea ambigua:Dasyochloa pulchella:Amsinckia tessellata:Yucca x schottii:Yucca schidigera:Achnatherum speciosum,Sub Unit Description  Piute  Eldorado  Geology Description   east of Weethump  north of NV 164  Locality Description  From Searchlight  NV head west on NV 164 for 3 6 mi  Turn North onto dirt road  and follow for 2 8 mi  Population begins on eat side of road  but eventually follows the berm to the west side of the road ,1128.6744,35.51436,-114.99163,"NAD83",Lat/lon determined by GPS,"Depies, M., Carpenter, A.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,3,3,South,S,Clay loam,Other : clay loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,06-03-2020,National Herbarium at the Smithsonian ûûRegional Herbarium,"ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium",NA,Erin Riggs,From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Pleuraphis rigida,NA,NA,Wild material,NA,perennial bunchgrass  hairs between leaf nodes,03-06-2020,"United States, Nevada, Clark","United States, Idaho, Ada",2187,Wild Habitat,none,Phacelia crenulata var. crenulata:Amsinckia tessellata:Krameria sp.:Achnatherum hymenoides:Larrea tridentata:Ambrosia dumosa:Acamptopappus sphaerocephalus:Krascheninnikovia lanata:Yucca brevifolia:Yucca schidigera:Bromus rubens:Sphaeralcea ambigua:Dasyochloa pulchella:Achnatherum speciosum,Sub Unit Description  Piute  Eldorado  Geology Description   North of NV163  East of Wee thump  Locality Description  From Searchlight  NV  head west on NV 164 for 3 6 mi Turn North onto dirt road and follow for 2 5 mi  Population was collected around the campsite east of the main road  and north of that site  on both sides of the road ,1128.6744,35.51436,-114.99163,"NAD83",Lat/lon determined by GPS,"Depies, M., Carpenter, A.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,3,3,South,S,Clay loam,Other : clay loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,06-03-2020,National Herbarium at the Smithsonian ûûRegional Herbarium,"ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium",NA,Erin Riggs,From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Ambrosia eriocentra,NA,NA,Wild material,NA,Wash species  fruit a bur,04-06-2020,"United States, Nevada, Clark","United States, Idaho, Ada",280,Wild Habitat,none,Larrea tridentata:Opuntia basilaris:Juniperus occidentalis:Encelia sp.:Dasyochloa pulchella:Bromus rubens:Sphaeralcea ambigua:Salvia dorrii:Yucca baccata:Prunus fasciculata:Dalea searlsiae:Eriogonum deflexum:Juniperus osteosperma,Sub Unit Description  Trout Canyon  Geology Description   Lower Williams Ranch Rd  Locality Description  From the intersection of NV 160 and Trout Canyon Rd  drive NE on the latter for 7 5 miles  Turn left NW  onto dirt road and go down the hill to the wash  Population was collected SW of road on BLM land ,1433.1696000000002,36.15036,-115.72497,"NAD83",Lat/lon determined by GPS,"Depies, M., Carpenter, A.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,7,7,Uncertain,"SW, W",Silt clay,Other : silt clay,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,06-04-2020,National Herbarium at the Smithsonian ûûRegional Herbarium,"ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium",NA,Erin Riggs,From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Encelia virginensis,NA,NA,Wild material,NA,NA,08-06-2020,"United States, Nevada, Clark","United States, Idaho, Ada",500,Wild Habitat,NA,Yucca schidigera:Coleogyne ramosissima:Baileya multiradiata:Psorothamnus arborescens:Salvia dorrii:Bromus rubens:Psilostrophe cooperi:Cylindropuntia ramosissima:Hymenoclea salsola,Sub Unit Description  Red Rock National Conservation Area  Geology Description   Late Night Trail  Locality Description  From the intersection of NV 159 and NV 160 in Las Vegas  NV go W on NV 160 and continue for 5 28 miles  Then turn NW onto the dirt road that is 50 meters SW of the Late Night Trail parking lot and continue for 1 34 miles  At this point turn SW and after another 1 2 miles turn NW  After  17 miles on this road you will reach the center of the population ,1197.2544,36.01278,-115.44864,WGS84,Lat/lon determined by GPS,"Calvillo, S., Champiny, R., Duval, A.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,6,6,North,N,Clay loam,Other : Clay Loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0318-22,Collector identifier,NA,140L0619F0318-22,Other or unclassified name,NA,NA,05-27-2020,Smithsonian,Utah Valley University,NA,,
NA,W6,NA,W6,NA,NA,SD,Oenothera deltoides,NA,NA,Wild material,NA,Leaves narrowly obovate  entire or pinnately lobed  Leaves grow in a rosette around the base  Flowers large  up to 3 inches in diameter  with 4 white  papery petals ,09-06-2020,"United States, Nevada, Nye","United States, Idaho, Ada",50,Wild Habitat,Grazed,Larrea tridentata:Petalonyx thurberi:Argemone corymbosa:Tiquilia plicata:Tiquilia nuttallii:Achnatherum hymenoides:Nama,Sub Unit Description  Amargosa Desert  Geology Description   Lava Dune  Locality Description  From Amargosa Valley  head NW on I 95 for 6 1 miles  Turn N onto a powerline road and continue for 1 4 miles  Park at the base of the dunes and hike W to the top  Population is found throughout the sandy volcanic rock covered area ,829.056,36.68769,-116.49653,"NAD83",Lat/lon determined by GPS,"Battista, C., Fitz, E., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,6,6,East,E,Sand,Sand,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0309-56,Collector identifier,NA,140L0619F0309-56,Other or unclassified name,NA,NA,04-09-2020,SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Office,,NA,,
