Curator Unique Number,Accession Prefix (NPGS),Accession Number -Assigned,Inventory Prefix,Inventory Number,Inventory Suffix,Inventory Type - Lookup Picker,Taxon -Lookup Picker in GRIN,Received Date -received by site,Life Form -Lookup Picker,Level of Improvement -Lookup Picker,Reproductive Uniformity -Lookup Picker,Note (Accession Narrative),Date Collected or Developed,Geography (Collection) -Lookup Picker in GRIN,Geography (Donor)  -Lookup Picker in GRIN,Number Plants Sampled,Collecting or Acquisition Source - List,Environment Description,Associated Species,Collector Verbatim Locality,Elevation (meters),Latitude -decimal degrees,Longitude -decimal degrees,Georeference Datum,Georeference Protocol - Lookup Picker,Note (Accession Source - Collector),Cooperator (Donor) 1 -full record,Cooperator (Donor) 2 -full record,Cooperator (Collector) 1 -full record,Cooperator (Collector) 2 -full record,Cooperator (Collector) 3 -full record,Land Owner,Land Owner Original Value,Land Owner Evaluation Required,SLOPE,SLOPE Original Value,ASPECT -lookup picker,ASPECT Original Value,SOIL TEXTURE - lookup picker,Soil TEXTURE Original Value,ECOREGION - Lookup picker,Ecoregion Original Value,Inventory Maintenance Policy,Inventory Maintenance Site -W6,Quantity On Hand,Quantity On Hand Units -'count' or 'packet',"Total Weight -gram (if unknown, leave blank)",Hundred Seed Weight -gram,Seed Count Verification (VALUE CLOSE TO ZERO) -Calcuated column,Parent Inventory,GERMS from DONOR (viability),GERMS from DONOR (test date),Note (Inventory),Accession Name (Identifier 1),Accession Name Category (Identifier 1) -Lookup Picker,"Accession Name Cooperator (Identifier 1) -name, organization",Accession Name (Identifier 2),Accession Name Category (Identifier 2) -Lookup Picker,"Accession Name Cooperator (Identifier 2) -name, organization",Accession Name (Identifier 3),Accession Name Category (Identifier 3) -Lookup Picker,"Accession Name Cooperator (Identifier 3) -name, organization",Collector Voucher Number,Voucher Date,Voucher Location (1),Voucher Location (2),Voucher Location (3),"Voucher Collector -name, organization",Note (Voucher)
NA,W6,NA,W6,NA,NA,SD,Balsamorhiza sagittata,NA,NA,Wild material,NA,Plants have large arrow shaped leaves that persist as seed develops  and yellow ray and disc flowers that appear as small sunflowers ,06-28-2021,"United States, California, Lassen","United States, Idaho, Ada",469,Wild Habitat,Grazed,Artemisia tridentata:Stephanomeria pauciflora:Chrysothamnus viscidiflorus:Tetradymia spinosa:Delphinium andersonii:Delphinium nuttallianum:Gayophytum diffusum:Lupinus argenteus:Eriogonum heracleoides,"Sub Unit Description :NA/ Geology Description : Buckhorn Backcountry Byway/ Locality Description: From hwy 395 in Ravendale, turn East onto Mail Route Road (502) at the intersection near the Ravendale Christian Church. Travel for 4 miles and follow the road to the left (North), and continue for 5.9 miles. Continue straight (East) onto Marr Road (526) and continue 6.7 miles. Slight right (East) onto Buckhorn Road and continue 0.3 miles. You can pull off and collect in the BLM land that leads up to the fence area. Beyond the fence is private property. Heavy grazing on the North side, so collected mostly on South side of road, for about 600 feet.",1666.0368,40.86932,-120.12392,WGS84,Lat/lon determined by GPS,"Collections: Arnold, A.; Herrarte, Y.","Bureau of Land Management, SOS project",NA,CA350,NA,NA,Public,BLM,NA,0.5,0-1,South,S,Loamy sand,Loamy Sand,NA,Northwestern Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,CA350-109,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,Valda Lockie- Susanville BLM Ecologist,NA
NA,W6,NA,W6,NA,NA,SD,Crepis acuminata,NA,NA,Wild material,NA,Perennial forb with one to several stems arising from a persistent woody base with basal  pinnatifid to runcinate pinnatifid  dandelion shaped  blades  The plants bear numerous cylindrical flower heads  each with 5 to 10 flowers ,06-30-2021,"United States, Nevada, Washoe","United States, Idaho, Ada",176,Wild Habitat,Grazed,Artemisia tridentata:Poa secunda:Purshia tridentata:Chrysothamnus viscidiflorus:Chaenactis douglasii:Bromus tectorum:Lupinus argenteus:Erigeron sp.:Elymus elymoides:Tetradymia canescens:Eriogonum umbellatum:Achnatherum thurberianum:Chrysanthemum nauseosa:Achnatherum hymenoides,"Sub Unit Description :NA/ Geology Description : Powerline Road/ Locality Description: From Cedarville, travel East on 299 for 9.3 miles, then continue onto SR-8A for 11 miles. Turn South and continue for 15 miles on NV-34. Turn South onto the powerline road, and drive 14.3 miles, and begin collecting just past the cattle gate. Continue collection for next mile on both sides of road up to 100 feet from road.",1886.712,41.21122,-119.69834,WGS84,Lat/lon determined by GPS,"Collections: Arnold, A.; Herrarte, Y.","Bureau of Land Management, SOS project",NA,CA350,NA,NA,Public,BLM,NA,10,10-Jan,Uncertain,"N, NW",Loam,Loam,NA,Northwestern Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,CA350-110,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,SOS Field Crew,NA
NA,W6,NA,W6,NA,NA,SD,Crepis acuminata,NA,NA,Wild material,NA,Perennial forb with one to several stems arising from a persistent woody base with basal  pinnatifid to runcinate pinnatifid  dandelion shaped  blades  The plants bear numerous cylindrical flower heads  each with 5 to 10 flowers ,06-30-2021,"United States, Nevada, Washoe","United States, Idaho, Ada",459,Wild Habitat,Grazed,Artemisia tridentata:Purshia tridentata:Elymus cinereus:Poa secunda:Agropyron spicatum:Bromus tectorum:Krascheninnikovia lanata:Agropyron sp.:Balsamorhiza sagittata:Chrysothamnus viscidiflorus:Lupinus sp.:Tetradymia canescens:Eriogonum caespitosum:Erigeron sp.:Ericameria nauseosa,"Sub Unit Description :Powerline Road/ Geology Description : NA/ Locality Description: From Cedarville, drive South on Surprise Valley Road/County Road 1 and continue as road turns into 447 (38 miles total). Turn East onto Lost Creek Road and drive 13.1 miles. Turn North onto the Powerline Road, and drive 1.9 miles. Park on road that crosses the powerline road. Collect up to 300 feet on both sides of road for next mile.",1938.528,41.12697,-119.68248,WGS84,Lat/lon determined by GPS,"Collections: Arnold, A.; Herrarte, Y.","Bureau of Land Management, SOS project",NA,CA350,NA,NA,Public,BLM,NA,15,15-Mar,Uncertain,"E, SE",Sandy loam,Sandy Loam,NA,Northwestern Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,CA350-111,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,Jennifer Mueller- Biological Science Technician- Applegate BLM,NA
NA,W6,NA,W6,NA,NA,SD,Dodecatheon hendersonii,NA,NA,Wild material,NA,Corolla lobes reflexed  stigma similar to style in width  anther connectives smooth  fruit circumsissile  leaf blade narrowed abruptly to petiole  blade less than 2x width  root bulblets rice like,06-03-2021,"United States, California, Mendocino","United States, Idaho, Ada",100,Wild Habitat,Burned,Pinus ponderosa:Arctostaphylos manzanita:Ceanothus cuneatus:Lomatium dasycarpum:Adenostoma fasciculatum:Stipa lemmonii:Erodium cicutarium:Centaurea solstitialis:Bromus tectorum:Pedicularis densiflora,"Sub Unit Description :Yuki Wilderness/ Geology Description : Horse Pasture Ridge/ Locality Description: From Arcata BLM Office follow highway 101 South ~135 miles, turn left onto highway 162, Covelo Road, follow for ~50 miles, take road to Mendocino National Forest, follow to County Road M1, follow ~10 miles, turn left onto Forest Road 1N02, follow ~14 miles, population at hill crest",883.9200000000001,39.6408,-123.08041,"NAD83",Lat/lon determined by GPS,"Collections: C. Welch, T. Thompson","Bureau of Land Management, SOS project",NA,CA330,NA,NA,Public,BLM,NA,5,5,South,S,Clay,Clay,NA,Central California Foothills and Coastal Mountains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,CA330-205,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"Crystal Welch, BLM Ecologist",NA
NA,W6,NA,W6,NA,NA,SD,Lomatium dasycarpum,NA,NA,Wild material,NA,Densely wooly leaves and schizocarps  all basal leaves  no cauline   leaves dissected  small segments  Fruit hairy  petals tomentose  Plant with long taproot,06-03-2021,"United States, California, Mendocino","United States, Idaho, Ada",500,Wild Habitat,Burned,Pinus ponderosa:Arctostaphylos manzanita:Ceanothus cuneatus:Dodecatheon hendersonii:Adenostoma fasciculatum:Stipa lemmonii:Erodium cicutarium:Centaurea solstitialis:Bromus tectorum:Pedicularis densiflora,"Sub Unit Description :Yuki Wilderness/ Geology Description : Horse Pasture Ridge/ Locality Description: From Arcata BLM Office follow highway 101 South ~135 miles, turn left onto highway 162, Covelo Road, follow for ~50 miles, take road to Mendocino National Forest, follow to County Road M1, follow ~10 miles, turn left onto Forest Road 1N02, follow ~14 miles, population at hill crest",883.9200000000001,39.6408,-123.08041,WGS84,Lat/lon determined by GPS,"Collections: C. Welch, T. Thompson","Bureau of Land Management, SOS project",NA,CA330,NA,NA,Public,BLM,NA,5,5,South,S,Clay,Clay,NA,Central California Foothills and Coastal Mountains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,CA330-206,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"C. Welch, BLM Ecologist",NA
NA,W6,NA,W6,NA,NA,SD,Lomatium dasycarpum,NA,NA,Wild material,NA,Densely wooly leaves and schizocarps  all basal leaves  no cauline  leaves dissected  small segments  fruit hairy  petals tomentose  plant with long taproot,06-02-2021,"United States, California, Mendocino","United States, Idaho, Ada",500,Wild Habitat,NA,Quercus kelloggii:Pseudotsuga menziesii:Pinus jeffreyi:Arbutus menziesii:Arctostaphylos sp.:Sanicula sp.:Hieracium sp.:Elymus glaucus:Elymus elymoides:Avena fatua:Rubus leucodermis,"Sub Unit Description :Red Mountain/ Geology Description : Coombs/ Locality Description: From BLM Arcata Field Office, take highway 101 South past Garberville (~75 miles), continue past Piercy, take exit 625, turn left, drive 0.1 miles, take right gravel road to Red Mountain, follow ~10 miles to Coombs Ranch road, population in meadow bust beyond locked gate.",854.964,39.9339,-123.64173,"NAD83",Lat/lon determined by GPS,"Collections: C. Welch, T. Thompson","Bureau of Land Management, SOS project",NA,CA330,NA,NA,NA,Private,NA,2,2,Northeast,NE,Silt loam,Other : Silt Loam,NA,Coastal Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,CA330-207,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,C. Welch BLM Ecologist,NA
NA,W6,NA,W6,NA,NA,SD,Iris douglasiana,NA,NA,Wild material,NA,Inflorescence light to dark lavender  stigmas triangular  fan like overlapping leaves  Leaves basal and cauline,07-07-2021,"United States, California, Humboldt","United States, Idaho, Ada",250,Wild Habitat,Grazed,Holodiscus discolor:Ceanothus thyrsiflorus:Baccharis pilularis:Heracleum maximum:Rubus ursinus:Rubus parviflorus:Marah fabaceus:Toxicodendron diversilobum:Diplacus aurantiacus:Mimulus guttatus:Lupinus bicolor:Athyrium filix-femina:Polystichum imbricans:Cynosurus echinatus:Festuca idahoensis,"Sub Unit Description :King Range/ Geology Description : Prosper Ridge Road/ Locality Description: From BLM Arcata Field Office take highway 101 South for 20 miles, exit 692 Fernbridge, take right for 0.5 miles, take right CA-211 highway over Fernbridge, continue 5 miles, take right on Bluff st, left on Wildcat ave, continue on Mattole road for 28 miles, turn right onto Lighthouse road for 4.5 miles, take left on Prosper Ridge road for 1 mile, population in coastal prairie",106.68,40.28463,-124.35571,"NAD83",Lat/lon determined by GPS,Collections: T. Thompson,"Bureau of Land Management, SOS project",NA,CA330,NA,NA,Public,BLM,NA,2,2,Northwest,NW,Clay loam,Other : Clay Loam,NA,Coastal Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,CA330-208,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"Thompson, T. BLM",NA
NA,W6,NA,W6,NA,NA,SD,Triteleia laxa,NA,NA,Wild material,NA,1 5  tall purple blue flowers   10 15 per plant  on umbels with two basal leaves with small bulb at base  Stamens fused to tepals,06-13-2021,"United States, California, Mendocino","United States, Idaho, Ada",75,Wild Habitat,NA,Quercus kelloggii:Pseudotsuga menziesii:Pinus jeffreyi:Arbutus menziesii:Arctostaphylos manzanita:Lomatium dasycarpum,"Sub Unit Description :Red Mountain/ Geology Description : Coombs/ Locality Description: From BLM Arcata Field Office, take highway 101 South past Garberville (~75 miles), continue past Piercy, take exit 625, turn left, drive 0.1 miles, take right gravel road to Red Mountain, follow ~10 miles to Coombs Ranch road, population in meadow bust beyond locked gate.",859.5360000000001,39.93355,-123.64306,"NAD83",Lat/lon determined by GPS,"Collections: C. Welch, T. Thompson","Bureau of Land Management, SOS project",NA,CA330,NA,NA,NA,Private,NA,10,10,Northeast,NE,Clay,Clay,NA,Coastal Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,CA330-209,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"C. Welch, BLM Ecologist",NA
NA,W6,NA,W6,NA,NA,SD,Ribes sanguineum var. glutinosum,NA,NA,Wild material,NA,No nodal spines  hypanthium tube shaped  exceeds ovary  anthers have no depression at tip  styles glabrous at base  sepals spreading and longer than wide  no spines on plants,07-07-2021,"United States, California, Humboldt","United States, Idaho, Ada",80,Wild Habitat,NA,Pseudotsuga menziesii:Notholithocarpus densiflorus:Umbellularia californica:Acer circinatum:Toxicodendron diversilobum:Vaccinium ovatum:Rubus parviflorus:Rubus ursinus:Mahonia aquifolium:Iris purdyi:Alnus rubra,"Sub Unit Description :Lacks Creek/ Geology Description : Kings Crossing/ Locality Description: From BLM Arcata Field Office take highway 299 East, follow 17.5 miles, turn left on Bair road, follow 9 miles, turn right on gravel road follow ~4 miles, turn left on Pickle Springs road (locked gate - key at BLM Arcata Field Office) follow Beaver Ridge rd for 8 miles to Flyette Prairie , walk 1 mile to Kings Crossing",339.85200000000003,41.05461,-123.83202,"NAD83",Lat/lon determined by GPS,Collections: T. Thompson,"Bureau of Land Management, SOS project",NA,CA330,NA,NA,Public,BLM,NA,15,15,Northeast,NE,Loam,Other : Loam,NA,Coastal Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,CA330-210,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,T. Thompson,NA
NA,W6,NA,W6,NA,NA,SD,Elymus elymoides,NA,NA,Wild material,NA,Perennial bunchgrass with long awns that become twisted with age to form a  bottle brush  inflorescence  No ligule and leaves on stem are smaller  sticking out laterally,06-13-2021,"United States, California, Mendocino","United States, Idaho, Ada",40,Wild Habitat,NA,Quercus kelloggii:Pseudotsuga menziesii:Pinus jeffreyi:Arbutus menziesii:Arctostaphylos manzanita:Lomatium dasycarpum,"Sub Unit Description :Red Mountain/ Geology Description : Coombs/ Locality Description: From BLM Arcata Field Office, take highway 101 South past Garberville (~75 miles), continue past Piercy, take exit 625, turn left, drive 0.1 miles, take right gravel road to Red Mountain, follow ~10 miles to Coombs Ranch road, population in meadow bust beyond locked gate.",854.964,39.9339,-123.64173,"NAD83",Lat/lon determined by GPS,"Collections: C. Welch, T. Thompson","Bureau of Land Management, SOS project",NA,CA330,NA,NA,NA,Private,NA,5,5,Northeast,NE,Clay,Clay,NA,Coastal Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,CA330-211,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"C. Welch, BLM Ecologist",NA
NA,W6,NA,W6,NA,NA,SD,Bromus carinatus,NA,NA,Wild material,NA,Solitary tall grass with nodding head with panicle shaped inflorescence,06-21-2021,"United States, California, Humboldt","United States, Idaho, Ada",70,Wild Habitat,NA,Quercus kelloggii:Triteleia sp.:Chlorogalum pomeridianum:Festuca californica:Danthonia californica:Avena barbata,"Sub Unit Description :Lacks Creek/ Geology Description : Pine Ridge Road/ Locality Description: From BLM Arcata Field Office take highway 299 East, follow 17.5 miles, turn left onto Bair road, follow 9 miles, turn right onto gravel road, follow ~9 miles, turn left at BLM Lacks Creek sign (Pine Ridge road) take to kiosk, turn right at crows foot, follow for ~3 miles, population past mountain bike trail and kiosk",1109.472,41.00747,-123.78535,"NAD83",Lat/lon determined by GPS,"Collections: C. Welch, T. Thompson","Bureau of Land Management, SOS project",NA,CA330,NA,NA,Public,BLM,NA,7,7,West,W,Loam,Other : Loam,NA,Coastal Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,CA330-212,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"C. Welch, BLM Ecologist",NA
NA,W6,NA,W6,NA,NA,SD,Achnatherum thurberianum,NA,NA,Wild material,NA,Plants about 1 5 ft high  heads dry golden  about an inch a half long  seeds twice bent,06-24-2021,"United States, Nevada, Humboldt","United States, Idaho, Ada",2000,Wild Habitat,None,Crepis occidentalis:Artemisia tridentata:Elymus elymoides:Pseudoroegneria spicata:Achnatherum hymenoides,"Sub Unit Description :Just north of Sheldon Wildlife Refuge/ Geology Description : NA/ Locality Description: Garrison, G., Siebert, H.",535.2288,41.83881,-118.94434,WGS84,Lat/lon determined by GPS,"Collections: Garrison, G., Siebert, H.","Bureau of Land Management, SOS project",NA,FWS0800,NA,NA,Public,BLM,NA,8,8,Northwest,NW,Unspecified,Loamy_Sand,NA,Central Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,FWS0800-32,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,Sarah Kulpa,NA
NA,W6,NA,W6,NA,NA,SD,Elymus elymoides,NA,NA,Wild material,NA,Plants about 1 5 feet tall  mostly dry and golden  some still green  Heads are bottlebrushy ,07-10-2021,"United States, Nevada, Humboldt","United States, Idaho, Ada",735,Wild Habitat,Invasives,Pseudoroegneria spicata:Ericameria nauseosa,"Sub Unit Description :Pine Forest Range/ Geology Description : NA/ Locality Description: Garrison, G., Siebert, H.",541.02,41.71724,-118.78622,WGS84,Lat/lon determined by GPS,"Collections: Garrison, G., Siebert, H.","Bureau of Land Management, SOS project",NA,FWS0800,NA,NA,Public,BLM,NA,11,11,North,N,Unspecified,Silty_Clay_Loam,NA,Central Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,FWS0800-33,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,Sarah Kulpa,NA
NA,W6,NA,W6,NA,NA,SD,Erigeron pumilus,NA,NA,Wild material,NA,Plants about half a foot tall  fuzzy stems and leaves  Light purple pteals  yellowish   Mostly dried up at this point  heads are puff balls ,07-12-2021,"United States, Oregon, Lake","United States, Idaho, Ada",590,Wild Habitat,Other within 30 ft of road,Poa secunda:Artemisia tridentata ssp. tridentata:Elymus elymoides,"Sub Unit Description :Hart Mountain National Antelope Refuge/ Geology Description : Spanish Flat/ Locality Description: Garrison, G., Siebert, H.",550.4688,42.50685,-119.68412,WGS84,Lat/lon determined by GPS,"Collections: Garrison, G., Siebert, H.","Bureau of Land Management, SOS project",NA,FWS0800,NA,NA,NA,USFWS,NA,3,3,Northeast,NE,Unspecified,Loamy_Sand,NA,Northwestern Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,FWS0800-34,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"Jerry Tiehm, UNR",NA
NA,W6,NA,W6,NA,NA,SD,Erigeron pumilus,NA,NA,Wild material,NA,Plants about half a foot tall  furry stems and leaves  Light purple petals  yellow center  Most are dried and seeding  puff ball heads ,07-12-2021,"United States, Oregon, Lake","United States, Idaho, Ada",254,Wild Habitat,Invasives,Poa secunda:Crepis acuminata:Pseudoroegneria spicata:Erigeron nauseosus:Leymus cinereus,"Sub Unit Description :Hart Mountain National Antelope Refuge/ Geology Description : NA/ Locality Description: Garrison, G., Siebert, H.",543.4584,42.39978,-119.69029,WGS84,Lat/lon determined by GPS,"Collections: Garrison, G., Siebert, H.","Bureau of Land Management, SOS project",NA,FWS0800,NA,NA,NA,USFWS,NA,3,3,South,S,Unspecified,Sandy_Clay_Loam,NA,Northwestern Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,FWS0800-35,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,Sarah Kulpa,NA
NA,W6,NA,W6,NA,NA,SD,Chaenactis douglasii,NA,NA,Wild material,NA,Plant  5 1 5 feet in height  mostly dried out  White flowers in ball shape ,07-12-2021,"United States, Oregon, Lake","United States, Idaho, Ada",407,Wild Habitat,None,Poa secunda:Ericameria nauseosa:Crepis acuminata:Achnatherum thurberianum:Balsamorhiza sagittata:Elymus elymoides,"Sub Unit Description :Hart Mountain National Antelope Refuge/ Geology Description : NA/ Locality Description: Garrison, G., Siebert, H.",567.2328,42.42776,-119.66384,WGS84,Lat/lon determined by GPS,"Collections: Garrison, G., Siebert, H.","Bureau of Land Management, SOS project",NA,FWS0800,NA,NA,NA,USFWS,NA,1,1,East,E,Clay,Clay,NA,Northwestern Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,FWS0800-36,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,Jerry Tiehm,NA
NA,W6,NA,W6,NA,NA,SD,Wyethia amplexicaulis,NA,NA,Wild material,NA,Plants are green and yellowing  nothing is still flowering but most heads still have seeds  Leaves are about 1 foot long and ovular  stems are firm ,07-21-2021,"United States, Nevada, Humboldt","United States, Idaho, Ada",113,Wild Habitat,None,Artemisia tridentata:Populus tremuloides:Purshia tridentata:Ericameria nauseosa,"Sub Unit Description :Santa Rosa Mountains/ Geology Description : NA/ Locality Description: Garrison,G., Siebert, H.",657.4536,41.68322,-117.53937,WGS84,Lat/lon determined by GPS,"Collections: Garrison,G., Siebert, H.","Bureau of Land Management, SOS project",NA,FWS0800,NA,NA,NA,FS,NA,22,22,Southeast,SE,Unspecified,Sandy_Clay,NA,Central Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,FWS0800-37,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,Jerry Tiehm,NA
NA,W6,NA,W6,NA,NA,SD,Delphinium x occidentale,NA,NA,Wild material,NA,Plants about 3 feet tall  with bright blue flowers that turn into cup like seed heads  Flowers are about a half an inch large ,08-05-2021,"United States, Nevada, Humboldt","United States, Idaho, Ada",328,Wild Habitat,Other near road,Chaenactis douglasii:Crepis acuminata,"Sub Unit Description :Santa Rosa Mountains/ Geology Description : Lye Creek Road/ Locality Description: Garrison,G., Siebert, H.",668.7312000000001,41.68528,-117.558,WGS84,Lat/lon determined by GPS,"Collections: Garrison,G., Siebert, H.","Bureau of Land Management, SOS project",NA,FWS0800,NA,NA,NA,FS,NA,11,11,Uncertain,NA,Unspecified,Sandy_Loam,NA,Central Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,FWS0800-38,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,Jerry Tiehm,NA
NA,W6,NA,W6,NA,NA,SD,Monardella odoratissima,NA,NA,Wild material,NA,Plants mostly  5   1 foot tall  purple very fragrant flowers  Leaves a bit hairy ,08-06-2021,"United States, Nevada, Humboldt","United States, Idaho, Ada",80,Wild Habitat,"Grazed,other roadside",Artemisia tridentata:Poa secunda:Leymus cinereus:Phacelia hastata:Purshia tridentata,"Sub Unit Description :Santa Rosa Mountains/ Geology Description : NA/ Locality Description: Garrison, G., Siebert, H.",668.7312000000001,41.76146,-117.54917,WGS84,Lat/lon determined by GPS,"Collections: Garrison, G., Siebert, H.","Bureau of Land Management, SOS project",NA,FWS0800,NA,NA,NA,FS,NA,9,9,Southwest,SW,Unspecified,Loamy_Sand,NA,Central Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,FWS0800-39,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"Jerry Tiehm, UNR",NA
NA,W6,NA,W6,NA,NA,SD,Penstemon roezlii,NA,NA,Wild material,NA,An erect perennial ascending from a woody base with linear leaves folded lengthwise  The inflorescence is blue purple  mostly hairless except for the thin glandular hairs on the outer surface ,07-07-2021,"United States, California, Modoc","United States, Idaho, Ada",283,Wild Habitat,Grazed,Poa secunda:Purshia tridentata:Artemisia arbuscula:Astragalus purshii,"Sub Unit Description :Applegate Field Office/ Geology Description : West Valley Reservoirs/ Locality Description: Take CO RD 64 for 2.15 miles and turn south onto CO RD 66. Drive for 2.5 miles and the road forks. Continue south at the fork, and travel .5 miles.",1518.8184,41.19527,-120.43433,"NAD83",Lat/lon determined by GPS,Collections: Jennifer Mueller,"Bureau of Land Management, SOS project",NA,CA320,NA,NA,Public,BLM,NA,5,5-Feb,East,"N, NE, E, SE, S",Loam,Other : Cobbly Loam,NA,Eastern Cascade Slopes and Foothills (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,CA320-197,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,Jen Mueller,NA
NA,W6,NA,W6,NA,NA,SD,Asclepias fascicularis,NA,NA,Wild material,NA,A slender perennial with many erect stems bearing very narrow long pointed leaves  The leaves are whorled along the stem  Flowers are pale pink to white  and the fruit pods are smooth and narrow ,09-02-2021,"United States, California, Modoc","United States, Idaho, Ada",322,Wild Habitat,Grazed,Poa secunda:Taeniatherum caput-medusae:Juniperus occidentalis:Bromus tectorum:Helianthus annuus:Rumex crispus,"Sub Unit Description :Applegate Field Office/ Geology Description : Nelson Springs  South Tablelands/ Locality Description: Take highway 395 north from Likely, CA for 2 miles. About Â¼ miles from the passing lane, a road will be on the right. Turn right (East) and drive for 3.1 miles to Nelson Springs.",1486.2048,41.26869,-120.4428,"NAD83",Lat/lon determined by GPS,Collections: Jennifer Mueller,"Bureau of Land Management, SOS project",NA,CA320,NA,NA,Public,BLM,NA,5,5-Feb,West,W,Clay loam,Other : Clay Loam,NA,Eastern Cascade Slopes and Foothills (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,CA320-198,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,Jennifer Mueller,NA
NA,W6,NA,W6,NA,NA,SD,Fraxinus dipetala,NA,NA,Wild material,NA,A deciduous shrub or small tree with 3 9 leaflets  Stems are cylindrical to four angled  and grayish  Flowers are bisexual  Fruit is a long flat samara that hangs in bunches ,09-08-2021,"United States, California, Modoc","United States, Idaho, Ada",53,Wild Habitat,Grazed,Quercus kelloggii:Quercus garryana:Pinus ponderosa,"Sub Unit Description :Applegate Field Office/ Geology Description : Pit River Campground/ Locality Description: From Burney, drive 12 miles east on HWY 299 until you see a BLM sign for the Pit River Campground. Follow the signs downhill to the campground. The trees are in the campground and the adjacent day use area.",863.8032000000001,40.99174,-121.50768,"NAD83",Lat/lon determined by GPS,Collections: Jen Mueller,"Bureau of Land Management, SOS project",NA,CA320,NA,NA,Public,BLM,NA,5,5-Jan,East,E,Sandy loam,Other : Gravelly Sandy Loam,NA,Eastern Cascade Slopes and Foothills (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,CA320-199,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,Andrew Mueller,NA
